fact_delivery_id,sk_date,sk_order,sk_driver,sk_vehicle,sk_route,sk_client,planned_delay_hours,real_delay_hours,delay_minutes,delay_category,delivered_on_time_flag,service_rate
364,61,538,5,3,3,7,10.12,8.87,0,On Time,1,0.737
365,1901,1655,41,10,12,30,9.93,15.19,315.45,Severe Delay,0,0.472
366,330,102,3,2,4,4,9.04,8.79,0,On Time,1,0.836
367,503,810,16,1,4,6,8.94,11.9,177.79,Moderate Delay,1,0.586
368,616,312,12,1,3,9,10.36,12.17,108.5,Moderate Delay,1,0.761
369,1285,123,28,5,5,19,2.96,2.95,0,On Time,1,0.835
370,973,891,28,5,6,14,8.69,9.4,42.4,Minor Delay,1,0.78
371,1071,2201,30,6,7,15,4.29,3.9,0,On Time,1,0.748
372,580,1886,5,1,3,1,10.86,14.11,195.04,Severe Delay,0,0.611
373,652,1716,10,4,1,9,5.18,8.0,169.42,Moderate Delay,1,0.643
374,517,1414,2,2,2,5,3.65,4.78,67.75,Moderate Delay,1,0.773
375,746,2358,20,6,6,14,8.56,10.21,98.89,Moderate Delay,0,0.725
376,1600,2355,43,9,10,24,4.53,5.21,40.34,Minor Delay,0,0.676
377,1747,51,53,10,10,29,3.95,4.02,3.8,On Time,1,0.855
378,1346,1375,19,6,7,15,3.79,2.96,0,On Time,1,0.817
379,324,1448,15,4,2,8,3.64,5.58,116.47,Moderate Delay,1,0.745
380,1385,702,34,5,8,20,2.28,2.29,0.74,On Time,1,0.789
381,1263,958,32,8,6,17,8.02,6.25,0,On Time,1,0.803
382,888,1592,23,5,7,12,4.23,6.07,110.36,Moderate Delay,1,0.732
383,682,482,18,3,2,1,3.27,4.06,47.4,Moderate Delay,0,0.717
384,217,2433,4,1,4,6,8.12,10.19,124.58,Moderate Delay,0,0.709
385,267,2150,17,2,1,9,5.24,4.42,0,On Time,1,0.805
386,1007,2365,30,5,7,12,4.34,4.15,0,On Time,1,0.907
387,108,2040,8,2,4,6,8.07,7.53,0,On Time,1,0.83
388,134,1633,9,2,1,8,5.52,5.8,16.87,Minor Delay,1,0.778
389,132,2022,9,3,4,2,8.5,9.15,39.01,Minor Delay,1,0.832
390,1745,2223,43,9,12,26,9.73,9.31,0,On Time,1,0.868
391,1783,2277,39,10,12,23,9.74,7.6,0,On Time,1,0.806
392,1326,2232,35,5,7,13,4.23,5.01,46.51,Moderate Delay,1,0.798
393,1585,1086,54,11,11,29,7.5,8.67,70.23,Moderate Delay,0,0.714
394,2029,2133,50,9,12,21,9.9,12.41,150.87,Moderate Delay,1,0.649
395,879,1469,21,7,7,18,3.91,3.99,4.76,On Time,0,0.814
396,2109,1206,46,9,10,29,4.08,6.69,156.83,Moderate Delay,1,0.649
397,281,377,11,2,4,10,7.94,7.42,0,On Time,1,0.776
398,287,1109,17,1,4,7,8.03,8.9,52.35,Moderate Delay,1,0.764
399,1822,490,50,10,9,28,6.9,7.52,37.09,Minor Delay,0,0.809
400,198,2173,2,1,1,2,4.95,5.39,26.19,Minor Delay,1,0.853
401,356,1519,17,2,4,4,8.93,8.62,0,On Time,1,0.708
402,1048,707,32,5,5,17,3.14,3.06,0,On Time,1,0.776
403,1784,486,38,9,11,21,7.42,6.16,0,On Time,1,0.838
404,337,848,5,2,1,5,4.84,4.77,0,On Time,1,0.918
405,1685,2086,45,12,12,25,9.75,14.64,292.96,Severe Delay,0,0.481
406,317,1766,13,3,2,7,3.46,2.98,0,On Time,1,0.768
407,108,2089,5,3,4,1,8.66,9.46,47.89,Moderate Delay,1,0.734
408,314,1589,16,2,4,5,8.59,12.82,254.02,Severe Delay,0,0.57
409,1168,17,33,5,7,17,4.34,4.94,36.12,Minor Delay,1,0.768
410,364,1493,14,1,1,5,4.98,5.61,37.35,Minor Delay,1,0.723
411,1296,305,32,6,5,12,3.17,2.62,0,On Time,1,0.837
412,698,2252,3,2,4,5,8.18,8.43,15.19,Minor Delay,1,0.794
413,28,1324,11,2,1,1,5.23,4.93,0,On Time,1,0.843
414,1145,2477,20,6,8,18,2.3,3.74,86.07,Moderate Delay,0,0.755
415,1955,1119,40,9,10,21,4.15,4.7,33.4,Minor Delay,1,0.695
416,645,132,8,1,3,5,10.01,9.38,0,On Time,1,0.808
417,432,1512,12,2,1,2,4.89,4.41,0,On Time,1,0.824
418,1956,1430,50,10,12,21,8.97,12.34,202.67,Severe Delay,0,0.535
419,1373,851,24,5,8,19,1.99,2.77,46.87,Moderate Delay,1,0.765
420,1527,353,37,12,10,24,4.21,6.52,138.86,Moderate Delay,1,0.651
421,608,1511,10,3,2,5,3.59,5.18,95.05,Moderate Delay,0,0.759
422,2070,2353,39,11,12,22,10.36,18.18,469.22,Severe Delay,0,0.45
423,1263,1284,27,5,7,13,3.86,3.31,0,On Time,1,0.922
424,1843,2488,42,9,10,27,4.14,6.87,163.62,Moderate Delay,1,0.519
425,1131,468,34,8,5,11,3.08,2.92,0,On Time,1,0.766
426,705,306,18,1,3,7,11.28,12.7,85.45,Moderate Delay,1,0.621
427,1341,1489,35,7,6,15,8.48,7.26,0,On Time,1,0.787
428,1343,1336,28,5,5,12,3.11,3.61,30.15,Minor Delay,1,0.839
429,344,363,1,2,2,4,3.68,3.17,0,On Time,1,0.835
430,1121,2036,20,6,8,15,2.01,2.04,2.1,On Time,1,0.839
431,1463,1516,41,12,9,22,7.21,7.81,36.16,Minor Delay,1,0.841
432,1011,58,26,5,7,16,4.04,4.35,18.66,Minor Delay,1,0.785
433,1227,269,33,5,8,20,2.05,2.19,8.43,On Time,1,0.752
434,531,929,5,1,4,9,7.99,8.18,11.64,On Time,1,0.791
435,2152,1298,45,11,9,22,7.12,9.4,137.31,Moderate Delay,1,0.714
436,2005,2492,42,9,10,30,4.34,5.7,81.64,Moderate Delay,0,0.727
437,1205,579,30,7,8,15,2.15,2.29,8.63,On Time,1,0.897
438,1489,422,51,10,10,23,4.5,3.51,0,On Time,1,0.9
439,1555,376,37,11,9,28,6.68,8.8,127.32,Moderate Delay,1,0.63
440,677,2248,8,3,4,3,8.05,7.75,0,On Time,1,0.752
441,1268,1579,19,8,5,14,3.07,3.47,23.9,Minor Delay,1,0.723
442,1673,569,52,10,9,23,7.42,6.34,0,On Time,1,0.834
443,1322,2140,22,5,8,17,2.2,2.66,27.62,Minor Delay,0,0.783
444,1030,2035,35,6,6,14,7.89,6.15,0,On Time,1,0.783
445,1970,935,54,9,11,23,7.84,8.26,25.27,Minor Delay,1,0.844
446,595,440,6,1,2,6,3.56,3.94,23.29,Minor Delay,1,0.748
447,451,172,18,4,4,1,8.11,6.33,0,On Time,1,0.844
448,779,231,35,5,8,12,1.96,1.53,0,On Time,1,0.769
449,1134,2467,22,6,8,15,2.13,2.07,0,On Time,1,0.838
450,251,2299,1,2,4,2,8.53,10.07,92.18,Moderate Delay,1,0.791
451,1666,152,42,10,12,26,9.99,14.36,262.1,Severe Delay,1,0.597
452,836,2382,33,5,6,16,8.25,6.75,0,On Time,1,0.891
453,693,101,1,3,4,5,8.49,7.41,0,On Time,1,0.869
454,1863,2412,52,11,11,25,6.95,6.93,0,On Time,1,0.784
455,482,961,7,1,4,6,8.01,6.24,0,On Time,1,0.739
456,2110,304,46,9,10,23,3.93,4.59,39.59,Minor Delay,1,0.856
457,199,2005,14,2,2,6,3.67,3.97,18.46,Minor Delay,1,0.772
458,877,811,27,6,8,19,2.29,2.12,0,On Time,1,0.785
459,1726,473,45,11,10,25,4.07,5.38,78.48,Moderate Delay,1,0.726
460,439,319,6,2,2,5,3.63,4.3,40.49,Minor Delay,1,0.829
461,630,843,16,1,3,9,10.25,8.28,0,On Time,1,0.791
462,286,1437,2,1,4,2,9.34,9.02,0,On Time,1,0.82
463,302,342,3,3,1,1,5.49,4.91,0,On Time,1,0.822
464,1198,703,27,6,8,18,2.21,2.09,0,On Time,1,0.8
465,462,2114,7,3,1,7,5.53,6.85,79.32,Moderate Delay,1,0.68
466,942,692,34,6,8,19,2.14,2.5,22.0,Minor Delay,1,0.718
467,1010,749,20,6,8,15,2.05,1.97,0,On Time,1,0.79
468,868,1224,28,6,8,19,2.2,2.16,0,On Time,1,0.818
469,1560,1737,48,12,12,30,9.09,13.69,276.47,Severe Delay,0,0.5
470,1483,1410,54,9,10,24,4.41,4.26,0,On Time,1,0.747
471,1527,1447,38,9,11,25,7.32,9.24,114.92,Moderate Delay,1,0.64
472,1745,604,42,11,9,26,6.57,8.77,132.28,Moderate Delay,1,0.689
473,991,2196,21,5,7,16,4.38,4.84,27.63,Minor Delay,1,0.726
474,188,511,7,1,1,1,5.3,5.71,24.89,Minor Delay,1,0.824
475,1429,365,36,7,8,12,2.28,1.97,0,On Time,1,0.853
476,989,1188,23,6,6,11,7.5,8.92,85.42,Moderate Delay,0,0.747
477,1808,2134,46,9,11,26,7.64,6.15,0,On Time,1,0.807
478,2025,1639,47,10,12,23,9.8,13.63,229.81,Severe Delay,0,0.653
479,1460,2314,35,6,7,11,3.78,4.53,44.57,Minor Delay,1,0.801
480,1236,704,31,7,5,11,2.87,3.15,16.48,Minor Delay,1,0.88
481,377,2259,9,2,4,1,8.49,8.81,18.9,Minor Delay,1,0.849
482,1408,1897,33,5,6,11,8.27,6.45,0,On Time,1,0.821
483,1094,1959,21,6,8,13,2.07,2.35,17.12,Minor Delay,1,0.837
484,1680,2334,53,10,11,29,7.55,8.6,63.05,Moderate Delay,1,0.75
485,1232,82,32,8,7,11,3.79,3.55,0,On Time,1,0.694
486,827,2056,22,5,6,16,8.02,8.74,43.55,Minor Delay,1,0.775
487,581,688,2,1,1,8,4.88,5.61,44.06,Minor Delay,1,0.86
488,2038,1212,43,10,10,29,4.53,6.6,124.14,Moderate Delay,1,0.699
489,2062,1979,44,9,12,22,10.22,10.56,20.34,Minor Delay,1,0.889
490,124,2320,7,4,2,3,3.79,5.87,125.28,Moderate Delay,0,0.623
491,323,1561,3,4,3,1,9.99,7.79,0,On Time,1,0.86
492,1852,281,44,12,12,30,9.58,10.71,68.37,Moderate Delay,1,0.688
493,1834,1471,45,10,11,26,7.93,9.04,66.37,Moderate Delay,0,0.758
494,1478,2194,52,10,10,28,4.24,6.01,106.41,Moderate Delay,1,0.575
495,1623,937,37,10,9,24,7.44,8.44,60.21,Moderate Delay,0,0.714
496,230,1525,16,4,1,9,5.5,4.29,0,On Time,1,0.769
497,103,1043,5,1,4,5,8.56,8.09,0,On Time,1,0.951
498,102,1564,9,2,4,2,9.18,11.12,116.52,Moderate Delay,0,0.699
499,451,1637,11,2,2,4,3.33,6.52,190.9,Severe Delay,0,0.672
500,410,2,6,1,2,5,3.6,3.83,14.24,On Time,1,0.831
501,1690,366,47,12,10,28,4.5,5.86,81.43,Moderate Delay,0,0.666
502,1159,1138,23,6,5,14,3.14,3.74,36.42,Minor Delay,0,0.752
503,1401,1268,24,6,8,12,2.3,1.98,0,On Time,1,0.843
504,922,2226,23,6,8,18,2.2,2.18,0,On Time,1,0.755
505,805,2069,30,6,8,14,2.09,1.63,0,On Time,1,0.889
506,290,1290,15,3,1,9,4.83,4.5,0,On Time,1,0.792
507,1050,36,28,6,8,14,2.21,2.45,14.11,On Time,1,0.89
508,1249,302,29,7,5,13,3.28,3.34,3.79,On Time,1,0.871
509,1350,2155,24,7,7,16,3.8,2.97,0,On Time,1,0.813
510,251,806,3,2,4,5,8.83,8.09,0,On Time,1,0.846
511,1222,577,23,6,7,17,4.08,5.77,101.18,Moderate Delay,0,0.645
512,861,997,30,8,8,12,2.24,2.89,39.09,Minor Delay,0,0.772
513,494,494,1,1,3,5,11.21,12.15,56.37,Moderate Delay,1,0.804
514,1978,1627,42,9,10,24,4.09,5.65,94.09,Moderate Delay,1,0.677
515,1792,463,45,10,9,21,6.8,8.48,100.88,Moderate Delay,1,0.674
516,2029,1541,47,12,10,29,3.88,3.16,0,On Time,1,0.847
517,24,669,17,1,3,2,10.43,11.28,51.25,Moderate Delay,1,0.877
518,102,1746,17,3,4,10,8.13,6.77,0,On Time,1,0.724
519,995,1167,20,5,6,14,8.59,8.05,0,On Time,1,0.736
520,1032,2375,26,6,8,20,2.18,3.16,58.61,Moderate Delay,0,0.72
521,1536,1162,39,9,11,25,7.23,9.76,151.87,Moderate Delay,0,0.585
522,1264,1217,28,6,8,18,2.23,2.77,32.08,Minor Delay,1,0.828
523,1073,608,22,5,6,20,8.49,6.96,0,On Time,1,0.843
524,82,300,15,2,4,5,8.09,7.32,0,On Time,1,0.83
525,119,1470,18,3,4,6,8.71,9.23,30.8,Minor Delay,1,0.806
526,1400,2255,24,6,8,12,2.2,3.0,47.92,Moderate Delay,1,0.822
527,1129,1318,27,5,5,18,3.05,3.01,0,On Time,1,0.754
528,643,964,4,1,1,5,5.43,9.43,240.35,Severe Delay,0,0.578
529,789,475,29,6,7,13,4.11,4.82,42.58,Minor Delay,1,0.8
530,311,1370,12,1,4,2,8.86,7.49,0,On Time,1,0.854
531,32,1126,4,1,2,2,3.39,4.29,54.02,Moderate Delay,1,0.81
532,1120,1213,26,8,6,12,8.68,7.0,0,On Time,1,0.774
533,800,1667,20,5,6,14,8.53,9.7,70.28,Moderate Delay,1,0.77
534,912,1323,24,7,8,17,2.03,2.53,30.26,Minor Delay,1,0.638
535,1349,2210,22,6,7,14,4.05,5.43,82.81,Moderate Delay,0,0.764
536,1349,1606,19,5,8,14,2.19,2.44,14.61,On Time,1,0.891
537,1088,2372,20,7,6,12,7.87,6.28,0,On Time,1,0.881
538,1061,928,34,5,5,19,2.9,3.06,9.55,On Time,1,0.702
539,1484,126,43,10,11,30,6.81,6.1,0,On Time,1,0.757
540,598,973,2,2,3,4,9.88,13.33,206.6,Severe Delay,0,0.599
541,1799,318,53,10,12,21,9.92,12.31,143.17,Moderate Delay,1,0.684
542,1032,183,33,6,8,14,2.28,2.86,34.78,Minor Delay,1,0.863
543,1423,1115,28,5,8,14,2.14,2.2,3.62,On Time,1,0.819
544,1955,1175,45,9,11,25,7.48,10.24,165.56,Moderate Delay,0,0.62
545,2078,109,48,10,11,30,6.99,7.87,52.54,Moderate Delay,1,0.768
546,2137,1941,50,9,11,27,7.6,9.96,141.58,Moderate Delay,0,0.602
547,580,677,14,2,4,4,8.67,8.75,4.97,On Time,1,0.815
548,1425,260,22,7,8,13,2.08,1.63,0,On Time,1,0.837
549,333,1184,14,2,1,10,4.98,5.93,57.17,Moderate Delay,0,0.75
550,1682,426,43,9,9,25,6.67,6.5,0,On Time,1,0.855
551,1467,1271,38,9,11,23,6.97,9.25,137.03,Moderate Delay,0,0.631
552,2005,2094,46,10,9,27,7.62,10.55,175.89,Moderate Delay,0,0.607
553,1803,924,53,9,10,26,4.4,6.83,145.94,Moderate Delay,1,0.732
554,597,2207,1,2,3,7,9.74,7.85,0,On Time,1,0.843
555,1811,1943,38,11,11,23,7.36,11.0,218.2,Severe Delay,0,0.63
556,1310,1018,24,5,7,14,4.02,4.3,16.79,Minor Delay,1,0.877
557,1347,922,20,6,6,19,7.56,7.16,0,On Time,1,0.818
558,1433,1026,22,6,6,17,7.6,6.93,0,On Time,1,0.84
559,306,1994,2,1,4,10,8.62,9.56,56.07,Moderate Delay,0,0.725
560,1523,1568,44,12,11,24,6.93,9.21,136.83,Moderate Delay,1,0.616
561,1582,1391,38,9,11,29,7.16,12.66,329.9,Severe Delay,0,0.477
562,2083,830,47,9,11,26,6.87,7.65,46.27,Moderate Delay,1,0.844
563,160,1603,16,2,3,1,9.78,8.54,0,On Time,1,0.922
564,436,1475,7,2,1,9,4.93,4.82,0,On Time,1,0.857
565,1891,2202,44,10,12,26,9.22,9.33,6.63,On Time,1,0.782
566,1639,402,42,10,9,21,7.47,10.55,185.21,Severe Delay,0,0.584
567,1288,1347,31,6,5,12,3.18,2.68,0,On Time,1,0.858
568,1041,1925,23,5,8,15,2.12,1.73,0,On Time,1,0.792
569,674,1072,15,3,4,6,8.27,12.21,236.49,Severe Delay,1,0.545
570,867,1601,20,7,8,18,2.2,2.35,9.32,On Time,1,0.834
571,674,223,9,2,3,5,10.94,8.53,0,On Time,1,0.875
572,2043,1360,52,9,10,25,4.34,4.79,26.81,Minor Delay,0,0.827
573,971,1319,22,8,6,13,8.55,6.67,0,On Time,1,0.803
574,750,1779,27,5,8,17,1.96,3.01,62.93,Moderate Delay,0,0.72
575,1058,1482,19,5,7,11,3.89,3.14,0,On Time,1,0.758
576,1939,551,53,10,12,26,9.26,10.12,51.66,Moderate Delay,1,0.777
577,1421,1236,29,5,7,11,4.0,4.21,12.97,On Time,1,0.906
578,426,866,16,3,2,5,3.65,4.12,28.28,Minor Delay,1,0.871
579,1689,205,38,9,9,22,6.93,7.64,42.71,Minor Delay,0,0.887
580,1397,1908,31,6,7,11,3.95,3.21,0,On Time,1,0.793
581,622,942,4,2,2,5,3.74,3.21,0,On Time,1,0.838
582,224,1815,7,2,2,3,3.3,4.28,59.07,Moderate Delay,0,0.645
583,170,2455,3,4,1,1,4.98,4.23,0,On Time,1,0.819
584,1609,1076,45,10,12,30,9.85,16.6,404.94,Severe Delay,0,0.45
585,1202,2342,19,7,6,16,7.52,7.44,0,On Time,1,0.831
586,691,948,9,4,1,1,4.87,5.31,26.61,Minor Delay,1,0.815
587,1013,47,32,6,8,18,2.07,2.03,0,On Time,1,0.82
588,2119,618,51,9,10,23,3.95,4.31,21.27,Minor Delay,0,0.785
589,1249,405,32,6,8,12,2.28,2.44,9.84,On Time,1,0.785
590,1190,1168,29,7,5,19,3.21,2.71,0,On Time,1,0.822
591,807,876,34,5,5,16,3.26,2.54,0,On Time,1,0.817
592,1096,2280,34,5,8,19,2.11,1.77,0,On Time,1,0.806
593,1012,1385,31,5,6,14,8.14,7.13,0,On Time,1,0.726
594,556,1830,2,2,2,9,3.52,5.08,93.61,Moderate Delay,0,0.717
595,442,799,8,2,1,6,5.02,4.41,0,On Time,1,0.754
596,1499,2331,48,11,10,26,4.38,3.91,0,On Time,1,0.857
597,628,805,11,2,1,10,5.4,6.58,70.94,Moderate Delay,0,0.682
598,229,521,16,3,1,5,5.26,4.92,0,On Time,1,0.895
599,336,2148,2,1,4,8,8.51,10.09,95.11,Moderate Delay,0,0.711
600,1155,1099,31,5,6,15,7.62,7.58,0,On Time,1,0.808
601,1640,2326,49,9,9,21,7.25,9.27,121.64,Moderate Delay,1,0.729
602,377,157,14,1,2,2,3.73,4.69,57.48,Moderate Delay,1,0.737
603,1936,409,51,10,12,28,9.98,12.02,122.26,Moderate Delay,1,0.671
604,1262,2456,24,6,6,14,8.14,8.38,14.36,On Time,1,0.846
605,938,1671,31,6,5,18,3.11,4.9,107.16,Moderate Delay,1,0.736
606,936,1930,33,5,7,17,3.97,4.11,8.87,On Time,1,0.711
607,726,1112,13,3,2,7,3.44,5.74,137.83,Moderate Delay,0,0.618
608,2145,1468,45,10,9,23,6.97,8.31,80.81,Moderate Delay,1,0.669
609,1315,1810,21,7,7,16,3.94,3.39,0,On Time,1,0.794
610,105,1792,18,2,1,1,5.23,5.66,25.71,Minor Delay,0,0.895
611,2106,1597,38,9,10,24,4.11,5.38,76.14,Moderate Delay,1,0.707
612,613,1116,6,1,1,8,5.43,6.85,85.28,Moderate Delay,1,0.751
613,396,1239,16,2,4,5,7.99,7.3,0,On Time,1,0.824
614,2155,518,40,10,11,30,7.86,6.13,0,On Time,1,0.733
615,1932,1824,39,9,12,27,9.49,12.82,199.93,Severe Delay,1,0.599
616,1366,660,35,6,7,13,4.28,4.0,0,On Time,1,0.892
617,986,940,35,5,7,15,4.18,4.13,0,On Time,1,0.852
618,1692,1642,38,10,11,23,7.44,10.11,159.81,Moderate Delay,1,0.67
619,2031,1198,44,9,12,22,9.73,11.83,126.39,Moderate Delay,0,0.757
620,1847,1575,38,10,10,26,3.89,5.26,82.41,Moderate Delay,0,0.825
621,138,1461,13,2,2,3,3.85,4.63,46.91,Moderate Delay,0,0.722
622,1136,1113,35,6,6,19,7.99,7.53,0,On Time,1,0.83
623,819,539,32,6,7,13,3.98,4.24,15.98,Minor Delay,1,0.728
624,1364,1094,30,5,7,14,4.22,4.61,23.12,Minor Delay,1,0.892
625,2181,1544,46,10,9,26,6.52,9.25,164.19,Moderate Delay,0,0.606
626,436,8,2,2,2,5,3.53,4.8,76.55,Moderate Delay,1,0.71
627,675,2107,17,3,3,6,11.31,14.38,184.05,Severe Delay,1,0.627
628,1235,147,32,5,7,12,4.23,4.31,4.89,On Time,1,0.76
629,843,1428,23,7,8,13,2.28,2.88,36.25,Minor Delay,1,0.808
630,329,670,8,1,1,4,5.15,6.6,87.1,Moderate Delay,0,0.747
631,1307,375,36,5,7,11,3.8,3.87,4.35,On Time,1,0.816
632,1698,408,43,10,11,29,7.25,6.5,0,On Time,1,0.81
633,2035,1390,37,9,10,23,3.94,3.97,1.75,On Time,1,0.992
634,1369,1937,25,5,7,19,4.12,5.62,90.0,Moderate Delay,1,0.746
635,1962,936,44,11,11,23,7.31,9.62,138.7,Moderate Delay,1,0.689
636,851,907,19,6,8,16,2.11,2.61,29.96,Minor Delay,1,0.793
637,1242,575,23,5,6,13,7.95,8.05,5.89,On Time,1,0.868
638,67,1699,5,4,2,5,3.83,5.67,109.97,Moderate Delay,1,0.695
639,995,2084,27,7,5,11,2.97,3.83,51.39,Moderate Delay,0,0.658
640,1678,1069,43,10,11,26,7.88,12.2,259.44,Severe Delay,0,0.595
641,87,323,2,3,1,6,5.17,5.21,2.29,On Time,1,0.859
642,655,328,2,2,3,9,11.35,8.85,0,On Time,1,0.828
643,1314,1632,23,5,6,16,7.55,7.11,0,On Time,1,0.832
644,1535,1413,45,10,9,26,7.44,8.85,84.57,Moderate Delay,0,0.766
645,1520,1797,54,9,12,23,9.05,7.06,0,On Time,1,0.876
646,1638,1532,37,10,12,30,9.87,10.78,54.63,Moderate Delay,0,0.682
647,2188,1916,37,9,10,29,3.95,4.09,7.94,On Time,1,0.762
648,1064,1281,20,5,5,12,2.82,2.2,0,On Time,1,0.875
649,2116,336,42,10,9,26,7.36,9.52,129.28,Moderate Delay,1,0.765
650,2102,938,52,12,9,26,6.75,7.5,45.08,Moderate Delay,1,0.847
651,457,1721,13,1,1,8,5.42,5.17,0,On Time,1,0.868
652,322,458,1,2,4,4,8.28,9.06,46.64,Moderate Delay,1,0.707
653,51,2163,3,1,1,5,4.9,5.21,18.6,Minor Delay,1,0.783
654,1273,2315,25,5,5,17,2.93,2.74,0,On Time,1,0.742
655,1135,1019,27,7,7,20,4.14,4.55,24.67,Minor Delay,1,0.747
656,285,576,3,3,4,3,8.31,13.36,302.66,Severe Delay,0,0.45
657,517,1301,16,2,2,10,3.41,5.9,149.33,Moderate Delay,0,0.601
658,1819,815,39,9,11,22,7.13,8.8,100.07,Moderate Delay,1,0.802
659,1056,2419,31,6,6,13,8.1,7.94,0,On Time,1,0.751
660,1584,444,50,10,12,26,9.66,25.0,920.59,Severe Delay,0,0.45
661,1761,714,42,9,9,23,6.97,10.8,230.05,Severe Delay,0,0.607
662,1559,2162,44,10,9,24,6.59,8.38,107.53,Moderate Delay,0,0.764
663,537,1752,3,1,4,8,8.85,7.52,0,On Time,1,0.841
664,783,1395,29,6,7,20,4.25,4.98,43.57,Minor Delay,1,0.803
665,2082,2460,46,10,10,24,4.31,6.24,115.72,Moderate Delay,1,0.64
666,1115,259,23,6,8,19,2.13,1.97,0,On Time,1,0.714
667,1334,710,20,6,8,11,2.15,2.5,21.1,Minor Delay,1,0.785
668,696,863,3,1,4,6,8.73,8.77,2.37,On Time,1,0.861
669,847,2495,26,6,6,16,8.53,6.65,0,On Time,1,0.821
670,133,981,1,3,1,4,5.21,5.86,38.84,Minor Delay,1,0.746
671,1343,2136,31,5,7,14,3.8,4.28,28.89,Minor Delay,1,0.811
672,656,69,10,1,4,10,9.02,11.66,158.11,Moderate Delay,1,0.598
673,535,1922,17,1,3,7,10.87,9.78,0,On Time,1,0.875
674,2072,378,37,9,10,22,4.47,7.1,157.87,Moderate Delay,1,0.704
675,2127,1267,42,10,11,24,7.31,8.91,96.0,Moderate Delay,0,0.703
676,2045,2237,48,9,9,21,6.54,6.84,17.87,Minor Delay,0,0.835
677,34,11,7,1,1,2,5.29,6.04,45.15,Moderate Delay,1,0.802
678,1377,1777,23,5,7,17,3.84,3.72,0,On Time,1,0.824
679,182,1485,3,1,4,9,8.49,6.62,0,On Time,1,0.83
680,1102,1771,33,8,6,13,7.79,6.8,0,On Time,1,0.879
681,1164,2247,34,6,5,17,3.04,2.85,0,On Time,1,0.777
682,109,2398,7,1,2,8,3.75,4.27,31.74,Minor Delay,0,0.831
683,496,2227,13,1,2,1,3.67,4.86,71.52,Moderate Delay,1,0.704
684,1766,180,43,10,9,25,7.53,12.29,285.53,Severe Delay,0,0.505
685,1102,2047,36,6,7,16,3.83,6.19,141.89,Moderate Delay,1,0.73
686,2151,2300,52,11,10,22,3.97,3.66,0,On Time,1,0.887
687,1325,1435,29,7,8,11,2.28,2.72,26.13,Minor Delay,1,0.777
688,857,918,35,5,7,13,3.91,5.23,79.29,Moderate Delay,1,0.769
689,456,387,18,2,2,2,3.77,3.7,0,On Time,1,0.877
690,1990,22,41,12,12,21,10.24,12.06,109.35,Moderate Delay,1,0.636
691,913,780,23,6,7,19,3.81,3.83,1.5,On Time,1,0.844
692,807,1521,35,8,6,15,8.15,6.47,0,On Time,1,0.821
693,900,2254,34,5,7,16,4.01,4.87,51.5,Moderate Delay,1,0.714
694,1502,2357,40,9,12,22,9.09,7.09,0,On Time,1,0.774
695,1105,275,31,7,5,14,3.05,3.51,27.68,Minor Delay,1,0.823
696,59,1539,6,2,4,2,8.28,6.45,0,On Time,1,0.803
697,1513,1266,48,10,11,22,7.46,13.14,340.47,Severe Delay,0,0.482
698,495,661,7,3,2,7,3.77,3.53,0,On Time,0,0.758
699,969,251,28,7,7,15,4.28,4.2,0,On Time,1,0.851
700,1765,290,42,10,11,24,7.54,8.49,57.19,Moderate Delay,1,0.782
701,839,2063,27,6,5,15,3.13,2.44,0,On Time,1,0.82
702,1250,1114,26,5,7,20,4.05,3.6,0,On Time,1,0.801
703,341,1984,9,4,3,7,10.08,7.86,0,On Time,0,0.823
704,704,73,7,2,3,10,9.96,12.58,157.24,Moderate Delay,0,0.611
705,1740,2072,49,10,10,23,4.27,6.95,160.72,Moderate Delay,1,0.678
706,1084,778,30,5,6,20,7.52,6.41,0,On Time,1,0.703
707,2087,2171,38,11,12,27,9.51,9.87,21.77,Minor Delay,1,0.743
708,241,218,17,2,3,10,10.54,8.22,0,On Time,1,0.754
709,303,1331,2,3,4,7,8.11,7.84,0,On Time,1,0.827
710,2028,361,41,11,11,29,6.93,8.42,89.36,Moderate Delay,1,0.687
711,588,1464,2,1,2,2,3.31,4.36,63.03,Moderate Delay,1,0.711
712,69,1676,8,1,1,2,5.4,5.01,0,On Time,1,0.831
713,1052,1393,34,5,8,13,2.05,2.95,54.23,Moderate Delay,1,0.845
714,844,1153,21,6,7,15,4.08,5.15,64.23,Moderate Delay,1,0.744
715,1067,185,34,6,7,17,3.97,5.6,97.76,Moderate Delay,0,0.612
716,635,1036,4,1,2,3,3.8,3.89,4.96,On Time,1,0.705
717,289,808,13,1,1,3,5.21,5.42,12.87,On Time,0,0.757
718,2077,1534,51,10,9,23,6.62,7.74,67.55,Moderate Delay,1,0.717
719,925,1860,34,7,6,11,8.41,8.46,3.15,On Time,1,0.805
720,1581,350,52,11,11,21,7.79,7.94,8.88,On Time,1,0.837
721,998,583,33,5,7,13,4.0,6.26,135.34,Moderate Delay,1,0.716
722,296,1246,6,2,4,4,8.51,6.78,0,On Time,1,0.836
723,454,616,4,2,2,4,3.62,4.92,78.19,Moderate Delay,0,0.676
724,1456,1778,27,6,7,12,3.77,2.94,0,On Time,1,0.831
725,1293,1751,22,6,7,13,3.95,4.81,51.59,Moderate Delay,1,0.75
