fact_sales_id,sk_date,sk_client,sk_product,sk_order,quantity_units,unit_sale_price,revenue_amount,cost_amount,margin_amount,margin_rate,margin_band,discount_amount
606,936,17,4,1930,28.0,345.17,9571.86,8986.25,585.61,0.0612,Low,93.01
607,726,7,1,1112,56.0,672.01,37253.48,30130.01,7123.47,0.1912,Medium,379.21
608,2145,23,1,1468,144.0,592.61,80410.95,72178.51,8232.44,0.1024,Medium,4925.31
609,1315,16,5,1810,6.0,506.58,2906.03,2372.82,533.21,0.1835,Medium,133.43
610,105,1,4,1792,30.0,392.76,11163.58,9560.27,1603.31,0.1436,Medium,619.08
611,2106,24,2,1597,75.0,338.09,24098.33,22555.44,1542.89,0.064,Low,1258.57
612,613,8,2,1116,44.0,366.06,14403.29,13281.43,1121.86,0.0779,Low,1703.52
613,396,5,1,1239,30.0,663.77,18590.13,15816.41,2773.72,0.1492,Medium,1323.07
614,2155,30,4,518,38.0,381.11,14016.97,12335.94,1681.03,0.1199,Medium,465.16
615,1932,27,5,1824,23.0,477.52,10738.4,8379.25,2359.15,0.2197,Medium,244.51
616,1366,13,3,660,22.0,660.05,14243.43,11471.52,2771.91,0.1946,Medium,277.63
617,986,15,1,940,114.0,601.62,66576.14,57356.42,9219.72,0.1385,Medium,2008.36
618,1692,23,2,1642,53.0,349.78,17319.25,15056.83,2262.42,0.1306,Medium,1219.12
619,2031,22,3,1198,28.0,673.91,18076.69,15318.02,2758.67,0.1526,Medium,792.77
620,1847,26,3,1575,38.0,630.19,21868.97,20538.42,1330.55,0.0608,Low,2078.39
621,138,3,4,1461,43.0,376.7,16198.15,13669.34,2528.81,0.1561,Medium,0.0
622,1136,19,2,1113,41.0,320.25,12296.59,11548.11,748.48,0.0609,Low,833.71
623,819,13,4,539,65.0,327.45,19692.68,19360.22,332.46,0.0169,Low,1591.27
624,1364,14,1,1094,154.0,584.83,84439.71,81950.36,2489.35,0.0295,Low,5624.07
625,2181,26,3,1544,10.0,911.24,8594.58,5480.52,3114.06,0.3623,High,517.81
626,436,5,4,8,65.0,420.11,26053.96,20701.95,5352.01,0.2054,Medium,1253.17
627,675,6,1,2107,74.0,597.98,42433.86,40127.93,2305.93,0.0543,Low,1816.78
628,1235,12,1,147,90.0,615.81,53828.54,49961.3,3867.24,0.0718,Low,1594.52
629,843,13,5,1428,28.0,512.85,12655.72,10552.89,2102.83,0.1662,Medium,1704.03
630,329,4,2,670,54.0,357.36,18218.8,15924.41,2294.39,0.1259,Medium,1078.5
631,1307,11,2,375,44.0,340.93,14484.15,12811.21,1672.94,0.1155,Medium,516.86
632,1698,29,1,408,49.0,586.44,26291.83,24506.01,1785.82,0.0679,Low,2443.69
633,2035,23,2,1390,138.0,320.35,42806.35,39023.33,3783.02,0.0884,Low,1401.28
634,1369,19,5,1937,47.0,458.31,20344.35,17251.83,3092.52,0.152,Medium,1196.33
635,1962,23,3,936,30.0,625.37,17328.01,15403.91,1924.1,0.111,Medium,1433.18
636,851,16,2,907,82.0,328.45,25933.26,23981.44,1951.82,0.0753,Low,999.57
637,1242,13,1,575,76.0,632.73,46476.12,40184.48,6291.64,0.1354,Medium,1611.0
638,67,5,1,1699,40.0,618.56,23784.43,22308.47,1475.96,0.0621,Low,957.93
639,995,11,3,2084,17.0,751.98,11317.51,9280.07,2037.44,0.18,Medium,1466.11
640,1678,26,4,1069,42.0,348.3,13626.97,12480.94,1146.03,0.0841,Low,1001.5
641,87,6,1,323,52.0,712.61,35694.37,28844.01,6850.36,0.1919,Medium,1361.57
642,655,9,5,328,6.0,659.46,3720.25,2294.92,1425.33,0.3831,High,236.51
643,1314,16,1,1632,33.0,576.38,18835.56,16797.11,2038.45,0.1082,Medium,184.85
644,1535,26,1,1413,67.0,641.14,40252.46,34980.16,5272.3,0.131,Medium,2704.18
645,1520,23,5,1797,45.0,476.96,20389.75,17527.8,2861.95,0.1404,Medium,1073.54
646,1638,30,3,1532,4.0,803.16,3149.41,2093.34,1056.07,0.3353,High,63.24
647,2188,29,4,1916,38.0,406.3,14970.99,11951.36,3019.63,0.2017,Medium,468.22
648,1064,12,2,1281,75.0,294.1,21061.04,20991.59,69.45,0.0033,Low,996.58
649,2116,26,1,336,69.0,653.15,40056.48,35163.1,4893.38,0.1222,Medium,5010.79
650,2102,26,1,938,67.0,571.86,36132.33,35473.83,658.5,0.0182,Low,2182.3
651,457,8,3,1721,66.0,916.39,57019.45,36372.08,20647.37,0.3621,High,3462.59
652,322,4,1,458,32.0,748.47,23520.08,17444.57,6075.51,0.2583,High,431.02
653,51,5,3,2163,5.0,683.04,3251.03,2678.83,572.2,0.176,Medium,164.19
654,1273,17,3,2315,8.0,894.35,7154.81,4312.33,2842.48,0.3973,High,0.0
655,1135,20,1,1019,58.0,608.84,35313.0,31102.23,4210.77,0.1192,Medium,0.0
656,285,3,2,576,62.0,315.7,19572.21,17324.88,2247.33,0.1148,Medium,1.14
657,517,10,2,1301,30.0,330.09,9902.74,9096.35,806.39,0.0814,Low,0.0
658,1819,22,4,815,71.0,433.19,28222.46,22859.53,5362.93,0.19,Medium,2534.04
659,1056,13,3,2419,34.0,656.84,20957.02,18655.92,2301.1,0.1098,Medium,1375.59
660,1584,26,3,444,22.0,596.72,12806.13,11555.74,1250.39,0.0976,Low,321.67
661,1761,23,3,714,19.0,768.48,13253.97,10967.63,2286.34,0.1725,Medium,1347.18
662,1559,24,2,2162,73.0,322.37,21951.28,20581.75,1369.53,0.0624,Low,1581.73
663,537,8,2,1752,38.0,326.2,11563.82,10720.0,843.82,0.073,Low,831.97
664,783,20,3,1395,29.0,608.91,17292.38,15763.23,1529.15,0.0884,Low,366.11
665,2082,24,2,2460,64.0,332.06,20039.33,19018.0,1021.33,0.051,Low,1212.37
666,1115,19,1,259,45.0,615.29,26788.01,22764.56,4023.45,0.1502,Medium,899.9
667,1334,11,1,710,42.0,619.36,25279.93,22189.68,3090.25,0.1222,Medium,733.3
668,696,6,1,863,140.0,570.54,77632.15,77777.83,-145.68,-0.0019,Loss,2244.11
669,847,16,1,2495,86.0,630.25,51691.18,47914.06,3777.12,0.0731,Low,2510.16
670,133,4,4,981,59.0,384.3,21985.12,19209.83,2775.29,0.1262,Medium,688.29
671,1343,14,4,2136,60.0,370.1,20400.91,19241.39,1159.52,0.0568,Low,1804.96
672,656,10,5,69,10.0,504.57,4938.57,3644.66,1293.91,0.262,High,107.12
673,535,7,1,1922,40.0,615.34,23747.82,21503.75,2244.07,0.0945,Low,865.71
674,2072,22,4,378,62.0,363.83,20885.03,19167.59,1717.44,0.0822,Low,1672.4
675,2127,24,3,1267,17.0,640.38,10641.33,8681.38,1959.95,0.1842,Medium,245.08
676,2045,21,5,2237,8.0,486.22,3772.25,3127.83,644.42,0.1708,Medium,117.54
677,34,2,3,11,19.0,670.47,11922.1,10235.2,1686.9,0.1415,Medium,816.75
678,1377,17,5,1777,9.0,526.92,4628.99,3433.29,1195.7,0.2583,High,113.28
679,182,9,4,1485,28.0,359.63,9913.89,9022.35,891.54,0.0899,Low,155.72
680,1102,13,5,1771,9.0,504.37,4130.04,3532.13,597.91,0.1448,Medium,409.3
681,1164,17,1,2247,38.0,598.32,22536.05,20682.09,1853.96,0.0823,Low,200.23
682,109,8,2,2398,61.0,371.22,21443.32,17053.11,4390.21,0.2047,Medium,1201.08
683,496,1,3,2227,11.0,683.31,7141.42,5628.18,1513.24,0.2119,Medium,375.01
684,1766,25,1,180,98.0,632.32,54369.62,55153.52,-783.9,-0.0144,Loss,7598.13
685,1102,16,4,2047,69.0,319.07,20816.75,20504.1,312.65,0.015,Low,1198.84
686,2151,22,1,2300,141.0,599.31,77811.42,78120.57,-309.15,-0.004,Loss,6691.96
687,1325,11,5,1435,12.0,564.03,6604.77,4638.08,1966.69,0.2978,High,163.55
688,857,13,3,918,37.0,549.76,19109.98,19048.36,61.62,0.0032,Low,1231.21
689,456,2,1,387,78.0,591.07,43497.01,39269.93,4227.08,0.0972,Low,2606.07
690,1990,21,4,22,30.0,437.27,12715.43,9389.8,3325.63,0.2615,High,402.79
691,913,19,4,780,70.0,352.94,24516.65,21832.21,2684.44,0.1095,Medium,189.5
692,807,15,1,1521,62.0,587.01,35538.4,31314.25,4224.15,0.1189,Medium,856.36
693,900,16,5,2254,16.0,448.52,6948.77,5874.09,1074.68,0.1547,Medium,227.49
694,1502,22,5,2357,11.0,487.31,4856.59,4226.11,630.48,0.1298,Medium,503.78
695,1105,14,2,275,80.0,327.92,24540.96,23152.57,1388.39,0.0566,Low,1692.83
696,59,2,4,1539,37.0,379.47,13209.25,10956.08,2253.17,0.1706,Medium,831.32
697,1513,22,5,1266,56.0,472.69,25148.63,22099.26,3049.37,0.1213,Medium,1322.2
698,495,7,2,661,39.0,346.6,13206.44,11568.35,1638.09,0.124,Medium,311.05
699,969,15,4,251,29.0,353.64,10255.69,9072.38,1183.31,0.1154,Medium,0.0
700,1765,24,3,290,21.0,639.3,13107.35,10764.62,2342.73,0.1787,Medium,317.97
701,839,15,4,2063,29.0,359.66,10280.68,9264.88,1015.8,0.0988,Low,149.45
702,1250,20,4,1114,26.0,384.09,9986.26,8381.69,1604.57,0.1607,Medium,0.0
703,341,7,3,1984,38.0,566.39,20114.45,20109.9,4.55,0.0002,Low,1408.55
704,704,10,3,73,26.0,738.31,19196.15,14027.63,5168.52,0.2692,High,0.0
705,1740,23,2,2072,42.0,356.86,14429.82,13369.05,1060.77,0.0735,Low,558.24
706,1084,20,1,778,36.0,684.08,24626.9,19274.88,5352.02,0.2173,Medium,0.0
707,2087,27,5,2171,10.0,500.35,4840.48,4072.16,768.32,0.1587,Medium,162.99
708,241,10,1,218,23.0,611.51,13858.64,12816.19,1042.45,0.0752,Low,206.03
709,303,7,1,1331,114.0,561.6,60928.92,58191.13,2737.79,0.0449,Low,3093.9
710,2028,29,1,361,20.0,765.69,14583.34,10676.88,3906.46,0.2679,High,730.37
711,588,2,4,1464,20.0,373.31,7118.72,6472.94,645.78,0.0907,Low,347.46
712,69,2,5,1676,29.0,468.18,12797.61,11376.17,1421.44,0.1111,Medium,779.7
713,1052,13,5,1393,34.0,451.11,13581.07,13429.01,152.06,0.0112,Low,1756.76
714,844,15,2,1153,44.0,367.32,15979.63,13318.21,2661.42,0.1666,Medium,182.34
715,1067,17,3,185,12.0,625.55,7246.06,6267.38,978.68,0.1351,Medium,260.58
716,635,3,2,1036,24.0,354.75,8249.71,7327.1,922.61,0.1118,Medium,264.32
717,289,3,3,808,17.0,793.0,13012.99,8707.26,4305.73,0.3309,High,467.95
718,2077,23,2,1534,27.0,322.46,8170.6,7355.8,814.8,0.0997,Low,535.74
719,925,11,3,1860,14.0,626.01,8727.09,7687.63,1039.46,0.1191,Medium,37.05
720,1581,21,4,350,63.0,363.92,21634.6,19373.84,2260.76,0.1045,Medium,1292.5
721,998,13,1,583,217.0,568.39,117079.24,119555.6,-2476.36,-0.0212,Loss,6260.61
722,296,4,1,1246,38.0,596.95,21957.31,19332.76,2624.55,0.1195,Medium,726.76
723,454,4,2,616,51.0,352.63,17352.75,14930.64,2422.11,0.1396,Medium,631.15
724,1456,12,5,1778,20.0,602.06,11181.75,7331.05,3850.7,0.3444,High,859.54
725,1293,13,3,1751,12.0,913.65,10447.85,6359.0,4088.85,0.3914,High,515.94
726,100,8,4,2461,96.0,364.5,32751.07,29512.2,3238.87,0.0989,Low,2241.26
727,1380,18,1,1078,124.0,679.88,81510.04,67132.25,14377.79,0.1764,Medium,2795.33
728,1282,20,1,2185,26.0,609.95,15776.74,13988.91,1787.83,0.1133,Medium,82.09
729,1411,14,3,327,26.0,704.23,17269.8,13286.85,3982.95,0.2306,High,1040.06
730,2131,29,3,1742,31.0,577.89,17613.89,16264.88,1349.01,0.0766,Low,300.82
731,1165,14,1,1837,99.0,609.43,56821.62,52561.06,4260.56,0.075,Low,3511.94
732,483,2,2,1367,22.0,374.94,7861.42,6663.82,1197.6,0.1523,Medium,387.33
733,75,3,1,2111,49.0,546.81,26229.07,24728.52,1500.55,0.0572,Low,564.5
734,648,6,2,1715,64.0,355.69,22370.37,18307.46,4062.91,0.1816,Medium,393.53
735,677,6,1,1004,38.0,588.8,21452.78,19909.38,1543.4,0.0719,Low,921.48
736,1046,16,1,1063,37.0,602.82,21951.85,21469.49,482.36,0.022,Low,352.33
737,1808,22,5,1146,19.0,473.9,8527.91,7347.43,1180.48,0.1384,Medium,476.25
738,8,8,4,1091,57.0,372.96,19115.07,18505.77,609.3,0.0319,Low,2143.55
739,1645,21,3,753,14.0,599.12,8234.25,7093.65,1140.6,0.1385,Medium,153.43
740,1750,22,4,392,26.0,409.43,9715.89,8372.07,1343.82,0.1383,Medium,929.38
741,314,9,3,625,13.0,907.95,11053.08,6845.96,4207.12,0.3806,High,750.29
742,1364,14,1,355,104.0,585.41,55325.38,55826.16,-500.78,-0.0091,Loss,5557.51
743,925,17,4,1327,36.0,402.58,14493.05,12064.14,2428.91,0.1676,Medium,0.0
744,414,8,2,1841,47.0,347.68,15172.94,14041.48,1131.46,0.0746,Low,1167.88
745,2138,26,5,1280,48.0,494.4,22378.52,18148.22,4230.3,0.189,Medium,1352.77
746,132,2,4,2098,123.0,362.66,42477.54,37136.76,5340.78,0.1257,Medium,2129.26
747,920,14,4,2311,59.0,430.47,23835.57,17574.82,6260.75,0.2627,High,1562.34
748,1940,22,4,266,40.0,343.2,12593.61,12188.15,405.46,0.0322,Low,1134.37
749,367,7,1,359,40.0,631.52,24804.94,22795.32,2009.62,0.081,Low,455.79
750,1684,29,1,1073,50.0,607.57,28711.12,24903.04,3808.08,0.1326,Medium,1667.35
751,946,12,2,83,41.0,356.05,13915.35,11838.69,2076.66,0.1492,Medium,682.65
752,649,9,3,2401,19.0,691.42,12889.12,10292.43,2596.69,0.2015,Medium,247.77
753,907,14,1,531,37.0,691.59,23706.58,20019.86,3686.72,0.1555,Medium,1882.08
754,1511,29,5,1726,32.0,596.93,17654.59,12009.01,5645.58,0.3198,High,1447.17
755,1042,12,4,2060,28.0,391.46,10631.86,9039.22,1592.64,0.1498,Medium,329.06
756,647,8,5,1554,17.0,547.41,8787.05,6782.85,2004.2,0.2281,High,518.88
757,1400,11,1,464,47.0,598.64,26153.9,23431.96,2721.94,0.1041,Medium,1982.27
758,1389,16,3,2008,32.0,691.36,21664.94,17017.36,4647.58,0.2145,Medium,458.49
759,864,19,2,1366,42.0,355.15,14660.18,11832.05,2828.13,0.1929,Medium,256.27
760,1927,23,3,2424,42.0,733.84,28023.96,23069.55,4954.41,0.1768,Medium,2797.33
761,564,8,2,112,49.0,334.35,15250.76,15127.65,123.11,0.0081,Low,1132.49
762,634,1,1,2418,105.0,638.65,63520.26,55679.55,7840.71,0.1234,Medium,3538.08
763,1990,25,2,991,38.0,357.71,13231.63,11583.96,1647.67,0.1245,Medium,361.42
764,1354,18,2,430,89.0,290.88,24615.37,25997.76,-1382.39,-0.0562,Loss,1273.13
765,1044,19,1,1031,113.0,632.82,68266.38,63080.78,5185.6,0.076,Low,3242.28
766,1914,30,2,2208,26.0,341.27,8802.66,7848.02,954.64,0.1084,Medium,70.26
767,1609,21,5,2102,19.0,509.68,9488.13,7287.22,2200.91,0.232,High,195.7
768,1471,24,2,1504,41.0,345.75,13466.42,12084.32,1382.1,0.1026,Medium,709.19
769,649,2,4,2059,138.0,370.26,49014.66,41720.93,7293.73,0.1488,Medium,2081.03
770,266,8,2,1046,103.0,306.2,30181.35,28651.4,1529.95,0.0507,Low,1356.88
771,2000,24,4,1624,16.0,348.53,5485.9,5110.89,375.01,0.0684,Low,90.54
772,1257,11,1,1258,34.0,574.71,18372.57,18016.06,356.51,0.0194,Low,1167.49
773,1844,24,1,528,46.0,636.28,27215.46,24741.21,2474.25,0.0909,Low,2053.38
774,1546,26,3,995,30.0,589.32,16497.61,16252.96,244.65,0.0148,Low,1181.92
775,1460,18,4,476,71.0,336.53,22720.36,22075.27,645.09,0.0284,Low,1173.38
776,1675,25,1,1057,31.0,576.22,16788.99,16120.77,668.22,0.0398,Low,1073.93
777,442,6,5,1474,25.0,432.18,9532.93,9197.79,335.14,0.0352,Low,1271.54
778,494,6,1,497,116.0,612.23,68400.82,61452.05,6948.77,0.1016,Medium,2618.12
779,1704,26,2,679,31.0,347.86,10284.4,8965.45,1318.95,0.1282,Medium,499.2
780,165,7,3,16,26.0,639.14,15997.01,12882.71,3114.3,0.1947,Medium,620.55
781,1127,14,1,137,50.0,614.46,29398.15,24938.58,4459.57,0.1517,Medium,1324.93
782,1350,14,5,979,5.0,555.57,2591.44,1868.0,723.44,0.2792,High,186.42
783,1510,24,2,635,108.0,310.56,31289.9,30687.1,602.8,0.0193,Low,2250.33
784,857,12,4,2193,80.0,408.44,32213.18,23729.69,8483.49,0.2634,High,462.34
785,1515,26,4,1070,30.0,381.89,10465.16,9803.32,661.84,0.0632,Low,991.53
786,850,20,1,2373,31.0,611.78,18296.01,16289.08,2006.93,0.1097,Medium,669.03
787,821,19,4,1608,49.0,409.42,19159.7,14255.49,4904.21,0.256,High,902.05
788,1948,27,4,181,14.0,368.51,5019.31,4523.31,496.0,0.0988,Low,139.77
789,320,7,2,100,39.0,384.65,14338.77,11801.59,2537.18,0.1769,Medium,662.48
790,16,6,4,600,24.0,368.53,8542.94,7661.19,881.75,0.1032,Medium,301.76
791,356,1,4,2191,44.0,454.06,19576.31,13595.3,5981.01,0.3055,High,402.19
792,1186,12,5,828,15.0,557.31,8131.47,6009.84,2121.63,0.2609,High,228.16
793,1032,13,4,2271,96.0,380.15,34143.15,30696.68,3446.47,0.1009,Medium,2351.73
794,291,4,5,1490,33.0,411.3,13284.79,12756.83,527.96,0.0397,Low,288.06
795,501,4,4,446,104.0,371.63,37578.91,31431.02,6147.89,0.1636,Medium,1070.23
796,1267,11,1,1483,57.0,639.41,34463.5,30273.92,4189.58,0.1216,Medium,1982.98
797,948,15,3,1155,15.0,643.25,9138.95,7769.7,1369.25,0.1498,Medium,509.79
798,1269,15,2,906,54.0,327.92,17328.23,16168.07,1160.16,0.067,Low,379.4
799,451,4,2,605,19.0,367.55,6721.57,5250.59,1470.98,0.2188,Medium,261.91
800,351,5,3,1987,41.0,643.42,24458.68,21358.7,3099.98,0.1267,Medium,1921.66
801,1376,11,4,1079,122.0,348.31,40635.6,37407.83,3227.77,0.0794,Low,1858.66
802,2058,25,4,1273,31.0,401.96,12025.71,9690.37,2335.34,0.1942,Medium,435.07
803,1322,20,2,2274,40.0,321.94,12592.72,12088.59,504.13,0.04,Low,284.96
804,1947,27,5,900,6.0,538.89,3233.32,2431.36,801.96,0.248,High,0.0
805,55,8,3,191,20.0,705.75,12867.9,10562.43,2305.47,0.1792,Medium,1247.01
806,243,5,4,1787,33.0,399.56,12295.68,10013.47,2282.21,0.1856,Medium,889.69
807,347,1,4,644,38.0,324.83,12062.62,11168.64,893.98,0.0741,Low,281.08
808,1994,21,4,1894,19.0,404.72,7421.89,5740.88,1681.01,0.2265,High,267.78
809,615,9,1,975,50.0,623.6,29723.57,25872.26,3851.31,0.1296,Medium,1456.28
810,578,4,1,1356,48.0,598.77,28123.72,26453.42,1670.3,0.0594,Low,617.44
811,518,10,1,268,60.0,611.69,36701.7,30280.53,6421.17,0.175,Medium,0.0
812,1813,26,2,1484,98.0,346.21,31456.35,29643.58,1812.77,0.0576,Low,2471.95
813,840,20,2,580,61.0,337.01,20026.28,18415.14,1611.14,0.0805,Low,531.22
814,1113,20,1,2097,52.0,583.99,29673.92,27848.11,1825.81,0.0615,Low,693.65
815,1979,24,4,2130,74.0,393.92,28571.57,23757.87,4813.7,0.1685,Medium,578.51
816,198,9,2,536,22.0,367.68,7468.92,6902.92,566.0,0.0758,Low,620.1
817,1900,30,2,1456,31.0,340.96,10081.35,9187.89,893.46,0.0886,Low,488.32
818,2135,26,1,773,91.0,600.61,52971.22,46266.29,6704.93,0.1266,Medium,1684.05
819,2018,26,1,113,48.0,633.99,28250.11,25713.36,2536.75,0.0898,Low,2181.5
820,1277,14,4,1966,45.0,365.9,15495.81,14036.97,1458.84,0.0941,Low,969.74
821,1647,22,4,1831,109.0,408.05,40470.71,33922.4,6548.31,0.1618,Medium,4007.02
822,876,20,3,819,10.0,628.51,6232.06,5426.78,805.28,0.1292,Medium,53.08
823,1034,14,5,2175,37.0,566.94,20058.51,14324.73,5733.78,0.2859,High,918.17
824,2011,22,2,46,114.0,348.74,37815.46,34517.48,3297.98,0.0872,Low,1941.11
825,1003,18,3,882,31.0,617.35,18290.38,15606.51,2683.87,0.1467,Medium,847.4
826,482,8,2,1416,70.0,317.53,20485.27,19269.63,1215.64,0.0593,Low,1741.71
827,1917,22,1,1760,38.0,623.16,21949.37,19757.8,2191.57,0.0998,Low,1730.54
828,362,10,5,803,8.0,583.63,4600.1,2998.16,1601.94,0.3482,High,68.98
829,1357,17,4,2149,67.0,353.63,23119.14,20558.57,2560.57,0.1108,Medium,574.18
830,6,2,1,2406,54.0,681.33,33874.81,30092.33,3782.48,0.1117,Medium,2916.99
831,55,6,1,724,68.0,597.0,39033.29,36490.49,2542.8,0.0651,Low,1562.9
832,1658,24,4,954,20.0,363.79,7048.36,6275.17,773.19,0.1097,Medium,227.49
833,746,20,1,79,28.0,570.59,14900.5,13959.54,940.96,0.0631,Low,1075.99
834,1787,27,4,204,20.0,361.26,6931.18,6070.48,860.7,0.1242,Medium,294.06
835,1717,21,4,159,68.0,345.08,22283.28,22529.64,-246.36,-0.0111,Loss,1182.28
836,574,6,4,1369,13.0,338.33,4300.19,3819.15,481.04,0.1119,Medium,98.1
837,1368,15,4,1362,37.0,418.8,15008.38,11905.57,3102.81,0.2067,Medium,487.25
838,2165,29,2,2383,75.0,329.77,23229.29,22504.14,725.15,0.0312,Low,1503.17
839,31,2,2,2497,64.0,328.39,20180.31,18464.86,1715.45,0.085,Low,836.58
840,13,2,2,1399,97.0,353.9,32821.63,28909.66,3911.97,0.1192,Medium,1506.33
841,2083,30,2,1630,40.0,346.66,13447.38,12073.79,1373.59,0.1021,Medium,419.18
842,1815,24,3,564,7.0,635.59,4265.76,3781.77,483.99,0.1135,Medium,183.34
843,1763,24,4,1423,78.0,348.08,25884.14,23497.9,2386.24,0.0922,Low,1266.26
844,805,11,1,871,120.0,563.86,65032.76,64605.9,426.86,0.0066,Low,2630.55
845,585,7,5,953,12.0,518.31,6170.63,4559.68,1610.95,0.2611,High,49.14
846,806,16,5,2179,23.0,547.91,11817.71,8759.44,3058.27,0.2588,High,784.31
847,425,8,1,2438,46.0,597.64,25877.47,23294.24,2583.23,0.0998,Low,1614.01
848,1413,20,4,1205,18.0,331.51,5836.63,5579.81,256.82,0.044,Low,130.46
849,382,5,2,1422,44.0,360.22,14687.74,12688.64,1999.1,0.1361,Medium,1161.84
850,1609,24,1,2151,59.0,633.01,35511.68,32028.41,3483.27,0.0981,Low,1835.93
851,1676,23,4,1172,71.0,372.72,24382.17,23047.8,1334.37,0.0547,Low,2080.72
852,1674,24,4,2490,66.0,352.48,22114.4,21346.15,768.25,0.0347,Low,1149.32
853,1131,11,1,2127,40.0,572.66,22484.27,19979.61,2504.66,0.1114,Medium,422.0
854,2153,25,3,148,32.0,682.98,20630.18,17700.32,2929.86,0.142,Medium,1225.25
855,1684,25,3,1314,10.0,718.97,6940.17,5417.96,1522.21,0.2193,Medium,249.56
856,676,4,2,2291,57.0,312.32,17381.33,15623.17,1758.16,0.1012,Medium,420.92
857,596,3,2,1288,34.0,320.04,10512.08,9577.38,934.7,0.0889,Low,369.44
858,1729,29,1,2018,35.0,666.22,21976.8,19205.66,2771.14,0.1261,Medium,1340.93
859,2162,27,5,2309,8.0,517.1,3886.26,3231.8,654.46,0.1684,Medium,250.5
860,1799,23,2,1404,43.0,347.06,14452.31,12554.07,1898.24,0.1313,Medium,471.25
861,297,6,2,666,21.0,302.76,6193.86,5853.56,340.3,0.0549,Low,164.16
862,546,7,2,2009,63.0,336.12,20533.12,18412.42,2120.7,0.1033,Medium,642.66
863,1736,29,1,601,153.0,628.23,89148.83,84455.93,4692.9,0.0526,Low,6971.09
864,1243,13,1,694,58.0,579.67,30893.09,31022.2,-129.11,-0.0042,Loss,2727.6
865,1919,23,4,1844,97.0,340.66,30653.19,30766.19,-113.0,-0.0037,Loss,2391.01
866,1497,22,2,97,90.0,377.38,31936.76,27402.57,4534.19,0.142,Medium,2027.39
867,628,2,2,2152,132.0,333.87,41015.18,38009.5,3005.68,0.0733,Low,3055.89
868,1614,27,1,812,27.0,637.93,15927.31,14592.44,1334.87,0.0838,Low,1296.82
869,1990,21,2,1377,37.0,366.64,12650.49,10630.17,2020.32,0.1597,Medium,915.26
870,1948,26,4,2435,67.0,371.14,23712.14,19691.41,4020.73,0.1696,Medium,1154.33
871,1353,12,4,298,97.0,353.64,32888.99,31054.87,1834.12,0.0558,Low,1413.78
872,198,2,5,1250,17.0,630.8,9965.61,6801.21,3164.4,0.3175,High,757.97
873,2149,26,3,419,33.0,634.8,19414.81,18178.29,1236.52,0.0637,Low,1533.58
874,601,7,2,837,58.0,319.99,18048.99,16264.85,1784.14,0.0988,Low,510.69
875,356,9,2,2301,50.0,335.04,15884.39,15350.01,534.38,0.0336,Low,867.59
876,1035,12,1,903,57.0,606.7,33812.38,29733.65,4078.73,0.1206,Medium,769.58
877,441,3,3,1698,9.0,709.66,6378.77,4515.74,1863.03,0.2921,High,8.17
878,923,15,4,1383,41.0,360.36,14364.59,13108.91,1255.68,0.0874,Low,410.33
879,1345,18,1,434,56.0,603.22,32709.57,31737.55,972.02,0.0297,Low,1071.0
880,16,8,1,622,76.0,605.66,42337.85,41232.23,1105.62,0.0261,Low,3692.42
881,1466,24,5,823,8.0,639.68,5035.74,3352.25,1683.49,0.3343,High,81.71
882,882,14,4,2275,20.0,331.56,6136.7,5960.38,176.32,0.0287,Low,494.43
883,1341,18,5,2410,22.0,427.3,8746.78,8125.21,621.57,0.0711,Low,653.9
884,1015,18,3,508,20.0,607.55,11743.16,11085.23,657.93,0.056,Low,407.86
885,1184,13,3,946,36.0,625.49,20708.6,19250.3,1458.3,0.0704,Low,1808.95
886,1675,25,4,641,31.0,382.41,10587.42,9954.67,632.75,0.0598,Low,1267.19
887,1464,24,1,745,36.0,557.05,19787.88,17989.39,1798.49,0.0909,Low,265.99
888,1859,23,3,1270,9.0,813.43,6839.21,4761.2,2078.01,0.3038,High,481.65
889,141,8,1,887,20.0,632.19,11649.14,11051.97,597.17,0.0513,Low,994.59
890,234,6,1,20,24.0,609.09,14429.54,12642.05,1787.49,0.1239,Medium,188.66
891,1895,25,3,1808,16.0,614.38,9668.1,8066.54,1601.56,0.1657,Medium,162.03
892,698,2,1,1257,57.0,618.81,31802.79,30934.32,868.47,0.0273,Low,3469.14
893,8,5,3,202,21.0,816.86,16161.28,11060.69,5100.59,0.3156,High,992.78
894,79,7,3,582,14.0,883.82,11872.14,7693.26,4178.88,0.352,High,501.3
895,173,8,4,989,103.0,357.93,33718.88,30820.12,2898.76,0.086,Low,3148.07
896,1072,16,4,1883,21.0,395.26,7824.65,6580.86,1243.79,0.159,Medium,475.78
897,896,13,4,182,73.0,360.73,25239.42,22360.04,2879.38,0.1141,Medium,1093.62
898,1468,22,1,2030,108.0,643.46,65141.64,55843.21,9298.43,0.1427,Medium,4351.56
899,1358,14,5,383,42.0,462.95,17856.3,16843.49,1012.81,0.0567,Low,1587.4
900,49,7,1,2297,75.0,586.11,42137.49,37738.57,4398.92,0.1044,Medium,1820.96
901,703,5,1,287,72.0,627.73,42532.03,36454.48,6077.55,0.1429,Medium,2664.42
902,1383,15,3,655,13.0,911.93,11343.52,6875.97,4467.55,0.3938,High,511.6
903,1801,26,4,2002,106.0,345.23,34965.56,33257.84,1707.72,0.0488,Low,1628.31
