fact_satisfaction_id,sk_date,sk_client,sk_order,satisfaction_score,satisfaction_band,complaint_flag,nps_class,resolution_hours
509,1350,16,2155,3.8,Average,1,Passive,99.2
510,251,5,806,3.2,Average,1,Detractor,62.13
511,1222,17,577,3.5,Average,0,Passive,51.32
512,861,12,997,3.9,Average,1,Passive,165.35
513,494,5,494,4.4,Good,0,Passive,55.76
514,1978,24,1627,4.2,Good,0,Passive,80.74
515,1792,21,463,3.2,Average,1,Detractor,103.03
516,2029,29,1541,3.8,Average,1,Passive,93.18
517,24,2,669,4.2,Good,0,Passive,29.96
518,102,10,1746,4.2,Good,1,Passive,41.6
519,995,14,1167,4.4,Good,0,Passive,36.23
520,1032,20,2375,4.2,Good,0,Passive,63.92
521,1536,25,1162,3.9,Average,0,Passive,59.23
522,1264,18,1217,3.8,Average,0,Passive,68.54
523,1073,20,608,4.4,Good,1,Passive,93.48
524,82,5,300,5.0,Excellent,0,Promoter,19.44
525,119,6,1470,4.1,Good,0,Passive,49.59
526,1400,12,2255,3.7,Average,1,Passive,43.28
527,1129,18,1318,5.0,Excellent,0,Promoter,59.22
528,643,5,964,3.3,Average,0,Detractor,49.46
529,789,13,475,4.2,Good,1,Passive,41.16
530,311,2,1370,4.1,Good,1,Passive,206.23
531,32,2,1126,4.6,Excellent,0,Promoter,79.8
532,1120,12,1213,4.4,Good,1,Passive,69.36
533,800,14,1667,4.2,Good,1,Passive,88.09
534,912,17,1323,4.0,Good,0,Passive,41.49
535,1349,14,2210,3.6,Average,1,Passive,105.1
536,1349,14,1606,4.4,Good,1,Passive,19.14
537,1088,12,2372,3.6,Average,1,Passive,201.41
538,1061,19,928,3.5,Average,1,Passive,66.9
539,1484,30,126,4.7,Excellent,0,Promoter,14.73
540,598,4,973,3.5,Average,0,Passive,41.93
541,1799,21,318,4.0,Good,0,Passive,28.21
542,1032,14,183,4.7,Excellent,0,Promoter,99.7
543,1423,14,1115,4.2,Good,1,Passive,40.75
544,1955,25,1175,4.3,Good,0,Passive,57.42
545,2078,30,109,4.2,Good,0,Passive,23.44
546,2137,27,1941,3.6,Average,1,Passive,133.63
547,580,4,677,5.0,Excellent,0,Promoter,91.27
548,1425,13,260,5.0,Excellent,0,Promoter,76.14
549,333,10,1184,3.9,Average,1,Passive,48.57
550,1682,25,426,3.5,Average,1,Passive,46.85
551,1467,23,1271,3.3,Average,1,Detractor,92.0
552,2005,27,2094,4.6,Excellent,0,Promoter,44.14
553,1803,26,924,4.2,Good,0,Passive,50.74
554,597,7,2207,3.5,Average,1,Passive,70.78
555,1811,23,1943,4.8,Excellent,0,Promoter,91.29
556,1310,14,1018,4.7,Excellent,0,Promoter,42.5
557,1347,19,922,5.0,Excellent,0,Promoter,26.58
558,1433,17,1026,3.9,Average,0,Passive,23.87
559,306,10,1994,4.2,Good,0,Passive,59.95
560,1523,24,1568,3.3,Average,1,Detractor,158.63
561,1582,29,1391,3.3,Average,0,Detractor,76.47
562,2083,26,830,4.2,Good,1,Passive,81.27
563,160,1,1603,4.8,Excellent,0,Promoter,51.37
564,436,9,1475,4.8,Excellent,0,Promoter,58.49
565,1891,26,2202,4.1,Good,0,Passive,9.52
566,1639,21,402,3.5,Average,0,Passive,43.51
567,1288,12,1347,3.7,Average,1,Passive,128.41
568,1041,15,1925,4.0,Good,1,Passive,91.07
569,674,6,1072,2.9,Poor,1,Detractor,92.6
570,867,18,1601,3.8,Average,1,Passive,109.47
571,674,5,223,3.8,Average,1,Passive,66.4
572,2043,25,1360,4.2,Good,0,Passive,52.27
573,971,13,1319,4.5,Excellent,0,Promoter,91.85
574,750,17,1779,3.6,Average,0,Passive,48.29
575,1058,11,1482,3.3,Average,1,Detractor,32.56
576,1939,26,551,4.8,Excellent,0,Promoter,27.78
577,1421,11,1236,4.1,Good,0,Passive,83.81
578,426,5,866,4.4,Good,0,Passive,55.68
579,1689,22,205,5.0,Excellent,0,Promoter,28.86
580,1397,11,1908,5.0,Excellent,0,Promoter,39.66
581,622,5,942,4.0,Good,1,Passive,142.1
582,224,3,1815,4.0,Good,0,Passive,20.27
583,170,1,2455,4.6,Excellent,0,Promoter,53.51
584,1609,30,1076,2.7,Poor,1,Detractor,188.89
585,1202,16,2342,3.8,Average,1,Passive,105.83
586,691,1,948,4.0,Good,0,Passive,82.38
587,1013,18,47,4.7,Excellent,0,Promoter,6.45
588,2119,23,618,4.8,Excellent,0,Promoter,58.02
589,1249,12,405,4.8,Excellent,0,Promoter,20.7
590,1190,19,1168,4.5,Excellent,0,Promoter,10.88
591,807,16,876,5.0,Excellent,0,Promoter,28.25
592,1096,19,2280,4.5,Excellent,0,Promoter,84.28
593,1012,14,1385,4.4,Good,0,Passive,87.26
594,556,9,1830,4.2,Good,0,Passive,28.96
595,442,6,799,3.4,Average,1,Detractor,109.13
596,1499,26,2331,3.4,Average,1,Detractor,174.16
597,628,10,805,4.1,Good,0,Passive,7.1
598,229,5,521,4.4,Good,1,Passive,66.53
599,336,8,2148,4.3,Good,0,Passive,54.35
600,1155,15,1099,4.3,Good,0,Passive,54.82
601,1640,21,2326,4.5,Excellent,0,Promoter,7.99
602,377,2,157,4.2,Good,0,Passive,37.77
603,1936,28,409,4.3,Good,0,Passive,54.39
604,1262,14,2456,4.5,Excellent,0,Promoter,45.95
605,938,18,1671,3.3,Average,1,Detractor,30.4
606,936,17,1930,4.5,Excellent,0,Promoter,96.19
607,726,7,1112,4.3,Good,0,Passive,41.32
608,2145,23,1468,4.1,Good,0,Passive,53.7
609,1315,16,1810,5.0,Excellent,0,Promoter,58.69
610,105,1,1792,3.4,Average,0,Detractor,8.86
611,2106,24,1597,4.2,Good,0,Passive,34.31
612,613,8,1116,4.2,Good,1,Passive,98.89
613,396,5,1239,3.8,Average,1,Passive,151.4
614,2155,30,518,4.0,Good,1,Passive,170.67
615,1932,27,1824,3.1,Average,1,Detractor,88.37
616,1366,13,660,4.9,Excellent,0,Promoter,77.51
617,986,15,940,4.7,Excellent,0,Promoter,52.91
618,1692,23,1642,3.9,Average,0,Passive,75.18
619,2031,22,1198,3.9,Average,0,Passive,33.28
620,1847,26,1575,4.0,Good,0,Passive,12.93
621,138,3,1461,4.2,Good,0,Passive,44.54
622,1136,19,1113,3.9,Average,0,Passive,14.53
623,819,13,539,5.0,Excellent,0,Promoter,61.01
624,1364,14,1094,3.7,Average,1,Passive,231.03
625,2181,26,1544,3.3,Average,0,Detractor,72.14
626,436,5,8,3.6,Average,1,Passive,127.58
627,675,6,2107,4.0,Good,0,Passive,3.9
628,1235,12,147,5.0,Excellent,0,Promoter,60.46
629,843,13,1428,4.7,Excellent,0,Promoter,51.61
630,329,4,670,3.5,Average,0,Passive,76.98
631,1307,11,375,4.0,Good,0,Passive,68.28
632,1698,29,408,4.7,Excellent,0,Promoter,20.31
633,2035,23,1390,4.4,Good,1,Passive,115.29
634,1369,19,1937,4.2,Good,0,Passive,13.98
635,1962,23,936,4.2,Good,1,Passive,95.19
636,851,16,907,3.9,Average,0,Passive,30.59
637,1242,13,575,5.0,Excellent,0,Promoter,37.79
638,67,5,1699,3.6,Average,1,Passive,107.11
639,995,11,2084,3.7,Average,1,Passive,22.86
640,1678,26,1069,2.7,Poor,1,Detractor,112.57
641,87,6,323,4.2,Good,0,Passive,58.01
642,655,9,328,4.2,Good,0,Passive,104.75
643,1314,16,1632,4.7,Excellent,0,Promoter,18.84
644,1535,26,1413,4.3,Good,0,Passive,19.0
645,1520,23,1797,4.9,Excellent,0,Promoter,75.58
646,1638,30,1532,4.7,Excellent,0,Promoter,12.11
647,2188,29,1916,4.6,Excellent,1,Promoter,110.72
648,1064,12,1281,4.0,Good,1,Passive,74.55
649,2116,26,336,3.5,Average,1,Passive,134.92
650,2102,26,938,4.8,Excellent,0,Promoter,15.17
651,457,8,1721,4.4,Good,1,Passive,155.89
652,322,4,458,3.7,Average,1,Passive,119.12
653,51,5,2163,4.7,Excellent,0,Promoter,37.93
654,1273,17,2315,4.3,Good,1,Passive,69.42
655,1135,20,1019,4.8,Excellent,0,Promoter,7.89
656,285,3,576,3.0,Average,1,Detractor,82.07
657,517,10,1301,4.3,Good,0,Passive,33.68
658,1819,22,815,4.3,Good,0,Passive,30.02
659,1056,13,2419,4.2,Good,1,Passive,46.59
660,1584,26,444,1.4,Poor,1,Detractor,70.5
661,1761,23,714,3.7,Average,0,Passive,96.45
662,1559,24,2162,4.5,Excellent,0,Promoter,99.67
663,537,8,1752,3.8,Average,1,Passive,85.0
664,783,20,1395,5.0,Excellent,0,Promoter,11.4
665,2082,24,2460,3.2,Average,0,Detractor,49.06
666,1115,19,259,4.7,Excellent,0,Promoter,36.25
667,1334,11,710,3.0,Average,1,Detractor,37.46
668,696,6,863,4.4,Good,0,Passive,12.84
669,847,16,2495,3.9,Average,1,Passive,142.57
670,133,4,981,3.8,Average,0,Passive,56.85
671,1343,14,2136,4.7,Excellent,0,Promoter,19.2
672,656,10,69,3.7,Average,0,Passive,22.14
673,535,7,1922,3.7,Average,0,Passive,62.21
674,2072,22,378,4.6,Excellent,0,Promoter,34.42
675,2127,24,1267,4.4,Good,0,Passive,13.82
676,2045,21,2237,4.2,Good,0,Passive,42.35
677,34,2,11,4.0,Good,1,Passive,145.68
678,1377,17,1777,4.4,Good,0,Passive,78.87
679,182,9,1485,4.9,Excellent,0,Promoter,36.09
680,1102,13,1771,4.3,Good,0,Passive,14.09
681,1164,17,2247,4.8,Excellent,0,Promoter,47.28
682,109,8,2398,4.8,Excellent,0,Promoter,71.0
683,496,1,2227,4.8,Excellent,0,Promoter,57.59
684,1766,25,180,2.9,Poor,1,Detractor,102.9
685,1102,16,2047,2.9,Poor,1,Detractor,71.8
686,2151,22,2300,4.5,Excellent,0,Promoter,19.93
687,1325,11,1435,3.8,Average,0,Passive,68.67
688,857,13,918,3.8,Average,1,Passive,44.39
689,456,2,387,4.5,Excellent,0,Promoter,21.5
690,1990,21,22,3.7,Average,0,Passive,35.9
691,913,19,780,4.3,Good,0,Passive,38.0
692,807,15,1521,4.3,Good,0,Passive,47.77
693,900,16,2254,4.8,Excellent,0,Promoter,12.69
694,1502,22,2357,4.4,Good,1,Passive,144.19
695,1105,14,275,3.8,Average,1,Passive,70.3
696,59,2,1539,4.5,Excellent,0,Promoter,53.48
697,1513,22,1266,3.7,Average,0,Passive,54.89
698,495,7,661,4.6,Excellent,0,Promoter,65.39
699,969,15,251,3.3,Average,1,Detractor,16.23
700,1765,24,290,4.5,Excellent,0,Promoter,39.7
701,839,15,2063,4.8,Excellent,0,Promoter,23.69
702,1250,20,1114,4.3,Good,0,Passive,19.13
703,341,7,1984,4.7,Excellent,0,Promoter,82.04
704,704,10,73,3.2,Average,1,Detractor,159.56
705,1740,23,2072,4.3,Good,0,Passive,27.17
706,1084,20,778,4.2,Good,0,Passive,96.28
707,2087,27,2171,4.1,Good,0,Passive,76.85
708,241,10,218,4.1,Good,1,Passive,229.62
709,303,7,1331,4.6,Excellent,0,Promoter,84.22
710,2028,29,361,3.9,Average,0,Passive,19.74
711,588,2,1464,4.2,Good,0,Passive,58.57
712,69,2,1676,4.3,Good,1,Passive,130.49
713,1052,13,1393,3.1,Average,1,Detractor,16.31
714,844,15,1153,4.3,Good,0,Passive,15.3
715,1067,17,185,4.0,Good,0,Passive,90.11
716,635,3,1036,3.6,Average,1,Passive,148.66
717,289,3,808,4.7,Excellent,0,Promoter,16.57
718,2077,23,1534,5.0,Excellent,0,Promoter,17.32
719,925,11,1860,4.1,Good,0,Passive,63.77
720,1581,21,350,4.3,Good,1,Passive,46.49
721,998,13,583,3.7,Average,0,Passive,47.12
722,296,4,1246,4.1,Good,0,Passive,22.36
723,454,4,616,4.3,Good,0,Passive,65.89
724,1456,12,1778,4.3,Good,1,Passive,214.33
725,1293,13,1751,3.7,Average,0,Passive,35.1
726,100,8,2461,4.4,Good,0,Passive,24.56
727,1380,18,1078,4.9,Excellent,0,Promoter,59.66
728,1282,20,2185,4.8,Excellent,0,Promoter,8.74
729,1411,14,327,4.9,Excellent,0,Promoter,60.92
730,2131,29,1742,4.3,Good,0,Passive,56.8
731,1165,14,1837,4.8,Excellent,0,Promoter,8.17
732,483,2,1367,3.9,Average,1,Passive,128.85
733,75,3,2111,5.0,Excellent,0,Promoter,53.61
734,648,6,1715,5.0,Excellent,0,Promoter,82.11
735,677,6,1004,3.6,Average,1,Passive,134.78
736,1046,16,1063,4.3,Good,0,Passive,21.58
737,1808,22,1146,4.9,Excellent,1,Promoter,48.03
738,8,8,1091,3.8,Average,1,Passive,49.17
739,1645,21,753,3.2,Average,0,Detractor,68.35
740,1750,22,392,4.5,Excellent,0,Promoter,48.53
741,314,9,625,4.0,Good,1,Passive,88.75
742,1364,14,355,4.9,Excellent,0,Promoter,19.92
743,925,17,1327,5.0,Excellent,0,Promoter,16.26
744,414,8,1841,4.7,Excellent,0,Promoter,13.65
745,2138,26,1280,4.3,Good,0,Passive,35.04
746,132,2,2098,4.6,Excellent,0,Promoter,17.74
747,920,14,2311,5.0,Excellent,0,Promoter,22.85
748,1940,22,266,4.3,Good,0,Passive,40.68
749,367,7,359,4.8,Excellent,0,Promoter,28.19
750,1684,29,1073,4.6,Excellent,0,Promoter,70.68
751,946,12,83,4.0,Good,0,Passive,47.34
752,649,9,2401,3.8,Average,0,Passive,10.37
753,907,14,531,4.3,Good,0,Passive,21.28
754,1511,29,1726,5.0,Excellent,0,Promoter,37.43
755,1042,12,2060,4.7,Excellent,0,Promoter,16.63
756,647,8,1554,5.0,Excellent,0,Promoter,25.59
757,1400,11,464,3.3,Average,0,Detractor,18.62
758,1389,16,2008,4.1,Good,0,Passive,64.45
759,864,19,1366,4.7,Excellent,0,Promoter,95.96
760,1927,23,2424,4.7,Excellent,0,Promoter,43.78
761,564,8,112,4.0,Good,0,Passive,36.38
762,634,1,2418,4.7,Excellent,0,Promoter,16.7
763,1990,25,991,3.7,Average,0,Passive,54.86
764,1354,18,430,4.7,Excellent,0,Promoter,41.36
765,1044,19,1031,4.3,Good,0,Passive,61.99
766,1914,30,2208,4.5,Excellent,0,Promoter,25.93
767,1609,21,2102,2.8,Poor,1,Detractor,43.13
768,1471,24,1504,4.2,Good,0,Passive,8.87
769,649,2,2059,4.0,Good,1,Passive,171.97
770,266,8,1046,3.5,Average,1,Passive,183.27
771,2000,24,1624,3.9,Average,0,Passive,69.54
772,1257,11,1258,4.5,Excellent,0,Promoter,44.39
773,1844,24,528,4.1,Good,0,Passive,54.19
774,1546,26,995,5.0,Excellent,0,Promoter,42.66
775,1460,18,476,4.3,Good,0,Passive,73.58
776,1675,25,1057,3.9,Average,0,Passive,56.44
777,442,6,1474,3.4,Average,1,Detractor,26.19
778,494,6,497,3.9,Average,1,Passive,178.32
779,1704,26,679,2.8,Poor,1,Detractor,109.21
780,165,7,16,4.9,Excellent,0,Promoter,45.15
781,1127,14,137,3.6,Average,1,Passive,82.65
782,1350,14,979,5.0,Excellent,0,Promoter,65.9
783,1510,24,635,3.0,Average,1,Detractor,95.69
784,857,12,2193,4.5,Excellent,0,Promoter,52.33
785,1515,26,1070,4.6,Excellent,0,Promoter,44.59
786,850,20,2373,5.0,Excellent,0,Promoter,51.75
787,821,19,1608,4.6,Excellent,0,Promoter,29.15
788,1948,27,181,5.0,Excellent,0,Promoter,38.54
789,320,7,100,4.2,Good,0,Passive,19.55
790,16,6,600,3.8,Average,0,Passive,77.34
791,356,1,2191,4.5,Excellent,0,Promoter,74.41
792,1186,12,828,4.3,Good,0,Passive,77.14
793,1032,13,2271,4.7,Excellent,0,Promoter,69.22
794,291,4,1490,4.2,Good,1,Passive,140.69
795,501,4,446,4.0,Good,0,Passive,55.26
796,1267,11,1483,4.2,Good,0,Passive,24.23
797,948,15,1155,4.8,Excellent,0,Promoter,53.92
798,1269,15,906,4.6,Excellent,0,Promoter,75.86
799,451,4,605,4.4,Good,1,Passive,130.7
800,351,5,1987,3.7,Average,1,Passive,112.55
801,1376,11,1079,3.4,Average,0,Detractor,64.3
802,2058,25,1273,3.6,Average,0,Passive,45.69
803,1322,20,2274,4.3,Good,0,Passive,33.75
804,1947,27,900,4.8,Excellent,0,Promoter,22.44
805,55,8,191,4.0,Good,0,Passive,27.57
806,243,5,1787,3.6,Average,1,Passive,149.85
807,347,1,644,4.5,Excellent,0,Promoter,24.71
808,1994,21,1894,3.6,Average,0,Passive,27.89
809,615,9,975,3.3,Average,1,Detractor,50.46
810,578,4,1356,3.8,Average,0,Passive,46.29
811,518,10,268,3.6,Average,1,Passive,12.81
812,1813,26,1484,3.6,Average,0,Passive,35.66
813,840,20,580,5.0,Excellent,0,Promoter,54.81
814,1113,20,2097,4.5,Excellent,0,Promoter,40.71
815,1979,24,2130,4.8,Excellent,0,Promoter,55.79
816,198,9,536,3.6,Average,0,Passive,38.52
817,1900,30,1456,3.5,Average,0,Passive,21.41
818,2135,26,773,4.1,Good,0,Passive,84.07
819,2018,26,113,3.5,Average,1,Passive,234.38
820,1277,14,1966,5.0,Excellent,0,Promoter,76.16
821,1647,22,1831,4.7,Excellent,0,Promoter,16.86
822,876,20,819,4.2,Good,1,Passive,57.16
823,1034,14,2175,4.8,Excellent,0,Promoter,54.42
824,2011,22,46,4.1,Good,1,Passive,153.95
825,1003,18,882,3.9,Average,1,Passive,144.26
826,482,8,1416,4.5,Excellent,0,Promoter,23.44
827,1917,22,1760,4.2,Good,0,Passive,53.11
828,362,10,803,4.5,Excellent,0,Promoter,38.88
829,1357,17,2149,3.7,Average,1,Passive,47.57
830,6,2,2406,4.7,Excellent,0,Promoter,71.04
831,55,6,724,5.0,Excellent,0,Promoter,26.97
832,1658,24,954,3.9,Average,1,Passive,18.03
833,746,20,79,3.5,Average,1,Passive,85.56
834,1787,27,204,4.3,Good,0,Passive,36.34
835,1717,21,159,3.8,Average,1,Passive,138.72
836,574,6,1369,4.0,Good,0,Passive,36.84
837,1368,15,1362,4.8,Excellent,0,Promoter,54.05
838,2165,29,2383,3.9,Average,0,Passive,20.52
839,31,2,2497,4.2,Good,1,Passive,5.57
840,13,2,1399,3.8,Average,0,Passive,36.83
841,2083,30,1630,2.8,Poor,1,Detractor,118.81
842,1815,24,564,4.0,Good,0,Passive,75.7
843,1763,24,1423,4.1,Good,0,Passive,41.18
844,805,11,871,3.9,Average,0,Passive,10.02
845,585,7,953,3.9,Average,0,Passive,76.85
846,806,16,2179,4.4,Good,0,Passive,36.91
847,425,8,2438,4.5,Excellent,0,Promoter,10.23
848,1413,20,1205,4.3,Good,1,Passive,33.28
849,382,5,1422,4.0,Good,1,Passive,131.35
850,1609,24,2151,3.8,Average,1,Passive,134.37
851,1676,23,1172,4.8,Excellent,0,Promoter,53.75
852,1674,24,2490,3.4,Average,0,Detractor,27.45
853,1131,11,2127,4.4,Good,0,Passive,27.91
854,2153,25,148,4.7,Excellent,0,Promoter,77.45
855,1684,25,1314,4.1,Good,0,Passive,31.48
856,676,4,2291,4.7,Excellent,0,Promoter,38.72
857,596,3,1288,3.9,Average,1,Passive,95.76
858,1729,29,2018,3.9,Average,0,Passive,33.89
859,2162,27,2309,3.5,Average,1,Passive,76.14
860,1799,23,1404,4.1,Good,0,Passive,34.33
861,297,6,666,3.3,Average,1,Detractor,19.51
862,546,7,2009,3.8,Average,1,Passive,16.72
863,1736,29,601,4.7,Excellent,0,Promoter,49.53
864,1243,13,694,4.7,Excellent,0,Promoter,42.51
865,1919,23,1844,4.9,Excellent,0,Promoter,32.43
866,1497,22,97,2.7,Poor,1,Detractor,205.77
867,628,2,2152,4.2,Good,0,Passive,46.9
868,1614,27,812,4.3,Good,1,Passive,128.09
869,1990,21,1377,4.1,Good,1,Passive,214.2
870,1948,26,2435,4.3,Good,0,Passive,27.42
871,1353,12,298,4.5,Excellent,0,Promoter,31.59
872,198,2,1250,4.9,Excellent,0,Promoter,35.33
873,2149,26,419,4.1,Good,0,Passive,57.34
874,601,7,837,4.2,Good,0,Passive,86.62
875,356,9,2301,4.9,Excellent,0,Promoter,57.0
876,1035,12,903,4.2,Good,1,Passive,110.46
877,441,3,1698,4.3,Good,0,Passive,17.41
878,923,15,1383,4.4,Good,0,Passive,51.93
879,1345,18,434,3.2,Average,1,Detractor,49.94
880,16,8,622,4.6,Excellent,0,Promoter,18.16
881,1466,24,823,3.3,Average,0,Detractor,31.98
882,882,14,2275,4.9,Excellent,0,Promoter,47.88
883,1341,18,2410,3.5,Average,1,Passive,19.21
884,1015,18,508,3.7,Average,0,Passive,26.59
885,1184,13,946,5.0,Excellent,0,Promoter,13.04
886,1675,25,641,2.4,Poor,1,Detractor,115.06
887,1464,24,745,4.7,Excellent,0,Promoter,95.98
888,1859,23,1270,4.4,Good,0,Passive,28.48
889,141,8,887,4.0,Good,1,Passive,114.97
890,234,6,20,3.8,Average,1,Passive,185.81
891,1895,25,1808,4.4,Good,1,Passive,23.89
892,698,2,1257,3.6,Average,1,Passive,42.18
893,8,5,202,4.2,Good,1,Passive,156.63
894,79,7,582,4.5,Excellent,0,Promoter,14.76
895,173,8,989,3.6,Average,1,Passive,19.47
896,1072,16,1883,4.6,Excellent,0,Promoter,42.77
897,896,13,182,4.6,Excellent,0,Promoter,63.34
898,1468,22,2030,4.3,Good,0,Passive,30.78
899,1358,14,383,4.0,Good,1,Passive,168.8
900,49,7,2297,3.7,Average,0,Passive,91.42
901,703,5,287,4.4,Good,1,Passive,28.09
902,1383,15,655,4.4,Good,1,Passive,37.59
903,1801,26,2002,4.5,Excellent,0,Promoter,44.3
904,1412,11,453,4.4,Good,0,Passive,22.24
905,448,6,2068,3.9,Average,1,Passive,72.29
906,1563,24,2361,4.5,Excellent,0,Promoter,11.41
907,1856,23,2429,3.8,Average,0,Passive,43.83
908,1159,12,1829,4.0,Good,0,Passive,29.19
909,1320,17,267,4.7,Excellent,0,Promoter,60.1
910,2141,27,110,3.9,Average,0,Passive,67.17
911,21,3,64,5.0,Excellent,0,Promoter,40.49
912,1719,23,2403,3.3,Average,0,Detractor,74.28
913,1870,26,1015,3.5,Average,0,Passive,67.4
914,1237,15,1498,4.1,Good,0,Passive,22.45
915,1094,18,612,3.4,Average,1,Detractor,93.3
916,2143,25,418,4.5,Excellent,0,Promoter,42.73
917,472,5,2195,4.4,Good,0,Passive,48.23
918,1338,20,1160,4.0,Good,1,Passive,119.76
919,292,8,1502,2.6,Poor,1,Detractor,163.38
920,849,13,1853,5.0,Excellent,0,Promoter,28.31
921,1258,12,236,4.6,Excellent,0,Promoter,72.99
922,1077,12,1965,4.1,Good,0,Passive,50.96
923,1747,30,1223,3.1,Average,1,Detractor,39.46
924,1480,24,1885,3.8,Average,0,Passive,14.71
925,1178,16,689,3.7,Average,0,Passive,25.27
926,1394,13,526,4.9,Excellent,0,Promoter,63.46
927,257,8,1150,3.7,Average,0,Passive,32.07
928,710,1,2241,4.3,Good,1,Passive,51.77
929,1313,15,1718,4.2,Good,0,Passive,52.1
930,1088,11,2330,4.6,Excellent,0,Promoter,77.75
931,1436,16,2156,3.9,Average,0,Passive,52.07
932,1850,26,2394,4.6,Excellent,0,Promoter,32.27
933,991,12,131,3.8,Average,0,Passive,13.04
934,1492,21,297,3.6,Average,0,Passive,31.54
935,1079,16,264,3.9,Average,0,Passive,20.61
936,1313,13,1042,4.1,Good,0,Passive,18.31
937,1795,21,2066,4.1,Good,0,Passive,45.34
938,2120,21,2139,4.7,Excellent,0,Promoter,70.74
939,490,7,484,4.2,Good,0,Passive,34.36
940,871,20,1159,4.2,Good,1,Passive,143.67
941,224,3,865,4.2,Good,0,Passive,32.77
942,685,5,2256,4.5,Excellent,0,Promoter,41.87
943,117,4,1181,3.7,Average,1,Passive,130.57
944,1232,20,1195,4.1,Good,0,Passive,13.25
945,1507,22,2444,4.2,Good,0,Passive,21.46
946,827,20,1556,4.8,Excellent,0,Promoter,24.31
947,988,18,1702,3.6,Average,1,Passive,110.96
948,1017,11,170,3.6,Average,1,Passive,74.48
949,1004,16,827,4.5,Excellent,0,Promoter,44.06
950,2155,30,1380,4.7,Excellent,0,Promoter,29.82
951,91,9,111,4.9,Excellent,0,Promoter,35.53
952,1557,22,595,4.5,Excellent,0,Promoter,36.19
953,809,18,855,4.3,Good,1,Passive,92.82
954,1360,19,103,5.0,Excellent,0,Promoter,36.59
955,1752,30,2408,3.7,Average,0,Passive,43.62
956,873,12,93,4.1,Good,0,Passive,58.63
957,690,2,916,4.4,Good,0,Passive,5.86
958,989,14,715,5.0,Excellent,0,Promoter,59.89
959,19,4,1169,3.7,Average,0,Passive,12.75
960,1334,18,221,4.3,Good,0,Passive,20.42
961,2086,23,2087,4.1,Good,0,Passive,54.64
962,112,1,2486,4.5,Excellent,0,Promoter,27.71
963,1238,20,800,3.5,Average,1,Passive,33.88
964,1693,25,92,4.0,Good,0,Passive,48.39
965,1454,11,1048,4.6,Excellent,0,Promoter,81.06
966,859,19,1145,4.7,Excellent,0,Promoter,51.95
967,66,1,1299,2.4,Poor,1,Detractor,86.04
968,1400,11,395,4.2,Good,0,Passive,84.56
969,519,4,1041,4.7,Excellent,0,Promoter,56.74
970,1717,29,1353,4.6,Excellent,0,Promoter,40.93
971,1572,28,1907,4.2,Good,1,Passive,66.71
972,1864,21,1523,3.8,Average,1,Passive,193.37
973,1722,27,2268,4.1,Good,1,Passive,154.6
974,1251,14,649,4.6,Excellent,0,Promoter,32.62
975,496,6,70,3.8,Average,0,Passive,66.53
976,487,5,63,4.9,Excellent,0,Promoter,48.5
977,70,3,1125,4.5,Excellent,0,Promoter,31.58
978,322,1,1543,4.2,Good,0,Passive,43.13
979,1434,14,2229,4.6,Excellent,0,Promoter,19.36
980,1961,29,1111,3.5,Average,1,Passive,138.46
981,1312,20,372,4.4,Good,0,Passive,94.41
982,38,3,2061,4.7,Excellent,0,Promoter,35.82
983,1065,18,1644,5.0,Excellent,0,Promoter,32.13
984,1453,18,263,4.3,Good,0,Passive,75.33
985,1826,22,455,3.9,Average,0,Passive,28.08
986,1128,14,816,4.5,Excellent,0,Promoter,33.75
987,1477,22,241,4.2,Good,1,Passive,112.25
988,1802,21,728,2.8,Poor,1,Detractor,188.47
989,1139,11,374,4.4,Good,0,Passive,20.71
990,131,5,1802,5.0,Excellent,0,Promoter,67.72
991,1394,17,846,4.4,Good,0,Passive,13.29
992,1881,21,1795,4.0,Good,0,Passive,36.43
993,735,13,1061,4.5,Excellent,0,Promoter,19.45
994,69,7,2167,4.5,Excellent,0,Promoter,16.23
995,1754,26,2471,3.0,Average,1,Detractor,32.9
996,1532,26,1935,4.2,Good,0,Passive,75.69
997,1745,26,2336,3.9,Average,0,Passive,14.36
998,354,9,487,4.7,Excellent,0,Promoter,44.81
999,1891,24,467,4.0,Good,1,Passive,184.91
1000,928,17,1136,4.3,Good,0,Passive,75.16
1001,973,13,1491,5.0,Excellent,0,Promoter,41.19
1002,186,10,637,4.8,Excellent,0,Promoter,84.15
1003,50,1,1235,3.7,Average,1,Passive,54.55
1004,784,13,1059,3.6,Average,1,Passive,67.57
1005,166,8,1379,4.1,Good,0,Passive,75.88
1006,1034,14,1282,3.8,Average,1,Passive,131.91
1007,452,9,1724,4.4,Good,0,Passive,36.76
1008,921,14,72,4.0,Good,0,Passive,21.14
1009,2126,26,1950,4.0,Good,0,Passive,32.59
1010,1761,25,1496,4.4,Good,0,Passive,85.46
1011,1126,15,691,4.1,Good,1,Passive,48.03
1012,920,16,617,4.9,Excellent,0,Promoter,85.42
1013,656,7,71,3.4,Average,1,Detractor,133.12
1014,1418,18,2070,4.6,Excellent,0,Promoter,30.36
1015,1940,21,1662,4.3,Good,0,Passive,18.49
1016,1387,17,867,4.1,Good,0,Passive,82.21
1017,1783,26,978,4.4,Good,0,Passive,34.62
1018,860,11,2228,4.4,Good,0,Passive,48.72
