fact_incident_id,sk_date,sk_incident,sk_driver,sk_vehicle,sk_route,incident_cost_amount,severity_score,severity_band,resolution_hours,accident_flag
461,630,5,16,1,3,170.34,1.31,Low,6.66,0
462,286,5,2,1,4,145.16,0.93,Low,4.88,0
463,302,1,3,3,1,1094.59,1.31,Low,6.29,0
464,1198,3,27,6,8,3058.35,2.81,Medium,62.37,0
465,462,1,7,3,1,553.83,1.39,Low,27.85,0
466,942,1,34,6,8,723.88,1.08,Low,23.87,0
467,1010,5,20,6,8,510.38,1.47,Low,8.97,0
468,868,5,28,6,8,663.91,0.86,Low,6.8,0
469,1560,1,48,12,12,7349.82,4.67,High,130.36,0
470,1483,1,54,9,10,500.68,0.76,Low,32.98,0
471,1527,3,38,9,11,1739.39,2.64,Medium,26.86,0
472,1745,1,42,11,9,536.64,0.96,Low,18.28,0
473,991,5,21,5,7,1051.98,1.49,Low,7.82,0
474,188,1,7,1,1,655.45,0.73,Low,7.53,0
475,1429,5,36,7,8,439.22,1.3,Low,18.11,0
476,989,1,23,6,6,1087.61,1.04,Low,10.14,0
477,1808,3,46,9,11,1798.77,3.84,Medium,36.02,0
478,2025,1,47,10,12,10489.67,3.92,High,156.33,0
479,1460,4,35,6,7,3717.1,2.35,Medium,28.48,0
480,1236,3,31,7,5,2792.81,3.75,Medium,27.6,0
481,377,4,9,2,4,4229.93,2.1,Medium,32.79,0
482,1408,2,33,5,6,13196.82,4.31,High,135.17,1
483,1094,5,21,6,8,425.46,1.29,Low,15.88,0
484,1680,5,53,10,11,403.04,0.61,Low,13.41,0
485,1232,5,32,8,7,321.37,1.04,Low,33.39,0
486,827,4,22,5,6,1882.34,2.41,Medium,46.13,0
487,581,1,2,1,1,764.1,0.82,Low,33.45,0
488,2038,2,43,10,10,3750.06,4.19,High,76.25,1
489,2062,4,44,9,12,3368.64,2.28,Medium,34.05,0
490,124,1,7,4,2,243.74,0.8,Low,30.74,0
491,323,5,3,4,3,690.32,0.67,Low,10.67,0
492,1852,5,44,12,12,481.39,0.91,Low,13.48,0
493,1834,1,45,10,11,923.16,0.84,Low,4.07,0
494,1478,1,52,10,10,742.23,0.68,Low,16.93,0
495,1623,5,37,10,9,286.95,1.37,Low,23.78,0
496,230,1,16,4,1,327.68,1.16,Low,8.25,0
497,103,1,5,1,4,825.32,0.91,Low,10.82,0
498,102,4,9,2,4,1101.65,2.25,Medium,55.25,0
499,451,5,11,2,2,370.9,0.8,Low,11.09,0
500,410,5,6,1,2,676.97,0.94,Low,6.73,0
501,1690,1,47,12,10,258.18,1.04,Low,29.35,0
502,1159,1,23,6,5,761.87,1.4,Low,14.18,0
503,1401,3,24,6,8,3622.33,2.01,Medium,34.3,0
504,922,2,23,6,8,11701.04,4.54,High,54.31,1
505,805,1,30,6,8,789.03,0.92,Low,22.05,0
506,290,1,15,3,1,1184.07,0.79,Low,7.33,0
507,1050,1,28,6,8,965.11,1.38,Low,21.8,0
508,1249,1,29,7,5,887.68,0.87,Low,6.47,0
509,1350,4,24,7,7,752.08,2.78,Medium,16.66,0
510,251,4,3,2,4,784.82,2.02,Medium,47.74,0
511,1222,1,23,6,7,295.98,0.84,Low,16.35,0
512,861,4,30,8,8,1727.37,2.71,Medium,86.57,0
513,494,5,1,1,3,938.62,1.48,Low,19.61,0
514,1978,1,42,9,10,1136.36,0.89,Low,15.98,0
515,1792,4,45,10,9,2841.29,2.16,Medium,46.75,0
516,2029,2,47,12,10,10779.7,3.86,High,139.03,1
517,24,5,17,1,3,903.68,1.2,Low,11.83,0
518,102,2,17,3,4,20313.89,4.4,High,225.53,1
519,995,5,20,5,6,750.55,1.34,Low,26.88,0
520,1032,1,26,6,8,640.67,1.09,Low,18.01,0
521,1536,1,39,9,11,215.99,1.07,Low,9.55,0
522,1264,5,28,6,8,526.35,1.15,Low,10.79,0
523,1073,4,22,5,6,2924.61,2.04,Medium,69.26,0
524,82,5,15,2,4,202.46,1.05,Low,6.68,0
525,119,5,18,3,4,683.3,0.81,Low,5.74,0
526,1400,4,24,6,8,1026.13,2.22,Medium,26.36,0
527,1129,3,27,5,5,15666.13,2.78,High,160.44,0
528,643,1,4,1,1,14012.32,4.71,High,93.54,0
529,789,4,29,6,7,846.54,2.56,Medium,33.81,0
530,311,4,12,1,4,4790.92,2.68,Medium,61.12,0
531,32,1,4,1,2,396.75,0.68,Low,9.81,0
532,1120,4,26,8,6,1509.55,2.49,Medium,26.23,0
533,800,1,20,5,6,240.42,0.71,Low,19.65,0
534,912,5,24,7,8,858.0,1.49,Low,4.65,0
535,1349,4,22,6,7,1508.94,2.31,Medium,54.42,0
536,1349,4,19,5,8,2992.21,2.38,Medium,51.45,0
537,1088,4,20,7,6,4348.15,2.73,Medium,49.73,0
538,1061,4,34,5,5,1532.19,2.74,Medium,56.59,0
539,1484,1,43,10,11,1078.48,0.95,Low,22.9,0
540,598,1,2,2,3,6386.55,4.31,High,117.23,0
541,1799,1,53,10,12,1226.08,0.62,Low,8.6,0
542,1032,1,33,6,8,1151.11,1.46,Low,13.69,0
543,1423,2,28,5,8,7050.02,4.59,High,97.93,1
544,1955,1,45,9,11,383.02,0.72,Low,20.65,0
545,2078,1,48,10,11,829.06,1.47,Low,12.29,0
546,2137,1,50,9,11,337.9,1.02,Low,11.34,0
547,580,1,14,2,4,815.48,1.17,Low,7.81,0
548,1425,5,22,7,8,664.71,0.88,Low,7.59,0
549,333,4,14,2,1,1922.97,2.26,Medium,56.66,0
550,1682,4,43,9,9,2409.22,2.61,Medium,90.76,0
551,1467,2,38,9,11,13657.6,3.81,High,46.25,1
552,2005,1,46,10,9,236.26,1.41,Low,8.03,0
553,1803,1,53,9,10,442.35,0.64,Low,25.12,0
554,597,4,1,2,3,1460.72,2.03,Medium,40.34,0
555,1811,1,38,11,11,11545.52,3.71,High,90.05,0
556,1310,1,24,5,7,148.55,1.28,Low,9.37,0
557,1347,3,20,6,6,1254.58,4.06,Medium,36.25,0
558,1433,3,22,6,6,4105.07,2.62,Medium,19.91,0
559,306,1,2,1,4,888.29,0.87,Low,12.33,0
560,1523,2,44,12,11,11305.78,4.43,High,105.68,1
561,1582,1,38,9,11,9915.45,3.6,High,190.74,0
562,2083,2,47,9,11,10163.34,4.02,High,77.3,1
563,160,1,16,2,3,305.93,1.22,Low,15.4,0
564,436,1,7,2,1,377.61,0.69,Low,14.21,0
565,1891,3,44,10,12,4123.84,2.25,Medium,38.96,0
566,1639,1,42,10,9,15434.64,3.64,High,98.57,0
567,1288,4,31,6,5,2945.3,2.41,Medium,28.24,0
568,1041,2,23,5,8,9869.76,3.99,High,120.94,1
569,674,1,15,3,4,15156.23,4.49,High,137.35,0
570,867,4,20,7,8,3431.85,2.21,Medium,41.12,0
571,674,4,9,2,3,4082.85,2.54,Medium,72.86,0
572,2043,1,52,9,10,193.45,1.23,Low,8.29,0
573,971,1,22,8,6,866.58,1.27,Low,14.75,0
574,750,1,27,5,8,425.78,1.11,Low,30.69,0
575,1058,4,19,5,7,1338.75,2.04,Medium,26.81,0
576,1939,1,53,10,12,721.3,1.5,Low,13.55,0
577,1421,1,29,5,7,580.97,1.4,Low,24.03,0
578,426,1,16,3,2,625.16,1.11,Low,9.74,0
579,1689,1,38,9,9,850.9,0.82,Low,14.8,0
580,1397,1,31,6,7,831.9,1.31,Low,21.1,0
581,622,4,4,2,2,1630.92,2.57,Medium,9.34,0
582,224,1,7,2,2,615.98,1.08,Low,7.67,0
583,170,3,3,4,1,909.11,2.48,Medium,27.63,0
584,1609,1,45,10,12,12772.81,4.36,High,142.86,0
585,1202,2,19,7,6,19818.49,3.76,High,136.68,1
586,691,1,9,4,1,936.12,0.71,Low,15.17,0
587,1013,5,32,6,8,159.77,0.97,Low,18.5,0
588,2119,3,51,9,10,4433.62,2.17,Medium,30.37,0
589,1249,1,32,6,8,136.43,1.21,Low,7.76,0
590,1190,3,29,7,5,16200.06,4.19,High,34.17,0
591,807,5,34,5,5,703.26,1.07,Low,6.69,0
592,1096,1,34,5,8,266.98,1.45,Low,5.65,0
593,1012,5,31,5,6,590.85,0.88,Low,8.44,0
594,556,1,2,2,2,410.95,1.32,Low,15.18,0
595,442,4,8,2,1,1913.7,2.08,Medium,26.0,0
596,1499,2,48,11,10,9278.53,4.06,High,97.62,1
597,628,1,11,2,1,622.86,1.01,Low,8.34,0
598,229,2,16,3,1,9526.03,4.38,High,107.66,1
599,336,1,2,1,4,454.19,0.63,Low,7.14,0
600,1155,3,31,5,6,2601.2,2.86,Medium,27.01,0
601,1640,1,49,9,9,832.34,1.29,Low,12.8,0
602,377,5,14,1,2,575.18,1.09,Low,5.4,0
603,1936,5,51,10,12,935.06,1.07,Low,31.38,0
604,1262,5,24,6,6,683.53,0.71,Low,8.59,0
605,938,1,31,6,5,960.47,1.29,Low,7.49,0
606,936,1,33,5,7,682.54,1.3,Low,15.43,0
607,726,1,13,3,2,736.92,0.74,Low,17.85,0
608,2145,1,45,10,9,1084.91,0.61,Low,12.62,0
609,1315,5,21,7,7,522.25,0.68,Low,32.41,0
610,105,1,18,2,1,322.79,1.31,Low,10.53,0
611,2106,1,38,9,10,382.84,1.12,Low,7.13,0
612,613,2,6,1,1,7491.49,4.42,High,86.38,1
613,396,2,16,2,4,14455.11,4.26,High,91.03,1
614,2155,4,40,10,11,1828.28,2.23,Medium,31.07,0
615,1932,1,39,9,12,13513.79,3.94,High,90.19,0
616,1366,1,35,6,7,217.7,1.08,Low,33.74,0
617,986,1,35,5,7,864.82,0.9,Low,28.27,0
618,1692,1,38,10,11,624.07,0.92,Low,3.05,0
619,2031,1,44,9,12,237.36,1.49,Low,6.02,0
620,1847,1,38,10,10,221.12,1.16,Low,4.47,0
621,138,5,13,2,2,650.15,1.08,Low,11.0,0
622,1136,1,35,6,6,693.66,1.38,Low,19.4,0
623,819,5,32,6,7,483.85,1.45,Low,12.36,0
624,1364,4,30,5,7,2934.86,2.34,Medium,47.11,0
625,2181,1,46,10,9,992.96,0.76,Low,15.94,0
626,436,2,2,2,2,7841.98,3.95,High,63.88,1
627,675,1,17,3,3,11441.07,3.95,High,146.72,0
628,1235,5,32,5,7,672.36,1.28,Low,19.22,0
629,843,5,23,7,8,932.04,1.05,Low,12.39,0
630,329,1,8,1,1,932.51,0.91,Low,24.51,0
631,1307,3,36,5,7,2185.19,2.64,Medium,26.21,0
632,1698,3,43,10,11,3585.86,2.88,Medium,55.69,0
633,2035,4,37,9,10,3163.41,2.8,Medium,46.27,0
634,1369,1,25,5,7,1173.76,0.86,Low,6.55,0
635,1962,4,44,11,11,3385.67,2.39,Medium,67.34,0
636,851,1,19,6,8,899.87,1.19,Low,12.75,0
637,1242,1,23,5,6,184.21,0.79,Low,13.5,0
638,67,2,5,4,2,11953.8,3.91,High,220.38,1
639,995,1,27,7,5,469.43,1.44,Low,26.2,0
640,1678,2,43,10,11,11608.23,4.26,High,99.48,1
641,87,5,2,3,1,433.63,0.95,Low,32.55,0
642,655,3,2,2,3,721.34,4.11,Medium,13.48,0
643,1314,1,23,5,6,142.2,1.21,Low,26.76,0
644,1535,1,45,10,9,344.66,0.68,Low,14.55,0
645,1520,3,54,9,12,3409.92,2.47,Medium,76.14,0
646,1638,3,37,10,12,1307.14,2.42,Medium,47.41,0
647,2188,4,37,9,10,2168.52,2.07,Medium,31.0,0
648,1064,4,20,5,5,3049.56,2.58,Medium,52.79,0
649,2116,1,42,10,9,445.96,1.17,Low,13.58,0
650,2102,1,52,12,9,996.96,1.0,Low,24.1,0
651,457,2,13,1,1,7823.51,4.16,High,93.48,1
652,322,2,1,2,4,9313.74,4.05,High,106.53,1
653,51,5,3,1,1,552.81,1.13,Low,6.15,0
654,1273,4,25,5,5,1244.97,2.28,Medium,22.86,0
655,1135,1,27,7,7,837.51,0.76,Low,10.93,0
656,285,4,3,3,4,1408.44,2.35,Medium,70.15,0
657,517,1,16,2,2,197.91,1.26,Low,32.66,0
658,1819,1,39,9,11,305.19,0.66,Low,7.93,0
659,1056,4,31,6,6,3321.7,2.79,Medium,34.69,0
660,1584,1,50,10,12,16089.19,4.56,High,189.54,0
661,1761,1,42,9,9,15736.35,3.76,High,83.6,0
662,1559,1,44,10,9,883.81,0.71,Low,10.11,0
663,537,4,3,1,4,4582.41,2.54,Medium,22.72,0
664,783,1,29,6,7,798.43,0.79,Low,12.09,0
665,2082,1,46,10,10,733.95,1.24,Low,27.27,0
666,1115,1,23,6,8,163.82,1.14,Low,11.65,0
667,1334,2,20,6,8,15872.67,3.71,High,150.35,1
668,696,1,3,1,4,287.57,1.38,Low,8.6,0
669,847,2,26,6,6,8019.08,3.99,High,149.74,1
670,133,5,1,3,1,236.48,1.22,Low,19.54,0
671,1343,5,31,5,7,483.7,0.88,Low,6.2,0
672,656,1,10,1,4,641.84,0.8,Low,17.93,0
673,535,5,17,1,3,832.19,0.83,Low,7.36,0
674,2072,1,37,9,10,420.15,1.13,Low,16.67,0
675,2127,5,42,10,11,248.9,0.83,Low,21.73,0
676,2045,1,48,9,9,318.96,0.91,Low,20.09,0
677,34,4,7,1,1,1748.37,2.39,Medium,38.04,0
678,1377,3,23,5,7,1264.1,2.17,Medium,26.99,0
679,182,5,3,1,4,780.2,0.71,Low,21.76,0
680,1102,3,33,8,6,1105.84,2.84,Medium,56.58,0
681,1164,3,34,6,5,2298.16,3.36,Medium,30.09,0
682,109,1,7,1,2,286.37,0.78,Low,10.07,0
683,496,1,13,1,2,334.58,1.1,Low,7.2,0
684,1766,1,43,10,9,8054.14,3.87,High,64.0,0
685,1102,1,36,6,7,639.61,0.78,Low,7.9,0
686,2151,1,52,11,10,995.43,1.36,Low,25.58,0
687,1325,5,29,7,8,659.4,1.17,Low,34.8,0
688,857,2,35,5,7,20490.92,4.48,High,83.14,1
689,456,1,18,2,2,409.2,1.2,Low,5.72,0
690,1990,1,41,12,12,771.85,1.3,Low,7.9,0
691,913,5,23,6,7,158.03,0.97,Low,7.62,0
692,807,1,35,8,6,983.16,1.3,Low,11.29,0
693,900,5,34,5,7,394.61,1.41,Low,22.17,0
694,1502,2,40,9,12,14698.96,4.28,High,95.32,1
695,1105,4,31,7,5,2065.1,2.58,Medium,57.68,0
696,59,5,6,2,4,334.34,0.98,Low,24.63,0
697,1513,1,48,10,11,7547.4,4.6,High,85.35,0
698,495,3,7,3,2,3103.39,2.77,Medium,27.48,0
699,969,4,28,7,7,1376.88,2.26,Medium,25.81,0
700,1765,3,42,10,11,8264.53,3.1,High,57.48,0
701,839,1,27,6,5,630.29,1.02,Low,9.06,0
702,1250,1,26,5,7,251.58,0.81,Low,18.05,0
703,341,5,9,4,3,335.58,1.32,Low,12.93,0
704,704,4,7,2,3,2628.74,2.25,Medium,27.34,0
705,1740,1,49,10,10,893.2,1.24,Low,26.61,0
706,1084,5,30,5,6,216.28,0.75,Low,7.54,0
707,2087,3,38,11,12,4091.19,3.32,Medium,62.31,0
708,241,2,17,2,3,10167.48,4.34,High,42.82,1
709,303,1,2,3,4,513.26,1.4,Low,4.85,0
710,2028,1,41,11,11,176.0,0.66,Low,9.68,0
711,588,1,2,1,2,1298.44,0.98,Low,8.83,0
712,69,2,8,1,1,17159.27,3.74,High,60.33,1
713,1052,4,34,5,8,5051.85,2.39,Medium,52.32,0
714,844,1,21,6,7,474.24,1.05,Low,9.94,0
715,1067,1,34,6,7,489.89,0.78,Low,18.72,0
716,635,4,4,1,2,2077.78,2.66,Medium,40.93,0
717,289,5,13,1,1,509.48,0.91,Low,26.48,0
718,2077,1,51,10,9,1016.49,1.24,Low,1.85,0
719,925,3,34,7,6,17097.04,3.91,High,188.72,0
720,1581,4,52,11,11,1815.76,2.42,Medium,21.74,0
721,998,1,33,5,7,442.26,0.95,Low,13.37,0
722,296,1,6,2,4,639.27,0.63,Low,6.63,0
723,454,1,4,2,2,870.61,1.33,Low,7.62,0
724,1456,4,27,6,7,1082.13,2.02,Medium,90.65,0
725,1293,1,22,6,7,203.25,1.38,Low,17.39,0
726,100,5,2,2,2,550.91,0.69,Low,9.46,0
727,1380,1,20,5,6,284.44,1.47,Low,16.61,0
728,1282,1,36,6,7,369.73,1.36,Low,21.72,0
729,1411,1,28,6,8,512.46,1.26,Low,10.3,0
730,2131,1,45,11,10,275.11,1.34,Low,6.62,0
731,1165,1,19,7,8,335.11,0.74,Low,9.67,0
732,483,4,4,1,4,3964.5,2.75,Medium,75.45,0
733,75,1,15,1,1,355.42,0.92,Low,15.93,0
734,648,1,4,3,2,1164.92,0.66,Low,16.02,0
735,677,2,12,1,4,6887.9,4.6,High,196.03,1
736,1046,1,29,5,5,581.47,1.19,Low,10.31,0
737,1808,4,43,11,11,2442.87,2.38,Medium,47.16,0
738,8,5,14,1,2,426.42,0.84,Low,14.86,0
739,1645,1,50,9,12,5985.68,4.6,High,161.48,0
740,1750,1,38,11,9,1237.03,1.41,Low,31.57,0
741,314,4,16,1,3,3227.87,2.67,Medium,35.37,0
742,1364,3,34,6,5,2496.05,2.35,Medium,23.39,0
743,925,1,24,5,6,387.36,1.33,Low,10.4,0
744,414,1,7,3,2,431.09,0.9,Low,25.82,0
745,2138,1,39,10,9,206.05,0.69,Low,5.61,0
746,132,1,2,2,4,612.68,0.99,Low,21.34,0
747,920,1,30,5,6,858.58,0.7,Low,21.45,0
748,1940,1,40,10,11,257.62,1.28,Low,10.13,0
749,367,1,11,2,2,296.18,1.07,Low,18.36,0
750,1684,5,52,9,11,136.99,0.96,Low,13.23,0
751,946,1,26,7,5,674.47,0.95,Low,13.43,0
752,649,1,1,2,3,16665.47,4.62,High,136.11,0
753,907,1,29,5,6,377.07,1.35,Low,18.98,0
754,1511,1,49,10,10,1078.7,1.38,Low,8.71,0
755,1042,3,24,5,5,3925.89,2.29,Medium,68.89,0
756,647,5,11,1,1,893.79,1.29,Low,20.08,0
757,1400,1,27,7,7,830.97,1.21,Low,13.9,0
758,1389,3,34,7,8,3089.47,2.06,Medium,29.37,0
759,864,1,21,6,6,372.3,0.69,Low,10.78,0
760,1927,1,44,9,9,1285.09,0.69,Low,6.77,0
761,564,1,17,1,3,514.06,0.83,Low,22.37,0
762,634,1,17,2,4,328.81,1.18,Low,15.78,0
763,1990,1,43,10,12,10342.24,4.1,High,74.29,0
764,1354,1,35,5,6,575.59,0.85,Low,9.78,0
765,1044,5,22,5,6,171.53,0.6,Low,22.87,0
766,1914,1,52,10,9,803.82,1.05,Low,4.89,0
767,1609,1,50,10,12,7680.82,3.57,High,123.21,0
768,1471,1,40,9,9,9442.91,4.22,High,31.11,0
769,649,4,9,3,4,1181.37,2.31,Medium,54.81,0
770,266,4,3,3,2,1986.84,2.67,Medium,47.82,0
771,2000,1,38,9,12,746.98,1.44,Low,21.8,0
772,1257,5,34,5,7,309.4,1.06,Low,8.05,0
773,1844,1,39,9,9,368.86,1.21,Low,15.21,0
774,1546,3,46,10,10,1468.2,2.25,Medium,57.45,0
775,1460,5,20,8,7,489.85,0.96,Low,7.67,0
776,1675,1,50,9,12,437.05,1.28,Low,25.6,0
777,442,1,13,2,1,248.26,0.63,Low,19.92,0
778,494,2,1,3,3,12879.35,4.49,High,49.93,1
779,1704,1,44,9,12,6034.15,4.43,High,137.98,0
780,165,1,18,1,1,592.99,1.41,Low,28.63,0
781,1127,2,30,7,8,4972.88,4.1,High,176.55,1
782,1350,3,21,5,5,1904.24,2.1,Medium,38.68,0
783,1510,1,46,11,12,7938.29,4.33,High,74.47,0
784,857,1,32,6,5,895.91,0.64,Low,7.1,0
785,1515,3,54,9,12,2103.44,2.59,Medium,54.32,0
786,850,5,30,5,8,294.1,0.7,Low,7.37,0
787,821,3,30,6,7,3806.52,2.75,Medium,22.54,0
788,1948,1,52,10,10,477.5,1.04,Low,15.09,0
789,320,1,14,1,1,1190.84,0.78,Low,7.05,0
790,16,1,4,1,3,458.58,0.98,Low,9.98,0
791,356,5,17,2,2,427.33,1.15,Low,12.57,0
792,1186,5,32,8,8,494.48,0.88,Low,18.81,0
793,1032,3,30,5,7,2440.94,2.84,Medium,52.31,0
794,291,4,2,1,1,1814.03,2.7,Medium,44.14,0
795,501,3,13,2,4,2651.34,2.3,Medium,60.48,0
796,1267,1,35,6,7,498.29,0.95,Low,24.53,0
797,948,1,28,7,7,815.46,0.84,Low,13.81,0
798,1269,1,36,6,8,766.9,0.86,Low,19.6,0
799,451,4,7,2,1,3969.24,2.49,Medium,22.03,0
800,351,4,1,3,1,2670.13,2.35,Medium,44.39,0
801,1376,1,20,6,8,147.99,1.23,Low,21.22,0
802,2058,1,47,11,9,875.39,1.39,Low,25.8,0
803,1322,3,20,6,6,1154.12,2.14,Medium,78.46,0
804,1947,1,50,10,11,682.47,1.11,Low,13.33,0
805,55,1,17,3,2,551.44,1.43,Low,7.04,0
806,243,4,13,4,4,4185.29,2.18,Medium,21.85,0
807,347,5,2,2,2,578.44,1.06,Low,6.12,0
808,1994,3,52,9,11,4510.22,2.53,Medium,28.25,0
809,615,4,18,4,1,990.33,2.37,Medium,19.19,0
810,578,5,18,2,2,348.48,0.98,Low,20.76,0
811,518,4,2,3,1,1643.23,2.11,Medium,19.75,0
812,1813,1,43,9,9,9866.13,3.68,High,163.83,0
813,840,1,22,6,8,301.86,1.25,Low,2.11,0
814,1113,5,29,7,8,237.54,1.11,Low,18.65,0
815,1979,1,50,10,9,179.68,1.21,Low,8.15,0
816,198,1,3,1,1,469.41,1.04,Low,20.19,0
817,1900,1,46,11,12,12030.13,3.67,High,115.12,0
818,2135,1,54,10,9,14182.12,4.37,High,107.35,0
819,2018,4,43,10,10,1144.24,2.56,Medium,36.61,0
820,1277,1,35,7,7,196.88,1.13,Low,15.77,0
821,1647,1,52,9,11,178.59,1.1,Low,13.97,0
822,876,4,27,6,5,1451.27,2.01,Medium,47.49,0
823,1034,5,23,5,7,224.04,0.69,Low,6.96,0
824,2011,4,45,10,9,1124.34,2.34,Medium,30.51,0
825,1003,4,23,7,7,4394.36,2.63,Medium,42.01,0
826,482,1,7,2,2,201.91,0.7,Low,5.31,0
827,1917,1,51,10,10,431.27,1.19,Low,7.53,0
828,362,1,11,1,1,963.3,1.37,Low,25.26,0
829,1357,4,28,6,7,1994.48,2.2,Medium,56.45,0
830,6,1,10,3,3,1146.82,1.34,Low,10.43,0
831,55,1,3,1,3,1186.41,0.81,Low,15.07,0
832,1658,2,44,9,9,13769.3,3.9,High,103.28,1
833,746,4,35,5,8,4081.08,2.86,Medium,92.62,0
834,1787,1,47,10,12,278.67,0.89,Low,5.13,0
835,1717,2,45,10,12,10132.67,4.35,High,174.13,1
836,574,5,9,1,2,633.25,1.2,Low,24.56,0
837,1368,1,32,5,7,247.45,1.17,Low,12.12,0
838,2165,1,38,10,9,9607.36,3.67,High,138.11,0
839,31,4,2,3,4,1231.66,2.19,Medium,79.03,0
840,13,3,15,3,3,1218.08,2.72,Medium,36.99,0
841,2083,1,37,11,11,6006.15,3.84,High,39.0,0
842,1815,1,49,9,10,11722.27,3.85,High,135.24,0
843,1763,1,38,10,12,273.28,0.6,Low,4.34,0
844,805,1,33,6,7,514.39,1.11,Low,1.88,0
845,585,1,4,3,2,1092.47,0.67,Low,14.44,0
846,806,3,27,7,8,2972.53,2.85,Medium,26.11,0
847,425,1,16,3,1,309.87,1.35,Low,10.18,0
848,1413,4,21,6,8,3095.75,2.72,Medium,23.29,0
849,382,4,6,2,4,3617.65,2.85,Medium,64.05,0
850,1609,4,43,9,12,959.56,2.8,Medium,45.35,0
851,1676,1,52,9,11,730.4,0.81,Low,17.37,0
852,1674,1,37,11,12,1007.52,0.83,Low,8.41,0
853,1131,5,31,5,8,542.21,1.37,Low,8.37,0
854,2153,1,42,12,10,211.62,1.17,Low,21.02,0
855,1684,1,50,10,12,1207.12,0.75,Low,7.97,0
856,676,1,2,1,1,476.19,1.42,Low,9.3,0
857,596,4,3,1,3,3633.16,2.32,Medium,24.31,0
858,1729,1,46,10,9,187.8,1.09,Low,8.57,0
859,2162,1,46,9,9,7656.97,4.19,High,58.22,0
860,1799,3,44,10,10,10708.87,3.23,High,181.26,0
861,297,4,4,3,4,1667.33,2.27,Medium,27.54,0
862,546,4,10,1,3,2767.15,2.8,Medium,62.86,0
863,1736,1,46,9,12,786.32,0.96,Low,24.98,0
864,1243,5,23,5,5,439.27,0.62,Low,15.74,0
865,1919,3,47,9,12,2348.56,2.41,Medium,88.14,0
866,1497,4,54,9,11,2086.65,2.27,Medium,36.75,0
867,628,1,17,3,2,215.23,0.65,Low,29.8,0
868,1614,5,52,9,11,891.67,0.75,Low,20.7,0
869,1990,4,39,11,9,2041.44,2.38,Medium,34.98,0
870,1948,5,38,10,12,795.64,0.83,Low,13.05,0
871,1353,3,31,6,7,1468.13,2.54,Medium,19.4,0
872,198,5,17,1,1,678.39,1.45,Low,14.07,0
873,2149,1,50,11,9,7912.3,4.46,High,64.25,0
874,601,3,8,2,4,3678.79,2.72,Medium,66.86,0
875,356,1,15,1,4,607.81,0.78,Low,16.76,0
876,1035,4,36,6,8,2725.43,2.0,Medium,26.62,0
877,441,3,13,2,1,1820.34,2.52,Medium,27.81,0
878,923,1,34,5,5,618.73,1.36,Low,22.28,0
879,1345,4,23,6,7,1640.23,2.62,Medium,68.0,0
880,16,1,1,3,2,545.43,1.0,Low,7.38,0
881,1466,1,40,11,9,9105.22,4.69,High,141.12,0
882,882,1,34,5,8,613.27,0.84,Low,7.59,0
883,1341,4,23,5,8,5368.66,2.22,Medium,71.74,0
884,1015,1,35,6,7,406.26,1.06,Low,26.63,0
885,1184,1,20,6,5,361.54,1.45,Low,25.59,0
886,1675,1,44,10,11,12585.16,3.58,High,40.85,0
887,1464,1,39,10,12,807.9,0.89,Low,23.27,0
888,1859,1,47,10,12,217.21,1.46,Low,3.47,0
889,141,4,13,1,1,1341.48,2.42,Medium,29.14,0
890,234,4,6,3,1,3092.76,2.19,Medium,30.0,0
891,1895,2,49,9,9,15138.95,4.14,High,142.63,1
892,698,2,12,2,1,9525.56,4.05,High,216.42,1
893,8,2,13,1,2,7138.71,4.1,High,171.14,1
894,79,1,10,2,3,1150.42,1.08,Low,11.91,0
895,173,2,6,3,2,9420.3,4.15,High,98.59,1
896,1072,3,32,5,8,3657.09,2.02,Medium,53.25,0
897,896,3,35,7,7,856.59,2.67,Medium,76.75,0
898,1468,1,49,10,10,563.93,1.2,Low,29.06,0
899,1358,2,30,5,6,4862.55,4.3,High,53.38,1
900,49,1,15,2,4,138.99,0.67,Low,2.4,0
901,703,2,17,2,1,7849.65,4.34,High,165.81,1
902,1383,4,30,5,6,1595.93,2.19,Medium,67.08,0
903,1801,5,53,9,9,575.98,1.42,Low,1.39,0
904,1412,5,35,7,6,240.54,1.4,Low,20.97,0
905,448,2,2,2,2,13918.63,4.47,High,89.32,1
906,1563,1,40,11,9,775.35,1.35,Low,11.48,0
907,1856,1,43,9,9,4302.11,4.55,High,60.14,0
908,1159,5,20,5,8,894.55,1.08,Low,20.45,0
909,1320,1,26,5,8,955.4,0.86,Low,15.04,0
910,2141,1,49,9,9,683.5,1.3,Low,6.45,0
911,21,3,5,1,1,3000.8,2.85,Medium,36.16,0
912,1719,1,53,12,12,11391.77,4.25,High,182.23,0
913,1870,1,42,9,9,4912.55,3.75,High,83.97,0
914,1237,1,36,5,7,230.75,1.39,Low,12.73,0
915,1094,1,34,6,7,285.12,1.46,Low,4.05,0
916,2143,1,37,12,10,883.5,1.42,Low,14.39,0
917,472,1,3,1,1,131.07,0.83,Low,3.66,0
918,1338,4,26,7,5,2405.66,2.59,Medium,14.51,0
919,292,1,15,2,1,9228.36,4.21,High,71.34,0
920,849,3,24,5,5,2108.3,2.73,Medium,26.99,0
921,1258,3,26,6,8,2856.68,2.69,Medium,25.89,0
922,1077,3,27,5,8,1307.07,2.27,Medium,36.01,0
