fact_stock_id,sk_date,sk_product,sk_warehouse,stock_theoretical,stock_real,stock_value_amount,safety_stock,stockout_flag,stock_status
425,1131,3,4,179.0,43.5,21705.19,80.0,1,Below Safety
426,705,5,2,162.0,69.85,26041.68,60.0,0,Healthy
427,1341,1,6,92.0,205.06,106927.98,70.0,0,Overstock
428,1343,1,5,285.0,286.01,145489.03,154.0,0,Healthy
429,344,4,1,270.0,159.8,51547.04,130.0,0,Healthy
430,1121,1,6,269.0,170.53,90081.28,115.0,0,Healthy
431,1463,5,7,247.0,257.88,100798.8,94.0,0,Overstock
432,1011,3,5,73.0,85.95,47430.12,53.0,0,Healthy
433,1227,1,5,126.0,150.0,83562.38,69.0,0,Healthy
434,531,1,1,320.0,234.76,126919.43,153.0,0,Healthy
435,2152,2,9,271.0,108.08,30447.26,119.0,1,Below Safety
436,2005,1,8,353.0,240.99,123331.83,160.0,0,Healthy
437,1205,2,4,423.0,338.08,99097.87,204.0,0,Healthy
438,1489,4,9,153.0,32.66,9867.1,100.0,1,Below Safety
439,1555,3,9,212.0,219.93,118418.67,95.0,0,Overstock
440,677,2,1,219.0,253.57,75156.13,104.0,0,Overstock
441,1268,2,6,203.0,129.12,37842.87,93.0,0,Healthy
442,1673,2,9,154.0,165.38,48158.6,117.0,0,Healthy
443,1322,5,4,142.0,139.9,51412.08,85.0,0,Healthy
444,1030,1,4,245.0,220.12,109864.16,135.0,0,Healthy
445,1970,4,7,119.0,187.98,58634.47,72.0,0,Overstock
446,595,4,2,123.0,124.78,36807.78,59.0,0,Healthy
447,451,2,3,475.0,216.26,59161.39,200.0,0,Healthy
448,779,1,6,193.0,80.63,40420.79,88.0,1,Below Safety
449,1134,2,5,189.0,219.07,64225.4,123.0,0,Healthy
450,251,4,1,133.0,71.62,21529.09,86.0,1,Below Safety
451,1666,3,7,156.0,171.94,87189.78,98.0,0,Healthy
452,836,2,4,233.0,352.33,97830.98,189.0,0,Healthy
453,693,1,1,325.0,143.46,79470.09,125.0,0,Healthy
454,1863,5,7,160.0,62.87,24988.47,62.0,0,Healthy
455,482,4,2,215.0,98.25,31044.9,128.0,1,Below Safety
456,2110,5,7,138.0,123.51,44762.59,66.0,0,Healthy
457,199,4,1,233.0,264.4,84380.51,155.0,0,Healthy
458,877,1,4,330.0,89.75,45533.48,118.0,1,Below Safety
459,1726,3,8,145.0,108.4,58556.47,59.0,0,Healthy
460,439,3,1,145.0,106.02,54852.21,57.0,0,Healthy
461,630,2,3,303.0,338.34,101469.61,130.0,0,Overstock
462,286,1,3,181.0,91.98,47076.32,91.0,0,Healthy
463,302,4,1,180.0,114.74,37140.21,70.0,0,Healthy
464,1198,4,6,81.0,113.47,35749.43,45.0,0,Overstock
465,462,4,2,190.0,117.76,36664.09,82.0,0,Healthy
466,942,3,4,64.0,119.73,65541.49,37.0,0,Overstock
467,1010,2,6,236.0,399.11,120219.94,180.0,0,Healthy
468,868,4,6,446.0,228.34,69031.35,163.0,0,Healthy
469,1560,4,7,168.0,85.74,27548.69,83.0,0,Healthy
470,1483,1,9,216.0,233.59,129653.28,126.0,0,Healthy
471,1527,1,7,184.0,91.68,50603.25,66.0,0,Healthy
472,1745,4,7,370.0,539.89,168993.09,170.0,0,Overstock
473,991,1,5,259.0,194.85,104073.59,92.0,0,Healthy
474,188,3,3,79.0,46.1,24886.84,29.0,0,Healthy
475,1429,1,6,350.0,53.46,28801.22,195.0,1,Below Safety
476,989,4,5,148.0,125.95,36812.73,73.0,0,Healthy
477,1808,1,7,217.0,94.33,50728.03,136.0,1,Below Safety
478,2025,4,7,131.0,48.06,14434.52,55.0,1,Below Safety
479,1460,2,5,398.0,184.85,54678.51,168.0,0,Healthy
480,1236,3,6,170.0,184.34,94172.88,71.0,0,Overstock
481,377,4,2,124.0,161.87,51559.69,99.0,0,Healthy
482,1408,4,6,125.0,53.76,15639.41,73.0,1,Below Safety
483,1094,1,4,336.0,173.49,88896.71,129.0,0,Healthy
484,1680,4,8,113.0,220.18,70797.41,79.0,0,Overstock
485,1232,5,6,118.0,91.67,36193.99,60.0,0,Healthy
486,827,3,5,103.0,119.17,62964.34,46.0,0,Overstock
487,581,4,1,97.0,92.83,27213.52,56.0,0,Healthy
488,2038,3,8,210.0,274.89,148963.0,93.0,0,Overstock
489,2062,4,8,299.0,174.19,53475.65,106.0,0,Healthy
490,124,3,3,98.0,25.65,13821.52,60.0,1,Below Safety
491,323,4,1,323.0,241.54,76992.23,155.0,0,Healthy
492,1852,3,7,107.0,116.89,60638.49,47.0,0,Overstock
493,1834,4,9,78.0,143.8,42049.69,65.0,0,Healthy
494,1478,3,8,217.0,0,0.0,92.0,1,Out of Stock
495,1623,1,7,130.0,174.79,89228.22,92.0,0,Healthy
496,230,5,1,218.0,155.4,62700.59,86.0,0,Healthy
497,103,1,1,196.0,238.29,129245.21,116.0,0,Healthy
498,102,5,3,103.0,105.22,39019.27,70.0,0,Healthy
499,451,2,3,259.0,318.24,95689.5,120.0,0,Overstock
500,410,4,1,141.0,152.4,45052.06,86.0,0,Healthy
501,1690,4,7,214.0,95.0,29642.55,99.0,1,Below Safety
502,1159,3,4,109.0,47.2,25151.56,49.0,1,Below Safety
503,1401,3,5,235.0,213.82,116845.89,86.0,0,Overstock
504,922,5,4,164.0,93.19,36137.45,73.0,0,Healthy
505,805,4,4,289.0,136.84,44193.39,132.0,0,Healthy
506,290,1,1,203.0,19.55,10476.79,80.0,1,Below Safety
507,1050,2,5,406.0,200.82,59615.92,216.0,1,Below Safety
508,1249,5,4,314.0,276.46,111730.57,110.0,0,Overstock
509,1350,5,5,88.0,60.93,22317.8,51.0,0,Healthy
510,251,4,3,209.0,69.28,20997.39,77.0,1,Below Safety
511,1222,2,5,191.0,286.19,83328.01,134.0,0,Healthy
512,861,1,5,494.0,348.37,193446.85,172.0,0,Healthy
513,494,5,3,80.0,85.89,33232.54,44.0,0,Healthy
514,1978,1,8,250.0,108.24,57404.4,108.0,0,Healthy
515,1792,5,9,92.0,52.18,19817.36,56.0,1,Below Safety
516,2029,5,7,205.0,170.92,62609.64,94.0,0,Healthy
517,24,2,1,154.0,217.38,63716.81,93.0,0,Overstock
518,102,3,1,77.0,50.49,27495.7,47.0,0,Healthy
519,995,2,4,151.0,337.47,93427.58,115.0,0,Overstock
520,1032,3,6,172.0,246.18,129877.24,93.0,0,Overstock
521,1536,1,7,281.0,301.35,150634.75,154.0,0,Healthy
522,1264,1,6,258.0,50.77,28070.27,155.0,1,Below Safety
523,1073,5,6,93.0,87.86,33117.07,54.0,0,Healthy
524,82,5,3,154.0,289.0,107019.15,98.0,0,Overstock
525,119,4,3,142.0,186.16,56670.03,74.0,0,Overstock
526,1400,3,4,156.0,183.77,92456.15,71.0,0,Overstock
527,1129,1,4,191.0,238.37,121950.03,110.0,0,Healthy
528,643,3,1,120.0,159.29,80538.19,58.0,0,Overstock
529,789,1,5,294.0,150.15,79654.87,113.0,0,Healthy
530,311,2,2,380.0,400.54,116930.42,153.0,0,Overstock
531,32,1,3,102.0,67.52,35667.68,71.0,1,Below Safety
532,1120,2,4,316.0,127.34,36939.34,109.0,0,Healthy
533,800,4,4,200.0,121.83,38379.71,82.0,0,Healthy
534,912,3,6,63.0,78.31,43443.5,50.0,0,Healthy
535,1349,1,4,298.0,201.19,104447.16,111.0,0,Healthy
536,1349,3,6,82.0,98.07,54364.72,42.0,0,Overstock
537,1088,1,4,283.0,117.71,61435.36,112.0,0,Healthy
538,1061,4,4,141.0,215.06,62410.03,66.0,0,Overstock
539,1484,4,8,120.0,106.56,33056.88,44.0,0,Overstock
540,598,2,2,280.0,139.85,41115.89,106.0,0,Healthy
541,1799,4,8,120.0,78.54,24162.21,43.0,0,Healthy
542,1032,3,5,50.0,94.08,51016.38,39.0,0,Overstock
543,1423,1,5,159.0,80.94,44381.97,65.0,0,Healthy
544,1955,4,7,149.0,214.63,67204.83,118.0,0,Healthy
545,2078,2,8,178.0,96.63,28647.26,103.0,1,Below Safety
546,2137,4,9,174.0,188.65,61097.68,83.0,0,Healthy
547,580,1,3,344.0,286.81,156763.23,184.0,0,Healthy
548,1425,5,4,175.0,189.59,74479.66,90.0,0,Healthy
549,333,3,1,196.0,142.51,77212.25,95.0,0,Healthy
550,1682,3,8,258.0,137.71,70789.78,95.0,0,Healthy
551,1467,2,7,257.0,503.64,149564.4,177.0,0,Overstock
552,2005,4,8,288.0,226.05,68370.74,133.0,0,Healthy
553,1803,2,7,291.0,226.53,63762.33,120.0,0,Healthy
554,597,2,2,180.0,48.97,14721.08,110.0,1,Below Safety
555,1811,2,8,217.0,217.87,64747.92,87.0,0,Overstock
556,1310,3,5,105.0,61.04,32746.71,39.0,0,Healthy
557,1347,2,5,266.0,174.25,52723.45,110.0,0,Healthy
558,1433,4,5,163.0,86.67,27865.58,108.0,1,Below Safety
559,306,1,2,227.0,418.79,223572.05,162.0,0,Overstock
560,1523,5,7,163.0,58.26,23015.62,60.0,1,Below Safety
561,1582,3,9,83.0,155.58,83613.32,65.0,0,Overstock
562,2083,5,7,108.0,86.59,35116.94,38.0,0,Healthy
563,160,4,1,178.0,328.89,104037.13,144.0,0,Healthy
564,436,3,2,208.0,121.89,67156.54,86.0,0,Healthy
565,1891,5,9,74.0,161.48,61080.68,57.0,0,Overstock
566,1639,4,7,100.0,291.47,94368.99,82.0,0,Overstock
567,1288,2,5,291.0,109.31,30112.15,133.0,1,Below Safety
568,1041,5,6,135.0,158.33,58304.24,76.0,0,Healthy
569,674,2,2,155.0,84.44,24374.77,97.0,1,Below Safety
570,867,3,4,198.0,157.85,87101.4,85.0,0,Healthy
571,674,1,2,220.0,324.42,174576.54,142.0,0,Healthy
572,2043,1,7,438.0,284.89,156270.69,155.0,0,Healthy
573,971,5,6,194.0,101.83,37320.45,79.0,0,Healthy
574,750,4,4,213.0,77.23,24766.49,90.0,1,Below Safety
575,1058,3,6,101.0,7.67,4251.76,46.0,1,Below Safety
576,1939,5,9,117.0,147.24,57634.32,50.0,0,Overstock
577,1421,1,5,320.0,133.35,73218.02,137.0,1,Below Safety
578,426,2,3,199.0,420.3,127462.04,147.0,0,Overstock
579,1689,5,7,79.0,64.58,25954.96,45.0,0,Healthy
580,1397,3,5,122.0,145.93,73952.26,93.0,0,Healthy
581,622,4,3,322.0,202.45,59745.14,158.0,0,Healthy
582,224,1,1,435.0,0,0.0,167.0,1,Out of Stock
583,170,3,2,116.0,72.66,38595.19,59.0,0,Healthy
584,1609,4,7,198.0,26.26,8126.61,103.0,1,Below Safety
585,1202,4,4,295.0,282.61,84854.19,144.0,0,Healthy
586,691,2,1,309.0,209.91,60316.52,144.0,0,Healthy
587,1013,4,5,247.0,228.69,67271.21,143.0,0,Healthy
588,2119,1,9,179.0,105.59,53782.43,85.0,0,Healthy
589,1249,2,4,303.0,364.83,99597.92,140.0,0,Overstock
590,1190,2,4,341.0,354.23,104993.78,140.0,0,Overstock
591,807,3,5,132.0,137.24,72237.52,60.0,0,Healthy
592,1096,2,4,454.0,234.49,63985.43,160.0,0,Healthy
593,1012,5,4,137.0,32.0,12217.07,71.0,1,Below Safety
594,556,3,3,168.0,182.4,91480.88,64.0,0,Overstock
595,442,1,2,265.0,149.15,80756.68,169.0,1,Below Safety
596,1499,5,8,211.0,64.4,25639.74,78.0,1,Below Safety
597,628,4,3,102.0,138.9,43890.15,77.0,0,Healthy
598,229,1,3,362.0,220.36,111153.91,129.0,0,Healthy
599,336,2,1,243.0,134.47,39619.71,105.0,0,Healthy
600,1155,1,4,375.0,267.96,148741.78,164.0,0,Healthy
601,1640,1,9,132.0,99.8,54965.03,86.0,0,Healthy
602,377,3,1,162.0,51.14,26675.07,58.0,1,Below Safety
603,1936,3,8,123.0,126.27,68673.62,51.0,0,Overstock
604,1262,2,6,154.0,271.77,74395.29,79.0,0,Overstock
605,938,4,4,298.0,110.4,34746.11,112.0,1,Below Safety
606,936,4,6,211.0,167.82,52916.24,90.0,0,Healthy
607,726,1,3,375.0,229.52,123489.98,164.0,0,Healthy
608,2145,1,7,391.0,420.19,210615.9,161.0,0,Overstock
609,1315,5,6,80.0,133.51,50438.92,60.0,0,Healthy
610,105,4,1,146.0,57.57,18346.15,65.0,1,Below Safety
611,2106,2,8,190.0,145.14,43649.28,109.0,0,Healthy
612,613,2,1,227.0,215.23,64967.3,186.0,0,Healthy
613,396,1,3,122.0,214.75,113219.13,96.0,0,Healthy
614,2155,4,7,199.0,181.85,56093.92,140.0,0,Healthy
615,1932,5,7,94.0,111.57,40646.67,56.0,0,Healthy
616,1366,3,6,83.0,94.72,49390.1,56.0,0,Healthy
617,986,1,5,532.0,225.57,113490.24,200.0,0,Healthy
618,1692,2,8,313.0,93.83,26231.05,140.0,1,Below Safety
619,2031,3,9,192.0,124.07,66339.49,77.0,0,Healthy
620,1847,3,9,77.0,47.82,25845.98,49.0,1,Below Safety
621,138,4,2,262.0,28.91,9190.24,109.0,1,Below Safety
622,1136,2,5,216.0,101.25,28169.0,165.0,1,Below Safety
623,819,4,5,267.0,96.64,28784.18,93.0,0,Healthy
624,1364,1,5,378.0,126.22,67167.37,179.0,1,Below Safety
625,2181,3,8,193.0,40.63,22267.36,84.0,1,Below Safety
626,436,4,1,184.0,129.25,41165.04,101.0,0,Healthy
627,675,1,3,202.0,206.79,112135.86,146.0,0,Healthy
628,1235,1,5,324.0,234.71,130293.51,138.0,0,Healthy
629,843,5,6,126.0,82.07,29730.28,69.0,0,Healthy
630,329,2,1,101.0,48.25,14228.76,74.0,1,Below Safety
631,1307,2,6,325.0,295.52,86044.72,122.0,0,Overstock
632,1698,1,7,402.0,679.92,340043.37,210.0,0,Overstock
633,2035,2,7,289.0,174.34,49299.48,135.0,0,Healthy
634,1369,5,4,206.0,118.26,43408.55,93.0,0,Healthy
635,1962,3,9,256.0,262.31,134686.67,98.0,0,Overstock
636,851,2,6,313.0,277.65,79171.6,163.0,0,Healthy
637,1242,1,4,269.0,301.85,159601.14,148.0,0,Healthy
638,67,1,1,176.0,284.71,152505.35,115.0,0,Overstock
639,995,3,5,129.0,98.59,53818.92,53.0,0,Healthy
640,1678,4,9,220.0,165.04,49044.17,132.0,0,Healthy
641,87,1,1,209.0,426.12,236365.6,143.0,0,Overstock
642,655,5,3,107.0,151.02,57763.08,71.0,0,Healthy
643,1314,1,4,209.0,120.84,61507.95,99.0,0,Healthy
644,1535,1,9,310.0,333.17,173945.39,179.0,0,Healthy
645,1520,5,7,268.0,64.05,24085.92,102.0,1,Below Safety
646,1638,3,7,245.0,200.22,102734.47,103.0,0,Healthy
647,2188,4,7,187.0,186.53,58665.45,88.0,0,Healthy
648,1064,2,4,460.0,237.94,64937.04,175.0,0,Healthy
649,2116,1,8,613.0,299.1,152424.38,224.0,0,Healthy
650,2102,1,9,274.0,328.3,173821.78,153.0,0,Healthy
651,457,3,1,128.0,108.99,60063.53,76.0,0,Healthy
652,322,1,1,444.0,214.34,116845.89,164.0,0,Healthy
653,51,3,3,221.0,69.39,37176.85,80.0,1,Below Safety
654,1273,3,5,91.0,109.02,56551.29,68.0,0,Healthy
655,1135,1,6,617.0,254.86,130720.04,215.0,0,Healthy
656,285,2,2,151.0,73.45,20524.4,72.0,0,Healthy
657,517,2,3,334.0,380.73,115441.77,147.0,0,Overstock
658,1819,4,7,151.0,277.1,89216.57,102.0,0,Overstock
659,1056,3,6,238.0,145.64,79913.18,104.0,0,Healthy
660,1584,3,7,55.0,69.21,35244.89,39.0,0,Healthy
661,1761,3,8,181.0,140.9,77544.09,63.0,0,Healthy
662,1559,2,9,276.0,363.92,102604.26,128.0,0,Overstock
663,537,2,3,178.0,77.03,21730.56,91.0,1,Below Safety
664,783,3,5,223.0,195.26,106135.48,84.0,0,Overstock
665,2082,2,8,370.0,75.65,21615.88,185.0,1,Below Safety
666,1115,1,5,277.0,344.64,174346.15,144.0,0,Overstock
667,1334,1,5,214.0,158.33,83649.82,81.0,0,Healthy
668,696,1,1,349.0,268.64,141862.47,175.0,0,Healthy
669,847,1,4,307.0,302.82,168713.2,184.0,0,Healthy
670,133,4,1,159.0,279.44,90982.97,105.0,0,Overstock
671,1343,4,5,202.0,118.03,37426.53,109.0,0,Healthy
672,656,5,3,131.0,244.68,89177.47,108.0,0,Healthy
673,535,1,1,225.0,11.24,6042.55,108.0,1,Below Safety
674,2072,4,7,171.0,132.25,40055.37,79.0,0,Healthy
675,2127,3,9,122.0,168.32,85955.87,56.0,0,Overstock
676,2045,5,8,114.0,102.14,39934.61,64.0,0,Healthy
677,34,3,3,152.0,43.89,23643.32,53.0,1,Below Safety
678,1377,5,4,160.0,167.19,61604.09,81.0,0,Healthy
679,182,4,2,191.0,118.76,37622.37,106.0,0,Healthy
680,1102,5,4,122.0,220.73,86627.55,63.0,0,Overstock
681,1164,1,6,214.0,125.85,67704.75,84.0,0,Healthy
682,109,2,3,146.0,97.17,27164.76,65.0,0,Healthy
683,496,3,3,154.0,71.8,36736.65,60.0,0,Healthy
684,1766,1,9,157.0,104.76,56367.86,114.0,1,Below Safety
685,1102,4,6,185.0,20.4,6062.08,94.0,1,Below Safety
686,2151,1,7,176.0,114.81,61115.05,143.0,1,Below Safety
687,1325,5,5,213.0,163.99,59595.91,92.0,0,Healthy
688,857,3,4,174.0,159.5,80229.27,95.0,0,Healthy
689,456,1,1,342.0,215.23,108359.83,198.0,0,Healthy
690,1990,4,7,151.0,201.16,62961.76,71.0,0,Overstock
691,913,4,4,288.0,221.85,69192.51,147.0,0,Healthy
692,807,1,4,368.0,303.34,153207.51,134.0,0,Healthy
693,900,5,5,166.0,94.67,34756.28,91.0,0,Healthy
694,1502,5,9,172.0,178.92,65377.89,80.0,0,Healthy
695,1105,2,6,311.0,269.55,78009.71,125.0,0,Healthy
696,59,4,1,143.0,132.72,39299.75,52.0,0,Overstock
697,1513,5,9,94.0,175.96,69439.04,71.0,0,Overstock
698,495,2,3,358.0,303.43,90004.75,135.0,0,Healthy
699,969,4,5,113.0,134.17,41973.82,79.0,0,Healthy
700,1765,3,9,166.0,121.32,62188.74,85.0,0,Healthy
701,839,4,6,283.0,175.18,55966.24,111.0,0,Healthy
702,1250,4,5,175.0,77.04,24835.58,77.0,0,Healthy
703,341,3,2,162.0,93.72,49597.36,69.0,0,Healthy
704,704,3,3,138.0,216.05,116564.23,93.0,0,Overstock
705,1740,2,8,260.0,180.8,54588.06,115.0,0,Healthy
706,1084,1,5,342.0,403.39,215980.4,218.0,0,Healthy
707,2087,5,8,119.0,100.14,39083.23,51.0,0,Healthy
708,241,1,3,496.0,291.25,162291.98,172.0,0,Healthy
709,303,1,1,274.0,283.2,144559.01,174.0,0,Healthy
710,2028,1,9,271.0,227.44,121417.48,188.0,0,Healthy
711,588,4,2,139.0,159.52,51628.2,54.0,0,Overstock
712,69,5,1,81.0,78.5,30794.1,65.0,0,Healthy
713,1052,5,6,123.0,146.63,57008.33,53.0,0,Overstock
714,844,2,6,197.0,320.24,96932.33,102.0,0,Overstock
715,1067,3,5,128.0,114.65,59879.63,72.0,0,Healthy
716,635,2,1,217.0,153.66,46911.74,87.0,0,Healthy
717,289,3,3,79.0,100.13,51285.76,42.0,0,Overstock
718,2077,2,8,247.0,188.25,51286.24,116.0,0,Healthy
719,925,3,4,164.0,62.36,34242.91,68.0,1,Below Safety
720,1581,4,9,325.0,426.67,131210.12,127.0,0,Overstock
721,998,1,5,229.0,58.6,31300.09,96.0,1,Below Safety
722,296,1,2,363.0,370.8,188647.02,186.0,0,Healthy
723,454,2,3,262.0,210.94,61754.29,165.0,0,Healthy
724,1456,5,5,132.0,80.41,29474.5,80.0,0,Healthy
725,1293,3,6,275.0,85.32,45212.46,95.0,1,Below Safety
726,100,4,1,208.0,54.35,16708.21,79.0,1,Below Safety
727,1380,1,4,542.0,273.82,148243.16,209.0,0,Healthy
728,1282,1,6,124.0,281.5,147547.87,100.0,0,Overstock
729,1411,3,6,216.0,261.14,133451.09,85.0,0,Overstock
730,2131,3,7,158.0,102.57,53815.78,81.0,0,Healthy
731,1165,1,4,530.0,341.38,181245.39,199.0,0,Healthy
732,483,2,2,310.0,161.25,46322.15,141.0,0,Healthy
733,75,1,1,311.0,241.91,122083.18,129.0,0,Healthy
734,648,2,1,301.0,297.65,85144.0,131.0,0,Healthy
735,677,1,1,195.0,175.82,92117.58,135.0,0,Healthy
736,1046,1,4,259.0,140.79,78044.91,125.0,0,Healthy
737,1808,5,9,176.0,160.71,62147.69,79.0,0,Healthy
738,8,4,1,299.0,192.8,59954.68,108.0,0,Healthy
739,1645,3,7,88.0,75.93,38472.94,61.0,0,Healthy
740,1750,4,8,199.0,114.85,36982.01,95.0,0,Healthy
741,314,3,1,150.0,104.92,55252.12,59.0,0,Healthy
742,1364,1,6,210.0,196.8,105640.27,82.0,0,Overstock
743,925,4,5,93.0,180.64,58411.37,63.0,0,Overstock
744,414,2,3,472.0,470.09,140441.71,166.0,0,Overstock
745,2138,5,9,98.0,85.58,32356.76,48.0,0,Healthy
746,132,4,3,240.0,264.04,79720.25,122.0,0,Healthy
747,920,4,4,310.0,258.76,77078.99,113.0,0,Healthy
748,1940,4,7,154.0,62.63,19083.6,58.0,0,Healthy
749,367,1,1,520.0,335.16,185700.05,209.0,0,Healthy
750,1684,1,8,188.0,207.47,103332.66,112.0,0,Healthy
751,946,2,4,173.0,52.55,15173.74,76.0,1,Below Safety
752,649,3,2,182.0,134.01,72594.1,74.0,0,Healthy
753,907,1,5,188.0,98.56,53328.58,82.0,0,Healthy
754,1511,5,7,55.0,55.66,20888.17,46.0,0,Healthy
755,1042,4,6,214.0,84.65,27327.5,79.0,0,Healthy
756,647,5,3,106.0,104.25,40011.54,65.0,0,Healthy
757,1400,1,5,243.0,56.16,27998.71,84.0,1,Below Safety
758,1389,3,4,113.0,112.71,59938.33,66.0,0,Healthy
759,864,2,5,302.0,146.61,41302.32,111.0,0,Healthy
760,1927,3,9,127.0,88.96,48863.5,53.0,0,Healthy
761,564,2,2,395.0,267.25,78933.24,156.0,0,Healthy
762,634,1,3,297.0,301.45,159853.33,206.0,0,Healthy
763,1990,2,8,357.0,399.88,121899.88,199.0,0,Healthy
764,1354,2,4,285.0,291.28,81766.54,133.0,0,Healthy
765,1044,1,4,251.0,114.17,63733.92,107.0,0,Healthy
766,1914,2,7,182.0,166.99,50405.42,74.0,0,Healthy
767,1609,5,9,108.0,103.52,39703.84,52.0,0,Healthy
768,1471,2,9,298.0,294.02,86659.32,211.0,0,Healthy
769,649,4,3,136.0,173.21,52365.82,101.0,0,Healthy
770,266,2,3,184.0,105.43,29327.35,121.0,1,Below Safety
771,2000,4,8,164.0,88.27,27586.12,70.0,0,Healthy
772,1257,1,5,280.0,197.8,104811.09,123.0,0,Healthy
773,1844,1,7,319.0,235.89,126874.02,131.0,0,Healthy
774,1546,3,8,175.0,72.55,38331.61,65.0,0,Healthy
775,1460,4,5,208.0,157.33,48916.94,94.0,0,Healthy
776,1675,1,9,212.0,82.74,42360.96,95.0,1,Below Safety
777,442,5,3,146.0,78.1,28733.88,55.0,0,Healthy
778,494,1,1,225.0,189.57,100426.43,106.0,0,Healthy
779,1704,2,8,323.0,188.29,54454.99,114.0,0,Healthy
780,165,3,3,82.0,103.42,51243.46,60.0,0,Healthy
781,1127,1,5,123.0,131.85,65763.05,76.0,0,Healthy
782,1350,5,5,86.0,20.72,7740.98,56.0,1,Below Safety
783,1510,2,7,376.0,132.67,37696.83,139.0,1,Below Safety
784,857,4,5,127.0,228.78,67860.97,80.0,0,Overstock
785,1515,4,8,157.0,114.46,35863.72,76.0,0,Healthy
786,850,1,5,212.0,319.08,167661.96,159.0,0,Healthy
787,821,4,6,208.0,92.1,26794.51,88.0,0,Healthy
788,1948,4,7,121.0,149.52,48308.98,47.0,0,Overstock
789,320,2,3,320.0,16.97,5135.2,120.0,1,Below Safety
790,16,4,1,368.0,81.81,25173.2,143.0,1,Below Safety
791,356,4,3,169.0,220.03,67985.78,106.0,0,Healthy
792,1186,5,6,134.0,48.0,18841.57,48.0,0,Healthy
793,1032,4,6,186.0,276.76,88495.97,97.0,0,Overstock
794,291,5,1,79.0,55.94,20788.08,41.0,0,Healthy
795,501,4,1,113.0,71.36,21566.51,78.0,1,Below Safety
796,1267,1,4,188.0,168.83,89669.21,125.0,0,Healthy
797,948,3,5,135.0,91.68,47488.43,87.0,0,Healthy
798,1269,2,4,213.0,257.78,77181.57,104.0,0,Overstock
799,451,2,1,538.0,430.68,119017.04,190.0,0,Healthy
800,351,3,1,168.0,31.1,16201.36,60.0,1,Below Safety
801,1376,4,6,248.0,96.47,29579.78,139.0,1,Below Safety
802,2058,4,8,112.0,150.13,46929.51,83.0,0,Healthy
803,1322,2,6,261.0,607.67,179832.59,191.0,0,Overstock
804,1947,5,7,190.0,81.91,33192.17,71.0,0,Healthy
805,55,3,2,170.0,148.14,78235.94,65.0,0,Healthy
806,243,4,3,289.0,324.51,98468.8,105.0,0,Overstock
807,347,4,2,361.0,179.14,52651.31,130.0,0,Healthy
808,1994,4,7,139.0,153.65,46425.59,86.0,0,Healthy
809,615,1,2,173.0,118.66,61400.06,122.0,1,Below Safety
810,578,1,3,254.0,277.54,152955.89,161.0,0,Healthy
811,518,1,1,234.0,1.61,812.53,84.0,1,Out of Stock
812,1813,2,9,215.0,150.7,45077.4,97.0,0,Healthy
813,840,2,4,260.0,230.61,69618.28,110.0,0,Healthy
814,1113,1,5,217.0,155.77,83421.15,91.0,0,Healthy
815,1979,4,9,190.0,225.2,72300.98,89.0,0,Overstock
816,198,2,1,203.0,136.95,41381.41,80.0,0,Healthy
817,1900,2,8,179.0,381.9,113188.89,130.0,0,Overstock
818,2135,1,7,331.0,341.6,173676.54,129.0,0,Overstock
819,2018,1,9,236.0,187.48,100432.1,128.0,0,Healthy
820,1277,4,6,190.0,196.61,60091.38,88.0,0,Healthy
821,1647,4,9,133.0,195.79,59013.33,98.0,0,Healthy
822,876,3,6,126.0,180.07,97719.97,70.0,0,Overstock
823,1034,5,4,99.0,2.15,832.38,59.0,1,Below Safety
824,2011,2,8,295.0,118.24,35801.29,111.0,0,Healthy
825,1003,3,5,136.0,126.74,63805.45,51.0,0,Overstock
826,482,2,3,562.0,357.2,98330.15,224.0,0,Healthy
827,1917,1,7,387.0,210.01,109193.06,135.0,0,Healthy
828,362,5,3,141.0,77.11,28898.49,87.0,1,Below Safety
829,1357,4,6,156.0,76.4,23442.9,94.0,1,Below Safety
830,6,1,1,236.0,192.79,107435.21,106.0,0,Healthy
831,55,1,2,501.0,465.54,249820.31,173.0,0,Overstock
832,1658,4,8,115.0,152.51,47851.3,94.0,0,Healthy
833,746,1,6,215.0,171.19,85347.62,125.0,0,Healthy
834,1787,4,8,166.0,214.6,62285.96,133.0,0,Healthy
835,1717,4,9,158.0,196.61,62600.25,86.0,0,Healthy
836,574,4,1,451.0,323.72,95102.63,160.0,0,Healthy
837,1368,4,4,248.0,123.85,39851.48,86.0,0,Healthy
838,2165,2,9,207.0,189.49,56857.47,163.0,0,Healthy
839,31,2,3,178.0,174.61,50377.33,121.0,0,Healthy
840,13,2,1,425.0,0,0.0,190.0,1,Out of Stock
841,2083,2,8,219.0,158.99,47990.29,91.0,0,Healthy
842,1815,3,9,149.0,67.73,35012.03,64.0,0,Healthy
843,1763,4,9,192.0,46.74,14080.66,92.0,1,Below Safety
844,805,1,6,232.0,219.56,114267.87,123.0,0,Healthy
845,585,5,2,155.0,2.71,1029.73,54.0,1,Below Safety
846,806,5,6,185.0,146.42,55763.36,69.0,0,Healthy
847,425,1,2,361.0,275.82,139674.29,141.0,0,Healthy
848,1413,4,4,214.0,139.43,43221.85,82.0,0,Healthy
849,382,2,1,211.0,219.42,63275.95,95.0,0,Overstock
