fact_transport_id,sk_date,sk_route,sk_vehicle,sk_driver,sk_carrier,sk_transport_mode,distance_km,duration_hours,transport_cost_amount,transport_cost_per_km,fill_rate,fill_rate_band,co2_kg
319,2015,11,10,37,15,1,654.72,8.79,1108.26,1.6927,0.578,Low,500.65
320,678,2,2,12,5,1,313.63,5.34,726.8,2.3174,0.663,Low,243.38
321,1332,7,7,27,6,1,394.06,3.62,749.72,1.9026,0.622,Low,213.44
322,1186,8,5,34,6,1,190.14,2.26,572.98,3.0135,0.903,High,160.78
323,437,4,1,1,2,1,805.11,8.5,1969.42,2.4462,0.727,Medium,645.59
324,1055,8,5,32,7,1,190.14,2.49,558.16,2.9355,0.838,Medium,155.73
325,1006,8,5,31,10,1,190.14,2.34,617.8,3.2492,0.721,Medium,146.04
326,2075,11,11,41,15,1,654.72,9.51,1169.12,1.7857,0.537,Low,427.23
327,431,2,1,7,2,1,313.63,5.53,894.08,2.8507,0.813,Medium,224.24
328,1560,10,11,37,13,1,349.86,3.46,531.32,1.5187,0.849,Medium,194.99
329,805,8,7,30,7,1,190.14,1.79,356.18,1.8733,0.782,Medium,110.8
330,1605,11,11,43,12,2,654.72,11.63,588.23,0.8984,0.88,High,120.59
331,1106,6,5,31,8,1,776.28,5.89,1527.06,1.9672,0.687,Medium,637.88
332,1130,5,5,31,9,1,288.95,2.52,765.33,2.6487,0.706,Medium,230.37
333,1413,8,7,35,8,1,190.14,2.07,393.03,2.0671,0.968,High,101.98
334,1132,7,6,34,9,1,394.06,3.46,1014.49,2.5745,0.772,Medium,306.9
335,998,8,5,21,9,1,190.14,2.06,497.24,2.6151,0.76,Medium,138.81
336,1099,8,6,33,6,1,190.14,2.02,608.74,3.2015,0.836,Medium,140.13
337,1105,5,5,36,6,1,288.95,2.61,695.01,2.4053,0.704,Medium,247.71
338,1969,9,10,43,12,1,616.1,9.41,1044.4,1.6952,0.917,High,450.09
339,1559,12,9,44,12,1,862.03,9.36,1397.55,1.6212,0.788,Medium,671.33
340,13,1,4,12,5,1,465.31,3.81,781.53,1.6796,0.715,Medium,157.56
341,1887,11,9,47,15,2,654.72,8.59,746.97,1.1409,0.719,Medium,164.23
342,780,8,5,34,6,1,190.14,1.79,498.88,2.6238,0.614,Low,164.89
343,238,4,2,7,5,1,805.11,12.92,1277.58,1.5868,0.681,Medium,588.75
344,2166,9,12,45,13,1,616.1,13.18,797.08,1.2938,0.509,Low,200.9
345,1950,10,10,51,15,1,349.86,5.17,730.77,2.0887,0.946,High,248.71
346,1451,5,6,21,8,1,288.95,4.07,719.17,2.4889,0.819,Medium,207.93
347,1816,11,10,54,12,1,654.72,8.99,1095.49,1.6732,0.86,Medium,455.29
348,690,2,2,3,3,1,313.63,3.23,851.07,2.7136,0.748,Medium,248.71
349,1379,6,7,27,8,2,776.28,8.81,906.96,1.1683,0.752,Medium,157.93
350,216,2,1,13,4,1,313.63,4.57,670.06,2.1365,0.888,High,247.1
351,433,1,1,6,4,1,465.31,5.58,976.54,2.0987,0.861,High,379.26
352,1146,8,6,35,6,1,190.14,2.5,410.99,2.1615,0.808,Medium,146.34
353,1816,9,11,39,11,1,616.1,8.59,1188.57,1.9292,0.804,Medium,357.67
354,1593,11,12,52,12,1,654.72,9.75,1013.65,1.5482,0.628,Low,224.58
355,1693,9,11,40,15,1,616.1,8.96,946.47,1.5362,0.944,High,349.03
356,1326,5,6,30,9,1,288.95,2.67,715.36,2.4757,0.677,Low,237.34
357,2034,11,9,39,12,1,654.72,8.25,1139.06,1.7398,0.806,Medium,524.54
358,1454,8,6,28,8,1,190.14,2.37,381.72,2.0076,0.659,Low,147.23
359,42,2,3,11,1,1,313.63,4.58,778.68,2.4828,0.848,Medium,202.3
360,1905,9,9,49,13,1,616.1,10.74,1005.32,1.6317,0.886,High,437.13
361,592,4,2,3,5,1,805.11,10.53,1438.29,1.7865,0.779,Medium,566.36
362,1248,7,5,25,7,1,394.06,4.39,861.2,2.1855,0.64,Low,319.92
363,1967,10,10,43,12,1,349.86,4.68,576.97,1.6491,0.535,Low,244.07
364,61,3,3,5,5,1,1000.99,8.87,1455.05,1.4536,0.77,Medium,603.61
365,1901,12,10,41,11,1,862.03,15.19,1790.83,2.0775,0.848,Medium,698.02
366,330,4,2,3,5,1,805.11,8.79,1272.24,1.5802,0.534,Low,639.54
367,503,4,1,16,5,1,805.11,11.9,1276.09,1.585,0.728,Medium,608.65
368,616,3,1,12,3,1,1000.99,12.17,2180.96,2.1788,0.832,Medium,755.33
369,1285,5,5,28,6,1,288.95,2.95,691.52,2.3932,0.774,Medium,211.57
370,973,6,5,28,9,1,776.28,9.4,1837.86,2.3675,0.562,Low,590.62
371,1071,7,6,30,8,1,394.06,3.9,869.31,2.206,0.776,Medium,317.54
372,580,3,1,5,3,1,1000.99,14.11,2200.83,2.1987,0.752,Medium,763.65
373,652,1,4,10,1,1,465.31,8.0,780.23,1.6768,0.562,Low,163.79
374,517,2,2,2,4,1,313.63,4.78,637.37,2.0322,0.788,Medium,238.55
375,746,6,6,20,8,1,776.28,10.21,1363.07,1.7559,0.825,Medium,534.89
376,1600,10,9,43,11,4,349.86,5.21,1731.7,4.9497,0.531,Low,755.51
377,1747,10,10,53,11,1,349.86,4.02,697.06,1.9924,0.557,Low,270.18
378,1346,7,6,19,9,1,394.06,2.96,1074.67,2.7272,0.828,Medium,311.89
379,324,2,4,15,1,1,313.63,5.58,686.38,2.1885,0.531,Low,99.69
380,1385,8,5,34,8,1,190.14,2.29,554.72,2.9174,0.907,High,153.75
381,1263,6,8,32,7,1,776.28,6.25,1236.8,1.5932,0.675,Low,235.54
382,888,7,5,23,8,1,394.06,6.07,858.66,2.179,0.768,Medium,291.75
383,682,2,3,18,2,1,313.63,4.06,820.87,2.6173,0.733,Medium,186.62
384,217,4,1,4,4,1,805.11,10.19,1567.57,1.947,0.864,High,576.31
385,267,1,2,17,1,1,465.31,4.42,988.97,2.1254,0.99,High,369.97
386,1007,7,5,30,6,1,394.06,4.15,995.68,2.5267,0.781,Medium,333.99
387,108,4,2,8,1,1,805.11,7.53,1572.92,1.9537,0.728,Medium,574.17
388,134,1,2,9,5,1,465.31,5.8,930.9,2.0006,0.847,Medium,356.11
389,132,4,3,9,5,2,805.11,9.15,753.5,0.9359,0.71,Medium,163.53
390,1745,12,9,43,11,1,862.03,9.31,1808.1,2.0975,0.932,High,717.66
391,1783,12,10,39,14,1,862.03,7.6,1686.19,1.9561,0.841,Medium,608.73
392,1326,7,5,35,10,1,394.06,5.01,933.37,2.3686,0.677,Low,298.72
393,1585,11,11,54,13,1,654.72,8.67,1082.14,1.6528,0.743,Medium,389.74
394,2029,12,9,50,14,1,862.03,12.41,1883.74,2.1852,0.819,Medium,655.62
395,879,7,7,21,7,1,394.06,3.99,673.26,1.7085,0.73,Medium,246.76
396,2109,10,9,46,11,1,349.86,6.69,848.38,2.4249,0.872,High,280.45
397,281,4,2,11,2,1,805.11,7.42,1796.19,2.231,0.855,Medium,560.84
398,287,4,1,17,5,2,805.11,8.9,929.96,1.1551,0.857,Medium,205.44
399,1822,9,10,50,15,1,616.1,7.52,1062.41,1.7244,0.687,Medium,485.58
400,198,1,1,2,3,1,465.31,5.39,1180.58,2.5372,0.894,High,329.23
401,356,4,2,17,3,1,805.11,8.62,1868.46,2.3208,0.8,Medium,609.42
402,1048,5,5,32,9,1,288.95,3.06,816.01,2.8241,0.757,Medium,232.03
403,1784,11,9,38,11,1,654.72,6.16,1282.63,1.9591,0.552,Low,517.97
404,337,1,2,5,4,1,465.31,4.77,928.16,1.9947,0.895,High,340.11
405,1685,12,12,45,15,2,862.03,14.64,935.29,1.085,0.53,Low,91.14
406,317,2,3,13,1,1,313.63,2.98,790.44,2.5203,0.682,Medium,196.81
407,108,4,3,5,4,1,805.11,9.46,1393.06,1.7303,0.877,High,475.75
408,314,4,2,16,4,1,805.11,12.82,1538.99,1.9115,0.763,Medium,591.25
409,1168,7,5,33,10,1,394.06,4.94,984.98,2.4996,0.904,High,283.4
410,364,1,1,14,1,1,465.31,5.61,1095.81,2.355,0.725,Medium,399.3
411,1296,5,6,32,7,1,288.95,2.62,596.37,2.0639,0.885,High,207.06
412,698,4,2,3,3,1,805.11,8.43,1795.51,2.2301,0.771,Medium,551.21
413,28,1,2,11,2,4,465.31,4.93,2852.83,6.131,0.35,Low,1071.17
414,1145,8,6,20,9,1,190.14,3.74,619.75,3.2594,0.888,High,138.6
415,1955,10,9,40,15,1,349.86,4.7,710.54,2.0309,0.746,Medium,285.17
416,645,3,1,8,2,1,1000.99,9.38,2206.54,2.2044,0.835,Medium,783.87
417,432,1,2,12,4,1,465.31,4.41,829.63,1.783,0.549,Low,321.66
418,1956,12,10,50,11,1,862.03,12.34,1610.36,1.8681,0.809,Medium,591.68
419,1373,8,5,24,8,1,190.14,2.77,381.05,2.004,0.614,Low,137.97
420,1527,10,12,37,14,1,349.86,6.52,790.82,2.2604,0.684,Medium,111.3
421,608,2,3,10,2,1,313.63,5.18,768.94,2.4517,0.74,Medium,170.33
422,2070,12,11,39,11,3,862.03,18.18,958.1,1.1114,0.69,Medium,87.72
423,1263,7,5,27,8,1,394.06,3.31,751.61,1.9073,0.801,Medium,336.94
424,1843,10,9,42,14,1,349.86,6.87,862.12,2.4642,0.844,Medium,256.63
425,1131,5,8,34,7,1,288.95,2.92,613.57,2.1234,0.541,Low,100.9
426,705,3,1,18,4,1,1000.99,12.7,1794.56,1.7928,0.786,Medium,838.81
427,1341,6,7,35,8,1,776.28,7.26,1297.06,1.6709,0.709,Medium,418.47
428,1343,5,5,28,8,1,288.95,3.61,658.97,2.2806,0.769,Medium,220.65
429,344,2,2,1,3,1,313.63,3.17,761.22,2.4271,0.706,Medium,251.38
430,1121,8,6,20,8,1,190.14,2.04,527.11,2.7722,0.845,Medium,146.07
431,1463,9,12,41,14,1,616.1,7.81,1067.31,1.7324,0.872,High,210.75
432,1011,7,5,26,6,1,394.06,4.35,918.28,2.3303,0.912,High,333.93
433,1227,8,5,33,7,1,190.14,2.19,535.27,2.8151,0.856,Medium,156.42
434,531,4,1,5,3,1,805.11,8.18,1941.88,2.4119,0.783,Medium,684.42
435,2152,9,11,45,12,1,616.1,9.4,855.99,1.3894,0.67,Low,361.57
436,2005,10,9,42,14,1,349.86,5.7,735.08,2.1011,0.821,Medium,248.53
437,1205,8,7,30,8,1,190.14,2.29,557.28,2.9309,0.834,Medium,110.75
438,1489,10,10,51,11,1,349.86,3.51,658.87,1.8832,0.643,Low,263.02
439,1555,9,11,37,15,1,616.1,8.8,1094.01,1.7757,0.815,Medium,360.39
440,677,4,3,8,5,2,805.11,7.75,751.9,0.9339,0.671,Low,157.27
441,1268,5,8,19,8,1,288.95,3.47,495.09,1.7134,0.793,Medium,103.38
442,1673,9,10,52,15,1,616.1,6.34,1061.95,1.7237,0.539,Low,433.94
443,1322,8,5,22,8,1,190.14,2.66,386.77,2.0341,0.82,Medium,161.7
444,1030,6,6,35,7,1,776.28,6.15,1467.65,1.8906,0.756,Medium,541.44
445,1970,11,9,54,14,2,654.72,8.26,854.76,1.3055,0.805,Medium,164.39
446,595,2,1,6,2,1,313.63,3.94,880.04,2.806,0.668,Low,271.74
447,451,4,4,18,5,2,805.11,6.33,851.07,1.0571,0.967,High,84.52
448,779,8,5,35,7,1,190.14,1.53,365.82,1.924,0.739,Medium,143.91
449,1134,8,6,22,6,1,190.14,2.07,620.26,3.2621,0.736,Medium,152.43
450,251,4,2,1,3,2,805.11,10.07,1285.25,1.5964,0.774,Medium,207.3
451,1666,12,10,42,12,3,862.03,14.36,645.77,0.7491,0.85,Medium,120.58
452,836,6,5,33,6,1,776.28,6.75,1555.81,2.0042,0.643,Low,581.83
453,693,4,3,1,4,1,805.11,7.41,1411.33,1.753,0.805,Medium,499.3
454,1863,11,11,52,14,1,654.72,6.93,1304.24,1.9921,0.791,Medium,378.1
455,482,4,1,7,3,2,805.11,6.24,1177.78,1.4629,0.474,Low,195.91
456,2110,10,9,46,14,1,349.86,4.59,750.15,2.1441,0.778,Medium,295.34
457,199,2,2,14,5,1,313.63,3.97,622.15,1.9837,0.484,Low,253.44
458,877,8,6,27,6,1,190.14,2.12,470.93,2.4768,0.695,Medium,157.29
459,1726,10,11,45,15,1,349.86,5.38,615.9,1.7604,0.805,Medium,206.76
460,439,2,2,6,3,1,313.63,4.3,871.9,2.78,0.717,Medium,237.1
461,630,3,1,16,5,1,1000.99,8.28,1620.71,1.6191,0.946,High,817.42
462,286,4,1,2,4,1,805.11,9.02,1498.87,1.8617,0.688,Medium,649.12
463,302,1,3,3,4,1,465.31,4.91,959.53,2.0621,0.882,High,272.16
464,1198,8,6,27,7,1,190.14,2.09,409.16,2.1519,0.72,Medium,151.46
465,462,1,3,7,3,1,465.31,6.85,1159.09,2.491,0.797,Medium,298.4
466,942,8,6,34,8,1,190.14,2.5,517.78,2.7232,0.948,High,153.46
467,1010,8,6,20,9,1,190.14,1.97,584.96,3.0765,0.859,Medium,147.66
468,868,8,6,28,7,1,190.14,2.16,410.6,2.1595,0.904,High,147.05
469,1560,12,12,48,12,1,862.03,13.69,1172.41,1.3601,0.795,Medium,264.48
470,1483,10,9,54,14,1,349.86,4.26,933.82,2.6691,0.791,Medium,287.58
471,1527,11,9,38,11,1,654.72,9.24,1338.38,2.0442,0.69,Medium,538.9
472,1745,9,11,42,15,1,616.1,8.77,1069.34,1.7357,0.619,Low,351.23
473,991,7,5,21,7,1,394.06,4.84,767.58,1.9479,0.675,Low,333.12
474,188,1,1,7,4,1,465.31,5.71,1014.93,2.1812,0.774,Medium,385.73
475,1429,8,7,36,7,1,190.14,1.97,354.45,1.8642,0.662,Low,106.44
476,989,6,6,23,10,1,776.28,8.92,1776.07,2.2879,0.972,High,594.29
477,1808,11,9,46,13,1,654.72,6.15,1113.93,1.7014,0.544,Low,480.77
478,2025,12,10,47,14,2,862.03,13.63,1186.56,1.3765,0.585,Low,204.47
479,1460,7,6,35,6,1,394.06,4.53,937.98,2.3803,0.628,Low,284.86
480,1236,5,7,31,9,1,288.95,3.15,663.93,2.2977,0.97,High,167.96
481,377,4,2,9,1,2,805.11,8.81,1019.24,1.266,0.531,Low,181.15
482,1408,6,5,33,6,1,776.28,6.45,1646.48,2.121,0.908,High,592.07
483,1094,8,6,21,6,1,190.14,2.35,471.59,2.4802,0.491,Low,138.57
484,1680,11,10,53,12,2,654.72,8.6,728.46,1.1126,0.874,High,168.77
485,1232,7,8,32,6,1,394.06,3.55,699.07,1.774,0.489,Low,133.69
486,827,6,5,22,10,1,776.28,8.74,1795.27,2.3127,0.903,High,576.92
487,581,1,1,2,4,1,465.31,5.61,921.4,1.9802,0.813,Medium,400.54
488,2038,10,10,43,13,1,349.86,6.6,657.26,1.8786,0.637,Low,290.64
489,2062,12,9,44,14,1,862.03,10.56,1704.67,1.9775,0.641,Low,665.49
490,124,2,4,7,1,1,313.63,5.87,520.37,1.6592,0.99,High,100.29
491,323,3,4,3,4,1,1000.99,7.79,1524.65,1.5231,0.969,High,336.18
492,1852,12,12,44,11,1,862.03,10.71,1369.41,1.5886,0.683,Medium,272.37
493,1834,11,10,45,11,1,654.72,9.04,1336.4,2.0412,0.572,Low,508.83
494,1478,10,10,52,12,1,349.86,6.01,549.86,1.5717,0.624,Low,252.09
495,1623,9,10,37,13,1,616.1,8.44,989.58,1.6062,0.768,Medium,487.71
496,230,1,4,16,4,4,465.31,4.29,2176.77,4.6781,0.736,Medium,449.36
497,103,4,1,5,3,1,805.11,8.09,1927.2,2.3937,0.708,Medium,657.81
498,102,4,2,9,4,1,805.11,11.12,1603.67,1.9919,0.491,Low,667.37
499,451,2,2,11,1,1,313.63,6.52,771.02,2.4584,0.719,Medium,263.92
500,410,2,1,6,3,1,313.63,3.83,893.32,2.8483,0.807,Medium,222.1
501,1690,10,12,47,13,1,349.86,5.86,640.05,1.8294,0.849,Medium,113.36
502,1159,5,6,23,6,1,288.95,3.74,778.62,2.6947,0.71,Medium,230.26
503,1401,8,6,24,8,1,190.14,1.98,511.71,2.6912,0.761,Medium,136.01
504,922,8,6,23,6,1,190.14,2.18,455.38,2.395,0.824,Medium,140.92
505,805,8,6,30,8,1,190.14,1.63,436.61,2.2963,0.671,Low,137.83
506,290,1,3,15,1,1,465.31,4.5,954.49,2.0513,0.732,Medium,266.48
507,1050,8,6,28,10,1,190.14,2.45,541.54,2.8481,0.951,High,134.01
508,1249,5,7,29,7,1,288.95,3.34,671.03,2.3223,0.524,Low,160.01
509,1350,7,7,24,7,1,394.06,2.97,835.31,2.1198,0.931,High,237.71
510,251,4,2,3,3,1,805.11,8.09,1880.19,2.3353,0.887,High,585.47
511,1222,7,6,23,7,1,394.06,5.77,861.98,2.1874,0.759,Medium,318.15
512,861,8,8,30,6,1,190.14,2.89,380.53,2.0013,0.615,Low,57.42
513,494,3,1,1,5,1,1000.99,12.15,1637.35,1.6357,0.721,Medium,783.63
514,1978,10,9,42,14,1,349.86,5.65,903.8,2.5833,0.709,Medium,248.74
515,1792,9,10,45,11,1,616.1,8.48,1273.58,2.0672,0.791,Medium,483.99
516,2029,10,12,47,14,1,349.86,3.16,788.21,2.2529,0.741,Medium,125.16
517,24,3,1,17,5,1,1000.99,11.28,1756.81,1.7551,0.99,High,774.5
518,102,4,3,17,4,1,805.11,6.77,1493.73,1.8553,0.566,Low,500.62
519,995,6,5,20,6,1,776.28,8.05,1582.59,2.0387,0.688,Medium,595.95
520,1032,8,6,26,6,1,190.14,3.16,581.75,3.0596,0.839,Medium,136.01
521,1536,11,9,39,13,1,654.72,9.76,1037.47,1.5846,0.562,Low,537.08
522,1264,8,6,28,7,1,190.14,2.77,417.86,2.1976,0.847,Medium,130.47
523,1073,6,5,22,9,1,776.28,6.96,1948.39,2.5099,0.541,Low,615.91
524,82,4,2,15,2,1,805.11,7.32,1779.05,2.2097,0.671,Low,648.01
525,119,4,3,18,2,1,805.11,9.23,1812.98,2.2518,0.793,Medium,442.46
526,1400,8,6,24,6,1,190.14,3.0,579.96,3.0502,0.813,Medium,147.1
527,1129,5,5,27,7,1,288.95,3.01,673.39,2.3305,0.764,Medium,240.56
528,643,1,1,4,5,1,465.31,9.43,850.3,1.8274,0.726,Medium,341.01
529,789,7,6,29,10,1,394.06,4.82,1058.7,2.6866,0.706,Medium,318.17
530,311,4,1,12,1,1,805.11,7.49,1592.68,1.9782,0.674,Low,680.86
531,32,2,1,4,1,1,313.63,4.29,754.17,2.4046,0.779,Medium,243.57
532,1120,6,8,26,7,2,776.28,7.0,841.25,1.0837,0.778,Medium,73.64
533,800,6,5,20,10,2,776.28,9.7,1178.17,1.5177,0.698,Medium,183.8
534,912,8,7,24,7,1,190.14,2.53,510.58,2.6853,0.773,Medium,105.34
535,1349,7,6,22,7,1,394.06,5.43,813.47,2.0643,0.788,Medium,277.15
536,1349,8,5,19,7,1,190.14,2.44,374.86,1.9715,0.899,High,156.05
537,1088,6,7,20,6,1,776.28,6.28,1570.32,2.0229,0.802,Medium,482.25
538,1061,5,5,34,6,1,288.95,3.06,774.27,2.6796,0.738,Medium,244.7
539,1484,11,10,43,14,2,654.72,6.1,1033.79,1.579,0.684,Medium,146.29
540,598,3,2,2,5,2,1000.99,13.33,1086.43,1.0854,0.742,Medium,265.06
541,1799,12,10,53,14,1,862.03,12.31,1748.77,2.0287,0.679,Low,720.96
542,1032,8,6,33,6,1,190.14,2.86,542.97,2.8556,0.99,High,138.94
543,1423,8,5,28,7,1,190.14,2.2,518.84,2.7287,0.758,Medium,148.71
544,1955,11,9,45,15,1,654.72,10.24,1060.76,1.6202,0.765,Medium,478.98
545,2078,11,10,48,15,1,654.72,7.87,1048.44,1.6014,0.631,Low,463.24
546,2137,11,9,50,11,1,654.72,9.96,1275.04,1.9475,0.736,Medium,563.9
547,580,4,2,14,1,1,805.11,8.75,1612.53,2.0029,0.8,Medium,672.2
548,1425,8,7,22,8,1,190.14,1.63,473.05,2.4879,0.808,Medium,104.99
549,333,1,2,14,2,1,465.31,5.93,1214.57,2.6102,0.828,Medium,379.82
550,1682,9,9,43,14,1,616.1,6.5,1316.96,2.1376,0.919,High,485.28
551,1467,11,9,38,13,1,654.72,9.25,1167.84,1.7837,0.476,Low,495.82
552,2005,9,10,46,11,1,616.1,10.55,1126.04,1.8277,0.782,Medium,431.38
553,1803,10,9,53,13,1,349.86,6.83,720.07,2.0582,0.809,Medium,294.54
554,597,3,2,1,3,1,1000.99,7.85,2339.41,2.3371,0.517,Low,833.29
555,1811,11,11,38,13,2,654.72,11.0,594.28,0.9077,0.749,Medium,122.34
556,1310,7,5,24,10,1,394.06,4.3,1113.73,2.8263,0.623,Low,281.74
557,1347,6,6,20,9,1,776.28,7.16,1821.53,2.3465,0.872,High,600.05
558,1433,6,6,22,6,1,776.28,6.93,1639.22,2.1116,0.638,Low,594.69
559,306,4,1,2,4,1,805.11,9.56,1529.03,1.8992,0.668,Low,620.93
560,1523,11,12,44,12,1,654.72,9.21,811.33,1.2392,0.814,Medium,218.12
561,1582,11,9,38,11,1,654.72,12.66,1330.37,2.032,0.863,High,471.08
562,2083,11,9,47,15,1,654.72,7.65,1225.24,1.8714,0.99,High,505.35
563,160,3,2,16,4,1,1000.99,8.54,1882.24,1.8804,0.915,High,789.57
564,436,1,2,7,4,1,465.31,4.82,972.51,2.09,0.917,High,353.34
565,1891,12,10,44,15,1,862.03,9.33,1520.24,1.7636,0.823,Medium,693.9
566,1639,9,10,42,14,1,616.1,10.55,1415.22,2.2971,0.894,High,455.08
567,1288,5,6,31,9,1,288.95,2.68,869.73,3.01,0.707,Medium,210.7
568,1041,8,5,23,8,1,190.14,1.73,491.85,2.5868,0.923,High,153.36
569,674,4,3,15,2,1,805.11,12.21,1847.65,2.2949,0.726,Medium,522.77
570,867,8,7,20,6,1,190.14,2.35,592.67,3.117,0.859,Medium,111.01
571,674,3,2,9,1,2,1000.99,8.53,1259.31,1.2581,0.99,High,240.86
572,2043,10,9,52,11,1,349.86,4.79,745.07,2.1296,0.819,Medium,286.26
573,971,6,8,22,10,1,776.28,6.67,1651.64,2.1276,0.722,Medium,252.36
574,750,8,5,27,8,1,190.14,3.01,492.17,2.5885,0.874,High,136.73
575,1058,7,5,19,6,1,394.06,3.14,958.74,2.433,0.881,High,325.06
576,1939,12,10,53,13,1,862.03,10.12,1410.75,1.6365,0.681,Medium,715.2
577,1421,7,5,29,9,1,394.06,4.21,1015.65,2.5774,0.898,High,306.06
578,426,2,3,16,4,1,313.63,4.12,635.28,2.0256,0.785,Medium,197.71
579,1689,9,9,38,15,1,616.1,7.64,1008.63,1.6371,0.624,Low,522.38
580,1397,7,6,31,8,1,394.06,3.21,818.55,2.0772,0.59,Low,277.6
581,622,2,2,4,2,1,313.63,3.21,842.74,2.6871,0.556,Low,256.24
582,224,2,2,7,5,1,313.63,4.28,661.68,2.1097,0.833,Medium,239.29
583,170,1,4,3,3,1,465.31,4.23,1027.65,2.2085,0.76,Medium,149.69
584,1609,12,10,45,12,1,862.03,16.6,1328.33,1.5409,0.789,Medium,688.64
585,1202,6,7,19,9,2,776.28,7.44,1162.79,1.4979,0.91,High,141.49
586,691,1,4,9,3,1,465.31,5.31,1079.85,2.3207,0.593,Low,162.2
587,1013,8,6,32,7,1,190.14,2.03,465.87,2.4501,0.892,High,140.18
588,2119,10,9,51,12,1,349.86,4.31,680.28,1.9444,0.671,Low,259.33
589,1249,8,6,32,7,1,190.14,2.44,418.15,2.1992,0.903,High,130.42
590,1190,5,7,29,9,1,288.95,2.71,695.13,2.4057,0.742,Medium,178.62
591,807,5,5,34,8,1,288.95,2.54,689.13,2.3849,0.809,Medium,238.76
592,1096,8,5,34,6,1,190.14,1.77,611.22,3.2146,0.884,High,151.54
593,1012,6,5,31,7,2,776.28,7.13,1047.28,1.3491,0.936,High,216.6
594,556,2,2,2,1,1,313.63,5.08,723.32,2.3063,0.695,Medium,259.88
595,442,1,2,8,1,1,465.31,4.41,966.86,2.0779,0.434,Low,355.98
596,1499,10,11,48,15,1,349.86,3.91,741.21,2.1186,0.697,Medium,221.6
597,628,1,2,11,3,1,465.31,6.58,1163.34,2.5001,0.739,Medium,369.39
598,229,1,3,16,4,1,465.31,4.92,959.8,2.0627,0.481,Low,287.05
599,336,4,1,2,2,1,805.11,10.09,1792.65,2.2266,0.676,Low,677.45
600,1155,6,5,31,9,1,776.28,7.58,1932.48,2.4894,0.556,Low,665.89
601,1640,9,9,49,15,1,616.1,9.27,982.8,1.5952,0.822,Medium,434.73
602,377,2,1,14,4,1,313.63,4.69,745.65,2.3775,0.792,Medium,226.62
603,1936,12,10,51,15,1,862.03,12.02,1506.36,1.7475,0.827,Medium,688.64
604,1262,6,6,24,8,1,776.28,8.38,1464.12,1.8861,0.692,Medium,626.74
605,938,5,6,31,8,1,288.95,4.9,589.1,2.0388,0.749,Medium,238.52
606,936,7,5,33,10,1,394.06,4.11,931.06,2.3627,0.747,Medium,302.62
607,726,2,3,13,3,1,313.63,5.74,777.7,2.4797,0.731,Medium,192.38
608,2145,9,10,45,11,1,616.1,8.31,1291.33,2.096,0.559,Low,514.91
609,1315,7,7,21,9,4,394.06,3.39,2653.36,6.7334,0.536,Low,766.97
610,105,1,2,18,5,1,465.31,5.66,839.0,1.8031,0.787,Medium,328.84
611,2106,10,9,38,14,1,349.86,5.38,743.79,2.126,0.837,Medium,262.52
612,613,1,1,6,5,1,465.31,6.85,816.64,1.755,0.619,Low,394.84
613,396,4,2,16,3,1,805.11,7.3,1894.76,2.3534,0.77,Medium,621.88
614,2155,11,10,40,14,1,654.72,6.13,1333.45,2.0367,0.77,Medium,477.07
615,1932,12,9,39,14,1,862.03,12.82,1879.41,2.1802,0.928,High,697.49
616,1366,7,6,35,7,1,394.06,4.0,878.82,2.2302,0.706,Medium,331.77
617,986,7,5,35,10,1,394.06,4.13,926.01,2.3499,0.862,High,287.31
618,1692,11,10,38,15,1,654.72,10.11,1021.49,1.5602,0.786,Medium,450.6
619,2031,12,9,44,13,1,862.03,11.83,1479.7,1.7165,0.808,Medium,666.55
620,1847,10,10,38,15,1,349.86,5.26,676.58,1.9339,0.942,High,279.79
621,138,2,2,13,4,1,313.63,4.63,619.14,1.9741,0.75,Medium,222.34
622,1136,6,6,35,10,1,776.28,7.53,1801.84,2.3211,0.511,Low,537.61
623,819,7,6,32,7,1,394.06,4.24,718.84,1.8242,0.795,Medium,296.82
624,1364,7,5,30,7,1,394.06,4.61,810.82,2.0576,0.796,Medium,316.77
625,2181,9,10,46,14,1,616.1,9.25,1400.44,2.2731,0.788,Medium,493.42
626,436,2,2,2,4,1,313.63,4.8,716.48,2.2845,0.842,Medium,216.77
627,675,3,3,17,1,1,1000.99,14.38,1817.33,1.8155,0.737,Medium,652.56
628,1235,7,5,32,7,1,394.06,4.31,849.03,2.1546,0.693,Medium,340.9
629,843,8,7,23,10,1,190.14,2.88,641.43,3.3735,0.71,Medium,115.71
630,329,1,1,8,2,1,465.31,6.6,1257.88,2.7033,0.749,Medium,393.97
631,1307,7,5,36,10,1,394.06,3.87,1041.42,2.6428,0.709,Medium,321.71
632,1698,11,10,43,11,1,654.72,6.5,1230.2,1.879,0.75,Medium,503.76
633,2035,10,9,37,15,1,349.86,3.97,658.89,1.8833,0.676,Low,271.42
634,1369,7,5,25,8,1,394.06,5.62,719.6,1.8261,0.922,High,287.34
635,1962,11,11,44,15,1,654.72,9.62,1016.42,1.5524,0.703,Medium,395.84
636,851,8,6,19,7,1,190.14,2.61,496.9,2.6133,0.887,High,155.31
637,1242,6,5,23,8,1,776.28,8.05,1601.03,2.0624,0.813,Medium,663.83
638,67,2,4,5,1,1,313.63,5.67,727.13,2.3184,0.642,Low,108.98
