fact_purchase_id,sk_date,sk_supplier,sk_product,sk_order,quantity_units,purchase_unit_price,purchase_amount,planned_delay_days,real_delay_days,delay_gap_days
380,1385,11,3,702,27.0,555.05,14986.46,12.61,12.44,-0.16
381,1263,15,3,958,21.0,545.58,11457.15,8.59,9.27,0.68
382,888,10,3,1592,16.0,542.85,8685.63,5.88,3.82,-2.05
383,682,6,1,482,126.0,510.88,64370.27,2.96,1.22,-1.74
384,217,5,5,2433,49.0,386.59,18942.96,8.3,9.91,1.61
385,267,5,1,2150,144.0,527.17,75912.73,2.11,3.21,1.1
386,1007,12,1,2365,96.0,527.77,50666.34,2.8,2.63,-0.17
387,108,8,5,2040,30.0,405.56,12166.7,8.51,7.96,-0.55
388,134,3,1,1633,74.0,548.77,40609.16,4.08,3.27,-0.81
389,132,6,3,2022,55.0,527.67,29021.96,8.08,9.07,0.99
390,1745,22,1,2223,85.0,527.5,44837.11,1.72,1.63,-0.09
391,1783,17,2,2277,40.0,286.78,11471.2,3.12,5.61,2.49
392,1326,11,2,2232,83.0,280.54,23284.56,2.77,5.26,2.49
393,1585,18,4,1086,29.0,298.03,8642.73,5.32,5.13,-0.19
394,2029,17,5,2133,16.0,368.91,5902.59,11.82,13.02,1.2
395,879,15,4,1469,67.0,303.55,20337.96,6.07,7.09,1.02
396,2109,22,2,1206,88.0,282.08,24822.63,2.05,3.64,1.59
397,281,5,5,377,42.0,384.37,16143.66,9.28,11.2,1.91
398,287,8,5,1109,31.0,381.6,11829.49,8.95,9.64,0.7
399,1822,17,2,490,21.0,290.18,6093.8,1.46,0.96,-0.5
400,198,4,1,2173,81.0,543.38,44014.07,2.41,3.26,0.86
401,356,1,2,1519,47.0,279.24,13124.12,1.55,0.3,-1.25
402,1048,15,2,707,109.0,276.21,30107.26,1.87,2.64,0.77
403,1784,24,4,486,86.0,291.84,25098.36,3.27,3.12,-0.16
404,337,8,2,848,69.0,284.66,19641.71,1.89,0.94,-0.95
405,1685,19,1,2086,30.0,534.29,16028.81,2.12,2.27,0.16
406,317,8,1,1766,40.0,551.69,22067.5,2.45,2.69,0.24
407,108,7,3,2089,16.0,497.48,7959.65,9.05,9.13,0.08
408,314,2,3,1589,45.0,499.8,22491.13,7.69,10.39,2.71
409,1168,10,3,17,33.0,540.08,17822.77,4.8,5.34,0.54
410,364,2,1,1493,70.0,543.46,38042.47,1.69,2.7,1.02
411,1296,15,3,305,18.0,540.38,9726.83,8.35,8.06,-0.29
412,698,6,3,2252,25.0,521.55,13038.78,7.51,6.72,-0.79
413,28,1,3,1324,32.0,527.89,16892.52,6.39,5.72,-0.66
414,1145,14,3,2477,21.0,493.88,10371.4,10.06,11.75,1.69
415,1955,24,1,1119,19.0,510.1,9691.91,2.26,1.92,-0.34
416,645,1,5,132,17.0,372.13,6326.19,8.41,8.71,0.3
417,432,3,5,1512,21.0,397.62,8350.11,6.07,7.16,1.09
418,1956,22,2,1430,31.0,273.04,8464.36,1.84,3.01,1.17
419,1373,9,3,851,34.0,505.91,17201.06,12.29,15.03,2.74
420,1527,19,5,353,29.0,398.41,11553.79,9.43,11.15,1.72
421,608,8,3,1511,44.0,552.12,24293.48,8.66,8.06,-0.6
422,2070,19,3,2353,7.0,536.48,3755.34,8.36,7.38,-0.99
423,1263,16,5,1284,20.0,361.99,7239.73,7.33,7.77,0.44
424,1843,24,3,2488,14.0,537.66,7527.28,10.47,10.61,0.14
425,1131,16,3,468,17.0,498.97,8482.49,8.82,9.24,0.42
426,705,1,5,306,11.0,372.82,4101.05,8.01,8.61,0.6
427,1341,11,1,1489,38.0,521.45,19815.0,2.52,4.05,1.53
428,1343,10,1,1336,118.0,508.69,60024.84,3.91,4.82,0.91
429,344,6,4,363,87.0,322.57,28063.78,2.75,2.72,-0.03
430,1121,10,1,2036,106.0,528.24,55993.76,1.55,2.85,1.3
431,1463,19,5,1516,12.0,390.87,4690.5,5.52,5.34,-0.18
432,1011,11,3,58,17.0,551.83,9381.18,6.39,7.19,0.81
433,1227,11,1,269,50.0,557.08,27854.13,3.2,3.52,0.31
434,531,5,1,929,24.0,540.63,12975.24,1.21,3.82,2.61
435,2152,21,2,1298,78.0,281.71,21973.41,1.76,1.93,0.16
436,2005,22,1,2492,31.0,511.77,15864.92,2.31,1.63,-0.68
437,1205,11,2,579,86.0,293.12,25208.28,2.45,1.92,-0.53
438,1489,20,4,422,85.0,302.12,25679.84,4.59,5.86,1.28
439,1555,21,3,376,15.0,538.44,8076.57,9.63,9.4,-0.23
440,677,6,2,2248,33.0,296.39,9780.94,2.05,1.32,-0.73
441,1268,13,2,1579,71.0,293.08,20808.89,3.12,3.6,0.48
442,1673,21,2,569,49.0,291.2,14268.78,1.73,1.06,-0.68
443,1322,14,5,2140,18.0,367.49,6614.85,9.13,8.96,-0.18
444,1030,14,1,2035,35.0,499.11,17468.86,2.74,3.6,0.86
445,1970,18,4,935,51.0,311.92,15907.85,5.52,6.0,0.47
446,595,8,4,440,73.0,294.98,21533.64,2.51,1.83,-0.68
447,451,1,2,172,99.0,273.57,27083.04,2.09,0.83,-1.26
448,779,14,1,231,103.0,501.31,51635.14,2.42,2.39,-0.04
449,1134,9,2,2467,65.0,293.17,19056.24,3.12,4.96,1.84
450,251,6,4,2299,153.0,300.6,45992.04,2.09,2.23,0.14
451,1666,18,3,152,47.0,507.09,23833.43,9.17,10.62,1.45
452,836,14,2,2382,121.0,277.67,33597.9,2.23,0.44,-1.79
453,693,3,1,101,83.0,553.95,45978.1,1.06,1.52,0.46
454,1863,22,5,2412,32.0,397.46,12718.8,7.02,6.16,-0.86
455,482,6,4,961,36.0,315.98,11375.23,4.95,3.19,-1.76
456,2110,23,5,304,16.0,362.42,5798.73,6.32,5.81,-0.51
457,199,6,4,2005,28.0,319.14,8935.91,5.07,3.7,-1.37
458,877,13,1,811,71.0,507.34,36020.91,2.22,2.52,0.29
459,1726,22,3,473,19.0,540.19,10263.59,8.68,9.0,0.32
460,439,3,3,319,27.0,517.38,13969.15,6.07,5.98,-0.09
461,630,8,2,843,119.0,299.9,35688.61,2.01,0.97,-1.03
462,286,4,1,1437,70.0,511.81,35826.73,1.98,2.64,0.66
463,302,8,4,342,128.0,323.69,41432.34,3.71,2.63,-1.08
464,1198,14,4,703,26.0,315.06,8191.46,3.0,1.47,-1.53
465,462,8,4,2114,62.0,311.35,19303.44,4.15,3.8,-0.35
466,942,9,3,692,16.0,547.41,8758.57,10.39,10.37,-0.02
467,1010,10,2,749,78.0,301.22,23495.16,2.56,3.06,0.5
468,868,12,4,1224,62.0,302.32,18743.73,2.63,3.34,0.71
469,1560,22,4,1737,30.0,321.31,9639.15,4.29,3.57,-0.72
470,1483,23,1,1410,38.0,555.05,21091.76,1.63,3.54,1.92
471,1527,22,1,1447,34.0,551.96,18766.48,2.79,3.08,0.28
472,1745,24,4,604,37.0,313.01,11581.52,3.89,1.15,-2.75
473,991,16,1,2196,67.0,534.12,35786.15,1.84,2.86,1.02
474,188,7,3,511,27.0,539.84,14575.8,6.69,7.62,0.93
475,1429,15,1,365,107.0,538.74,57645.53,2.08,3.44,1.36
476,989,15,4,1188,66.0,292.28,19290.51,3.56,4.45,0.88
477,1808,22,1,2134,62.0,537.77,33341.86,3.5,1.43,-2.07
478,2025,19,4,1639,85.0,300.34,25529.22,3.64,3.1,-0.54
479,1460,10,2,2314,34.0,295.8,10057.18,1.8,3.56,1.76
480,1236,12,3,704,32.0,510.87,16347.68,6.47,7.17,0.7
481,377,2,4,2259,41.0,318.53,13059.54,5.54,7.09,1.56
482,1408,11,4,1897,66.0,290.91,19200.17,4.68,3.43,-1.25
483,1094,16,1,1959,124.0,512.4,63537.91,2.91,3.02,0.11
484,1680,23,4,2334,65.0,321.54,20900.32,4.23,4.37,0.14
485,1232,16,5,82,13.0,394.83,5132.78,6.86,8.17,1.31
486,827,16,3,2056,39.0,528.36,20605.93,6.0,6.19,0.19
487,581,6,4,688,84.0,293.15,24624.97,5.23,5.81,0.58
488,2038,20,3,1212,43.0,541.9,23301.72,7.45,6.43,-1.02
489,2062,18,4,1979,77.0,307.0,23638.7,2.88,1.91,-0.97
490,124,6,3,2320,30.0,538.85,16165.52,7.9,9.21,1.31
491,323,7,4,1561,110.0,318.76,35063.12,4.08,4.66,0.57
492,1852,20,3,281,6.0,518.77,3112.59,6.66,8.75,2.09
493,1834,23,4,1471,27.0,292.42,7895.28,5.81,4.9,-0.91
494,1478,19,3,2194,9.0,503.29,4529.57,7.47,8.19,0.71
495,1623,19,1,937,73.0,510.49,37265.63,2.08,1.87,-0.22
496,230,1,5,1525,8.0,403.48,3227.83,9.44,10.73,1.29
497,103,7,1,1043,103.0,542.39,55865.78,2.45,3.53,1.08
498,102,8,5,1564,23.0,370.84,8529.21,7.62,7.12,-0.5
499,451,1,2,1637,49.0,300.68,14733.49,3.72,4.27,0.54
500,410,5,4,2,104.0,295.62,30744.19,3.59,2.33,-1.26
501,1690,19,4,366,36.0,312.03,11232.97,2.33,1.72,-0.61
502,1159,14,3,1138,26.0,532.87,13854.68,7.74,8.75,1.01
503,1401,13,3,1268,31.0,546.47,16940.52,7.86,7.4,-0.46
504,922,15,5,2226,7.0,387.78,2714.48,7.32,8.5,1.18
505,805,11,4,2069,34.0,322.96,10980.53,3.61,5.09,1.48
506,290,3,1,1290,38.0,535.9,20364.1,2.06,1.27,-0.79
507,1050,12,2,36,169.0,296.86,50169.75,1.91,1.57,-0.34
508,1249,12,5,302,61.0,404.15,24652.99,7.81,6.46,-1.35
509,1350,12,5,2155,30.0,366.29,10988.58,9.81,11.27,1.46
510,251,3,4,806,145.0,303.08,43946.63,4.5,3.53,-0.97
511,1222,9,2,577,80.0,291.16,23293.06,2.03,2.93,0.9
512,861,16,1,997,38.0,555.29,21101.07,3.21,5.51,2.3
513,494,4,5,494,16.0,386.92,6190.72,10.22,9.05,-1.17
514,1978,22,1,1627,54.0,530.34,28638.56,2.55,1.9,-0.65
515,1792,17,5,463,22.0,379.79,8355.35,9.05,9.8,0.76
516,2029,24,5,1541,13.0,366.31,4762.02,6.0,6.39,0.38
517,24,4,2,669,40.0,293.11,11724.5,3.37,3.06,-0.31
518,102,1,3,1746,17.0,544.58,9257.81,9.39,8.75,-0.63
519,995,10,2,1167,63.0,276.85,17441.37,2.3,2.08,-0.22
520,1032,16,3,2375,9.0,527.57,4748.13,8.64,9.31,0.67
521,1536,17,1,1162,24.0,499.87,11996.79,3.81,3.34,-0.46
522,1264,12,1,1217,37.0,552.89,20456.96,2.03,1.91,-0.11
523,1073,14,5,608,20.0,376.93,7538.6,9.41,9.43,0.02
524,82,7,5,300,52.0,370.31,19256.04,8.29,8.92,0.63
525,119,5,4,1470,50.0,304.42,15220.79,4.74,6.19,1.45
526,1400,9,3,2255,54.0,503.11,27167.83,10.59,11.34,0.75
527,1129,13,1,1318,40.0,511.6,20463.99,1.29,2.25,0.95
528,643,6,3,964,37.0,505.61,18707.47,10.12,10.83,0.71
529,789,9,1,475,60.0,530.5,31830.12,2.29,4.43,2.14
530,311,2,2,1370,198.0,291.93,57802.52,2.61,4.0,1.39
531,32,2,1,1126,48.0,528.25,25356.17,2.47,5.19,2.72
532,1120,14,2,1213,38.0,290.08,11023.21,2.4,0.46,-1.94
533,800,13,4,1667,77.0,315.03,24257.06,4.02,3.29,-0.73
534,912,13,3,1323,12.0,554.76,6657.16,5.32,5.94,0.61
535,1349,15,1,2210,43.0,519.15,22323.32,2.74,3.22,0.48
536,1349,12,3,1606,57.0,554.35,31597.73,6.05,6.57,0.52
537,1088,16,1,2372,37.0,521.92,19311.09,3.3,2.81,-0.5
538,1061,14,4,928,69.0,290.2,20023.68,4.26,4.02,-0.25
539,1484,17,4,126,23.0,310.22,7135.02,4.42,3.72,-0.7
540,598,8,2,973,60.0,294.0,17640.0,3.05,1.93,-1.11
541,1799,24,4,318,64.0,307.64,19689.1,4.58,3.9,-0.67
542,1032,9,3,183,13.0,542.27,7049.46,6.78,7.35,0.56
543,1423,15,1,1115,110.0,548.33,60316.49,2.42,2.29,-0.12
544,1955,20,4,1175,37.0,313.12,11585.42,2.61,1.19,-1.43
545,2078,18,2,109,77.0,296.46,22827.68,2.2,2.69,0.49
546,2137,18,4,1941,36.0,323.87,11659.24,5.51,6.26,0.74
547,580,2,1,677,75.0,546.58,40993.14,2.23,2.75,0.52
548,1425,9,5,260,21.0,392.85,8249.76,8.17,10.63,2.46
549,333,3,3,1184,20.0,541.8,10836.05,7.1,6.35,-0.74
550,1682,17,3,426,26.0,514.05,13365.29,6.8,9.23,2.43
551,1467,24,2,1271,32.0,296.97,9502.94,2.38,3.08,0.7
552,2005,19,4,2094,13.0,302.46,3931.96,3.97,3.0,-0.97
553,1803,23,2,924,44.0,281.47,12384.86,1.77,1.07,-0.7
554,597,2,2,2207,90.0,300.61,27055.28,2.31,1.07,-1.24
555,1811,22,2,1943,80.0,297.19,23774.88,1.36,1.15,-0.21
556,1310,9,3,1018,13.0,536.48,6974.23,10.07,9.66,-0.41
557,1347,12,2,922,53.0,302.57,16036.4,3.19,2.36,-0.83
558,1433,16,4,1026,19.0,321.51,6108.76,5.55,7.99,2.44
559,306,5,1,1994,60.0,533.85,32031.15,1.97,2.28,0.3
560,1523,17,5,1568,22.0,395.05,8691.1,10.07,11.17,1.1
561,1582,24,3,1391,7.0,537.43,3762.01,10.34,10.54,0.21
562,2083,20,5,830,44.0,405.55,17844.39,6.14,5.39,-0.75
563,160,3,4,1603,44.0,316.33,13918.43,3.59,3.77,0.18
564,436,7,3,1475,19.0,550.96,10468.24,10.81,11.62,0.8
565,1891,24,5,2202,24.0,378.26,9078.13,8.9,8.81,-0.1
566,1639,17,4,402,49.0,323.77,15864.69,4.45,6.84,2.38
567,1288,12,2,1347,113.0,275.47,31128.66,1.9,1.59,-0.31
568,1041,13,5,1925,7.0,368.25,2577.72,6.7,7.25,0.54
569,674,4,2,1072,125.0,288.66,36082.97,3.61,2.66,-0.95
570,867,14,3,1601,16.0,551.8,8828.78,6.97,8.34,1.37
571,674,4,1,223,103.0,538.12,55426.25,2.14,2.82,0.68
572,2043,20,1,1360,102.0,548.53,55950.05,3.4,3.73,0.33
573,971,14,5,1319,25.0,366.5,9162.44,9.62,10.67,1.05
574,750,15,4,1779,20.0,320.68,6413.7,4.33,5.69,1.35
575,1058,13,3,1482,13.0,554.34,7206.37,8.14,8.14,-0.01
576,1939,24,5,551,13.0,391.43,5088.6,8.08,9.48,1.4
577,1421,12,1,1236,144.0,549.07,79065.58,3.31,5.2,1.89
578,426,2,2,866,90.0,303.26,27293.8,2.99,4.67,1.68
579,1689,22,5,205,17.0,401.9,6832.37,7.46,6.89,-0.57
580,1397,13,3,1908,17.0,506.77,8615.01,6.31,6.19,-0.12
581,622,3,4,942,63.0,295.11,18591.97,4.73,4.19,-0.54
582,224,4,1,1815,70.0,511.84,35828.93,1.62,2.84,1.22
583,170,7,3,2455,29.0,531.18,15404.08,10.44,11.83,1.38
584,1609,19,4,1076,18.0,309.47,5570.41,3.32,3.23,-0.09
585,1202,13,4,2342,54.0,300.25,16213.6,4.74,4.2,-0.54
586,691,6,2,948,62.0,287.34,17815.37,2.95,1.67,-1.28
587,1013,11,4,47,41.0,294.16,12060.52,4.38,4.51,0.13
588,2119,18,1,618,41.0,509.35,20883.41,1.67,0.32,-1.35
589,1249,11,2,405,42.0,273.0,11465.92,1.87,1.05,-0.83
590,1190,10,2,1168,20.0,296.4,5928.0,2.44,3.35,0.91
591,807,14,3,876,49.0,526.36,25791.6,8.66,9.78,1.12
592,1096,11,2,2280,23.0,272.87,6276.02,3.46,2.83,-0.63
593,1012,10,5,1385,39.0,381.78,14889.55,11.68,12.18,0.5
594,556,7,3,1830,32.0,501.54,16049.28,9.71,11.84,2.12
595,442,4,1,799,58.0,541.45,31403.87,2.38,4.22,1.85
596,1499,21,5,2331,42.0,398.13,16721.57,6.89,7.04,0.15
597,628,7,4,805,84.0,315.98,26542.64,4.5,5.53,1.03
598,229,7,1,521,57.0,504.42,28751.92,2.56,4.99,2.43
599,336,3,2,2148,42.0,294.64,12374.71,2.33,3.89,1.56
600,1155,12,1,1099,19.0,555.09,10546.7,2.31,2.65,0.34
601,1640,23,1,2326,30.0,550.75,16522.55,3.14,2.91,-0.23
602,377,5,3,157,30.0,521.61,15648.26,8.18,6.3,-1.89
603,1936,20,3,409,23.0,543.86,12508.86,9.63,10.78,1.16
604,1262,14,2,2456,114.0,273.74,31206.77,1.79,0.52,-1.27
605,938,14,4,1671,27.0,314.73,8497.69,3.02,4.39,1.36
606,936,13,4,1930,28.0,315.32,8828.83,3.77,5.32,1.55
607,726,3,1,1112,56.0,538.04,30130.01,1.83,0.3,-1.53
608,2145,24,1,1468,144.0,501.24,72178.51,2.67,2.75,0.09
609,1315,9,5,1810,6.0,377.79,2266.75,9.13,9.91,0.78
610,105,6,4,1792,30.0,318.68,9560.27,5.32,5.38,0.06
611,2106,23,2,1597,75.0,300.74,22555.44,2.32,2.85,0.54
612,613,1,2,1116,44.0,301.85,13281.43,1.59,2.7,1.11
613,396,2,1,1239,30.0,527.21,15816.41,2.01,3.18,1.17
614,2155,22,4,518,38.0,308.46,11721.58,5.48,5.03,-0.45
615,1932,24,5,1824,23.0,364.32,8379.25,7.35,5.85,-1.5
616,1366,14,3,660,22.0,521.43,11471.52,4.84,5.56,0.72
617,986,16,1,940,114.0,503.13,57356.42,2.36,2.69,0.33
618,1692,22,2,1642,53.0,279.56,14816.64,3.84,2.53,-1.31
619,2031,23,3,1198,28.0,534.69,14971.43,7.98,8.03,0.05
620,1847,24,3,1575,38.0,540.48,20538.42,5.17,3.27,-1.9
621,138,4,4,1461,43.0,317.89,13669.34,6.58,7.52,0.94
622,1136,11,2,1113,41.0,278.21,11406.7,2.94,1.28,-1.66
623,819,13,4,539,65.0,297.85,19360.22,3.31,3.5,0.19
624,1364,12,1,1094,154.0,532.15,81950.36,2.77,5.14,2.37
625,2181,18,3,1544,10.0,548.05,5480.52,5.74,6.76,1.01
626,436,5,4,8,65.0,318.49,20701.95,3.24,4.31,1.06
627,675,8,1,2107,74.0,542.27,40127.93,2.33,3.93,1.6
628,1235,16,1,147,90.0,555.13,49961.3,3.0,4.15,1.15
629,843,13,5,1428,28.0,362.26,10143.14,8.96,9.12,0.15
630,329,6,2,670,54.0,294.9,15924.41,2.6,1.09,-1.51
631,1307,14,2,375,44.0,291.16,12811.21,2.74,4.1,1.36
632,1698,22,1,408,49.0,500.12,24506.01,2.51,2.48,-0.03
633,2035,23,2,1390,138.0,282.78,39023.33,3.72,4.57,0.85
634,1369,15,5,1937,47.0,367.06,17251.83,7.37,7.28,-0.09
635,1962,19,3,936,30.0,513.46,15403.91,8.56,10.57,2.02
636,851,10,2,907,82.0,285.15,23382.21,2.62,2.99,0.37
637,1242,10,1,575,76.0,528.74,40184.48,4.02,2.96,-1.06
638,67,6,1,1699,40.0,535.65,21426.06,1.34,0.53,-0.81
639,995,15,3,2084,17.0,545.89,9280.07,9.76,10.34,0.58
640,1678,24,4,1069,42.0,297.17,12480.94,5.75,4.97,-0.77
641,87,4,1,323,52.0,554.69,28844.01,2.89,0.88,-2.01
642,655,8,5,328,6.0,382.49,2294.92,9.06,7.63,-1.43
643,1314,11,1,1632,33.0,509.0,16797.11,2.75,2.87,0.12
644,1535,19,1,1413,67.0,522.09,34980.16,2.23,2.3,0.08
645,1520,20,5,1797,45.0,376.05,16922.19,8.9,9.95,1.05
646,1638,21,3,1532,4.0,513.11,2052.43,8.43,9.81,1.38
647,2188,22,4,1916,38.0,314.51,11951.36,3.34,3.66,0.32
648,1064,12,2,1281,75.0,272.91,20468.51,3.4,3.77,0.37
649,2116,18,1,336,69.0,509.61,35163.1,3.38,3.72,0.34
650,2102,23,1,938,67.0,529.46,35473.83,2.05,2.95,0.9
651,457,2,3,1721,66.0,551.09,36372.08,9.78,10.79,1.01
652,322,1,1,458,32.0,545.14,17444.57,2.52,4.02,1.5
653,51,2,3,2163,5.0,535.77,2678.83,6.83,8.66,1.83
654,1273,15,3,2315,8.0,518.72,4149.79,12.17,12.7,0.52
655,1135,12,1,1019,58.0,512.91,29748.73,1.3,2.21,0.91
656,285,4,2,576,62.0,279.43,17324.88,3.34,1.99,-1.34
657,517,7,2,1301,30.0,303.21,9096.35,2.17,3.8,1.63
658,1819,17,4,815,71.0,321.97,22859.53,4.49,6.83,2.34
659,1056,12,3,2419,34.0,548.7,18655.92,6.08,8.06,1.98
660,1584,18,3,444,22.0,509.25,11203.4,5.33,7.7,2.38
661,1761,17,3,714,19.0,550.35,10456.62,7.56,8.05,0.49
662,1559,22,2,2162,73.0,281.94,20581.75,2.85,2.89,0.04
663,537,4,2,1752,38.0,282.11,10720.0,1.38,0.86,-0.51
664,783,9,3,1395,29.0,543.56,15763.23,9.75,11.21,1.46
665,2082,17,2,2460,64.0,285.74,18287.07,2.95,2.35,-0.6
666,1115,10,1,259,45.0,505.88,22764.56,2.26,0.4,-1.86
667,1334,13,1,710,42.0,528.33,22189.68,2.78,3.76,0.98
668,696,6,1,863,140.0,528.08,73930.71,1.88,0.89,-0.98
669,847,14,1,2495,86.0,557.14,47914.06,3.44,3.93,0.49
670,133,3,4,981,59.0,325.59,19209.83,4.64,4.6,-0.04
671,1343,9,4,2136,60.0,317.09,19025.6,2.35,2.8,0.44
672,656,7,5,69,10.0,364.47,3644.66,9.61,8.46,-1.15
673,535,7,1,1922,40.0,537.59,21503.75,2.57,3.22,0.65
674,2072,17,4,378,62.0,302.88,18778.32,3.16,2.79,-0.37
675,2127,19,3,1267,17.0,510.67,8681.38,11.44,11.73,0.29
676,2045,21,5,2237,8.0,390.98,3127.83,7.91,8.37,0.46
677,34,6,3,11,19.0,538.69,10235.2,6.17,6.96,0.79
678,1377,13,5,1777,9.0,368.47,3316.21,7.68,7.73,0.05
679,182,1,4,1485,28.0,316.79,8870.21,4.7,6.82,2.12
680,1102,10,5,1771,9.0,392.46,3532.13,6.48,6.83,0.35
681,1164,13,1,2247,38.0,537.98,20443.23,1.88,2.9,1.02
682,109,7,2,2398,61.0,279.56,17053.11,4.18,5.42,1.25
683,496,6,3,2227,11.0,511.65,5628.18,7.45,7.43,-0.02
684,1766,19,1,180,98.0,538.07,52730.53,1.56,1.94,0.38
685,1102,9,4,2047,69.0,297.16,20504.1,3.87,4.88,1.01
686,2151,21,1,2300,141.0,532.31,75056.37,2.57,3.62,1.05
687,1325,12,5,1435,12.0,363.41,4360.94,5.77,8.01,2.24
688,857,11,3,918,37.0,503.0,18611.18,7.49,5.92,-1.56
689,456,3,1,387,78.0,503.46,39269.93,3.43,4.95,1.52
690,1990,24,4,22,30.0,312.99,9389.8,2.82,2.81,-0.0
691,913,9,4,780,70.0,311.89,21832.21,3.09,4.77,1.69
692,807,10,1,1521,62.0,505.07,31314.25,2.36,0.3,-2.06
693,900,13,5,2254,16.0,367.13,5874.09,8.1,7.97,-0.13
694,1502,20,5,2357,11.0,365.4,4019.43,7.95,7.69,-0.26
695,1105,10,2,275,80.0,289.41,23152.57,2.47,1.48,-0.99
696,59,8,4,1539,37.0,296.11,10956.08,3.56,1.2,-2.36
697,1513,18,5,1266,56.0,394.63,22099.26,8.15,7.25,-0.9
698,495,5,2,661,39.0,296.62,11568.35,2.52,2.91,0.4
699,969,11,4,251,29.0,312.84,9072.38,4.54,5.76,1.21
700,1765,24,3,290,21.0,512.6,10764.62,9.6,10.23,0.64
701,839,16,4,2063,29.0,319.48,9264.88,3.89,3.89,-0.01
702,1250,12,4,1114,26.0,322.37,8381.69,3.2,5.69,2.48
703,341,5,3,1984,38.0,529.21,20109.9,8.33,9.15,0.82
704,704,8,3,73,26.0,539.52,14027.63,8.41,8.15,-0.26
705,1740,22,2,2072,42.0,301.93,12680.85,3.63,2.36,-1.27
706,1084,11,1,778,36.0,535.41,19274.88,2.02,1.72,-0.3
707,2087,20,5,2171,10.0,390.29,3902.86,9.87,10.47,0.6
708,241,6,1,218,23.0,557.23,12816.19,3.42,2.64,-0.78
709,303,7,1,1331,114.0,510.45,58191.13,3.38,3.42,0.04
710,2028,18,1,361,20.0,533.84,10676.88,1.46,2.71,1.25
711,588,1,4,1464,20.0,323.65,6472.94,5.11,6.78,1.67
712,69,8,5,1676,29.0,392.28,11376.17,6.68,5.08,-1.59
713,1052,13,5,1393,34.0,388.79,13218.87,6.96,5.96,-1.0
714,844,9,2,1153,44.0,302.69,13318.21,3.55,4.71,1.16
715,1067,14,3,185,12.0,522.28,6267.38,8.87,7.61,-1.26
716,635,6,2,1036,24.0,305.3,7327.1,2.44,3.32,0.88
717,289,6,3,808,17.0,512.19,8707.26,8.62,9.19,0.57
718,2077,23,2,1534,27.0,272.44,7355.8,2.06,0.3,-1.76
719,925,16,3,1860,14.0,549.12,7687.63,6.78,5.79,-0.98
720,1581,18,4,350,63.0,307.52,19373.84,3.16,2.4,-0.76
721,998,13,1,583,217.0,534.13,115906.49,1.92,2.98,1.06
722,296,1,1,1246,38.0,508.76,19332.76,2.63,4.48,1.86
723,454,7,2,616,51.0,292.76,14930.64,1.65,1.8,0.16
724,1456,16,5,1778,20.0,366.55,7331.05,7.04,8.3,1.26
725,1293,10,3,1751,12.0,529.92,6359.0,7.62,7.17,-0.45
726,100,2,4,2461,96.0,307.42,29512.2,3.12,4.16,1.04
727,1380,10,1,1078,124.0,541.39,67132.25,2.07,3.04,0.97
728,1282,16,1,2185,26.0,524.15,13627.87,2.07,2.84,0.77
729,1411,12,3,327,26.0,511.03,13286.85,9.74,11.19,1.44
730,2131,17,3,1742,31.0,524.67,16264.88,12.8,13.62,0.83
731,1165,12,1,1837,99.0,530.92,52561.06,2.81,2.41,-0.4
732,483,8,2,1367,22.0,287.27,6319.92,2.25,2.41,0.16
733,75,2,1,2111,49.0,504.66,24728.52,2.08,3.38,1.3
734,648,6,2,1715,64.0,286.05,18307.46,2.21,1.98,-0.23
735,677,6,1,1004,38.0,523.93,19909.38,4.24,5.98,1.74
736,1046,11,1,1063,37.0,554.34,20510.42,2.7,3.28,0.57
737,1808,18,5,1146,19.0,386.71,7347.43,8.99,9.36,0.36
738,8,1,4,1091,57.0,310.97,17725.19,3.71,4.29,0.58
739,1645,24,3,753,14.0,506.69,7093.65,7.37,7.24,-0.13
740,1750,19,4,392,26.0,322.0,8372.07,2.95,2.31,-0.64
741,314,6,3,625,13.0,526.61,6845.96,7.27,7.47,0.2
742,1364,12,1,355,104.0,536.79,55826.16,1.95,0.3,-1.65
743,925,10,4,1327,36.0,323.36,11640.88,4.5,6.46,1.96
744,414,1,2,1841,47.0,298.75,14041.48,3.85,0.92,-2.93
745,2138,23,5,1280,48.0,378.09,18148.22,7.78,8.65,0.88
746,132,7,4,2098,123.0,301.92,37136.76,3.09,3.94,0.85
747,920,12,4,2311,59.0,297.88,17574.82,4.92,5.78,0.86
748,1940,18,4,266,40.0,304.7,12188.15,6.32,7.34,1.02
749,367,1,1,359,40.0,554.06,22162.55,3.29,5.52,2.23
750,1684,23,1,1073,50.0,498.06,24903.04,3.45,4.11,0.67
751,946,11,2,83,41.0,288.75,11838.69,1.4,0.76,-0.63
752,649,2,3,2401,19.0,541.71,10292.43,8.21,8.06,-0.16
753,907,12,1,531,37.0,541.08,20019.86,2.75,1.26,-1.49
754,1511,21,5,1726,32.0,375.28,12009.01,5.53,5.82,0.29
755,1042,13,4,2060,28.0,322.83,9039.22,5.86,5.07,-0.8
756,647,2,5,1554,17.0,383.8,6524.66,7.87,9.89,2.02
757,1400,13,1,464,47.0,498.55,23431.96,1.93,4.41,2.47
758,1389,13,3,2008,32.0,531.79,17017.36,11.49,11.91,0.42
759,864,12,2,1366,42.0,281.72,11832.05,1.73,1.43,-0.3
